時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
099年04月,國外,出港,高雄港,義大利,35148
099年04月,國外,出港,高雄港,日本,1808
099年04月,國外,出港,高雄港,高棉,9878
099年04月,國外,出港,高雄港,吉里巴斯,3730
099年04月,國外,出港,高雄港,北韓,0
099年04月,國外,出港,高雄港,韓國,61738
099年04月,國外,出港,高雄港,開曼群島,962
099年04月,國外,出港,高雄港,賴比瑞亞,370388
099年04月,國外,出港,高雄港,盧森堡,4023
099年04月,國外,出港,高雄港,馬紹爾群島,69425
099年04月,國外,出港,高雄港,馬爾他,6522
099年04月,國外,出港,高雄港,馬來西亞,4827
099年04月,國外,出港,高雄港,荷蘭,3202
099年04月,國外,出港,高雄港,挪威,10004
099年04月,國外,出港,高雄港,巴拿馬,807789
099年04月,國外,出港,高雄港,菲律賓,15
099年04月,國外,出港,高雄港,沙烏地阿拉伯,0
099年04月,國外,出港,高雄港,新加坡,322668
099年04月,國外,出港,高雄港,泰國,1012
099年04月,國外,出港,高雄港,土耳其,0
099年04月,國外,出港,高雄港,吐瓦魯,4169
099年04月,國內,出港,高雄港,台灣，中華民國,527197
099年04月,國外,出港,高雄港,美國,2101
099年04月,國外,出港,高雄港,聖文森,11589
099年04月,國外,出港,高雄港,越南,87035
099年04月,國外,出港,高雄港,萬那杜,178
099年05月,國外,進港,高雄港,安地卡及巴布達,52287
099年05月,國外,進港,高雄港,孟加拉,9153
099年05月,國外,進港,高雄港,百慕達,82563
099年05月,國外,進港,高雄港,巴哈馬,93405
099年05月,國外,進港,高雄港,貝里斯,3256
099年05月,國外,進港,高雄港,中國大陸,49234
099年05月,國外,進港,高雄港,賽普勒斯,140858
099年05月,國外,進港,高雄港,德國,182600
099年05月,國外,進港,高雄港,丹麥,98887
099年05月,國外,進港,高雄港,英國,274371
099年05月,國外,進港,高雄港,喬治亞,1175
099年05月,國外,進港,高雄港,希臘,355361
099年05月,國外,進港,高雄港,香港,587199
099年05月,國外,進港,高雄港,印尼,0
099年05月,國外,進港,高雄港,印度,112826
099年05月,國外,進港,高雄港,義大利,18169
099年05月,國外,進港,高雄港,高棉,16360
099年05月,國外,進港,高雄港,吉里巴斯,10719
099年05月,國外,進港,高雄港,北韓,19687
099年05月,國外,進港,高雄港,韓國,148839
099年05月,國外,進港,高雄港,賴比瑞亞,1131180
099年05月,國外,進港,高雄港,盧森堡,0
099年05月,國外,進港,高雄港,馬紹爾群島,485505
099年05月,國外,進港,高雄港,馬爾他,49595
099年05月,國外,進港,高雄港,馬來西亞,11655
099年05月,國外,進港,高雄港,荷蘭,13632
099年05月,國外,進港,高雄港,挪威,31387
099年05月,國外,進港,高雄港,巴拿馬,2086955
099年05月,國外,進港,高雄港,菲律賓,58474
099年05月,國外,進港,高雄港,沙烏地阿拉伯,28839
099年05月,國外,進港,高雄港,新加坡,259757
099年05月,國外,進港,高雄港,泰國,2994
099年05月,國外,進港,高雄港,土耳其,6337
099年05月,國外,進港,高雄港,吐瓦魯,1800
099年05月,國內,進港,高雄港,台灣，中華民國,800357
099年05月,國外,進港,高雄港,美國,21
099年05月,國外,進港,高雄港,聖文森,9323
099年05月,國外,進港,高雄港,越南,49067
099年05月,國外,進港,高雄港,萬那杜,6509
099年05月,國外,出港,高雄港,安地卡及巴布達,32736
099年05月,國外,出港,高雄港,孟加拉,0
099年05月,國外,出港,高雄港,百慕達,0
099年05月,國外,出港,高雄港,巴哈馬,8190
099年05月,國外,出港,高雄港,貝里斯,10300
099年05月,國外,出港,高雄港,中國大陸,65390
099年05月,國外,出港,高雄港,賽普勒斯,30071
099年05月,國外,出港,高雄港,德國,69107
099年05月,國外,出港,高雄港,丹麥,27975
099年05月,國外,出港,高雄港,英國,96753
099年05月,國外,出港,高雄港,喬治亞,9
099年05月,國外,出港,高雄港,希臘,12252
099年05月,國外,出港,高雄港,香港,509800
099年05月,國外,出港,高雄港,印尼,4851
099年05月,國外,出港,高雄港,印度,0
099年05月,國外,出港,高雄港,義大利,30488
099年05月,國外,出港,高雄港,高棉,15081
099年05月,國外,出港,高雄港,吉里巴斯,1378
099年05月,國外,出港,高雄港,北韓,0
099年05月,國外,出港,高雄港,韓國,64577
099年05月,國外,出港,高雄港,賴比瑞亞,447604
099年05月,國外,出港,高雄港,盧森堡,189
099年05月,國外,出港,高雄港,馬紹爾群島,124595
099年05月,國外,出港,高雄港,馬爾他,25677
099年05月,國外,出港,高雄港,馬來西亞,6760
099年05月,國外,出港,高雄港,荷蘭,3536
099年05月,國外,出港,高雄港,挪威,0
099年05月,國外,出港,高雄港,巴拿馬,860639
099年05月,國外,出港,高雄港,菲律賓,6859
099年05月,國外,出港,高雄港,沙烏地阿拉伯,0
099年05月,國外,出港,高雄港,新加坡,310273
099年05月,國外,出港,高雄港,泰國,0
099年05月,國外,出港,高雄港,土耳其,0
099年05月,國外,出港,高雄港,吐瓦魯,0
099年05月,國內,出港,高雄港,台灣，中華民國,528333
099年05月,國外,出港,高雄港,美國,1302
099年05月,國外,出港,高雄港,聖文森,17089
099年05月,國外,出港,高雄港,越南,47495
099年05月,國外,出港,高雄港,萬那杜,139
099年06月,國外,進港,高雄港,安地卡及巴布達,38573
099年06月,國外,進港,高雄港,比利時,129638
099年06月,國外,進港,高雄港,百慕達,163453
099年06月,國外,進港,高雄港,巴哈馬,154232
099年06月,國外,進港,高雄港,貝里斯,14685
099年06月,國外,進港,高雄港,中國大陸,46486
099年06月,國外,進港,高雄港,賽普勒斯,90097
099年06月,國外,進港,高雄港,德國,159760
099年06月,國外,進港,高雄港,丹麥,30670
099年06月,國外,進港,高雄港,多米尼克,336213
099年06月,國外,進港,高雄港,英國,192327
099年06月,國外,進港,高雄港,喬治亞,10835
099年06月,國外,進港,高雄港,希臘,470907
099年06月,國外,進港,高雄港,香港,497098
099年06月,國外,進港,高雄港,印尼,0
099年06月,國外,進港,高雄港,以色列,3643
099年06月,國外,進港,高雄港,義大利,176488
099年06月,國外,進港,高雄港,高棉,26058
099年06月,國外,進港,高雄港,吉里巴斯,10421
099年06月,國外,進港,高雄港,北韓,1595
099年06月,國外,進港,高雄港,韓國,342660
099年06月,國外,進港,高雄港,開曼群島,5516
099年06月,國外,進港,高雄港,賴比瑞亞,445052
099年06月,國外,進港,高雄港,馬紹爾群島,271131
099年06月,國外,進港,高雄港,馬爾他,261678
099年06月,國外,進港,高雄港,馬來西亞,20858
099年06月,國外,進港,高雄港,荷蘭,5971
099年06月,國外,進港,高雄港,挪威,1791
099年06月,國外,進港,高雄港,巴拿馬,2369247
099年06月,國外,進港,高雄港,菲律賓,11692
099年06月,國外,進港,高雄港,俄羅斯,20751
099年06月,國外,進港,高雄港,沙烏地阿拉伯,8106
099年06月,國外,進港,高雄港,新加坡,371877
099年06月,國外,進港,高雄港,獅子山,4168
099年06月,國外,進港,高雄港,土耳其,46000
099年06月,國外,進港,高雄港,吐瓦魯,3074
099年06月,國內,進港,高雄港,台灣，中華民國,947266
099年06月,國外,進港,高雄港,美國,0
099年06月,國外,進港,高雄港,聖文森,7018
099年06月,國外,進港,高雄港,越南,36446
099年06月,國外,進港,高雄港,萬那杜,12
099年06月,國外,出港,高雄港,安地卡及巴布達,58391
099年06月,國外,出港,高雄港,比利時,0
099年06月,國外,出港,高雄港,百慕達,0
099年06月,國外,出港,高雄港,巴哈馬,7984
099年06月,國外,出港,高雄港,貝里斯,6381
099年06月,國外,出港,高雄港,中國大陸,60871
099年06月,國外,出港,高雄港,賽普勒斯,37711
099年06月,國外,出港,高雄港,德國,62864
099年06月,國外,出港,高雄港,丹麥,22206
099年06月,國外,出港,高雄港,多米尼克,0
099年06月,國外,出港,高雄港,英國,56925
099年06月,國外,出港,高雄港,喬治亞,10
099年06月,國外,出港,高雄港,希臘,5331
099年06月,國外,出港,高雄港,香港,434914
099年06月,國外,出港,高雄港,印尼,7841
099年06月,國外,出港,高雄港,以色列,0
099年06月,國外,出港,高雄港,義大利,25258
099年06月,國外,出港,高雄港,高棉,21196
099年06月,國外,出港,高雄港,吉里巴斯,8261
099年06月,國外,出港,高雄港,北韓,0
099年06月,國外,出港,高雄港,韓國,52063
099年06月,國外,出港,高雄港,開曼群島,0
099年06月,國外,出港,高雄港,賴比瑞亞,285219
099年06月,國外,出港,高雄港,馬紹爾群島,60905
099年06月,國外,出港,高雄港,馬爾他,11513
099年06月,國外,出港,高雄港,馬來西亞,6515
099年06月,國外,出港,高雄港,荷蘭,13871
099年06月,國外,出港,高雄港,挪威,6042
099年06月,國外,出港,高雄港,巴拿馬,762542
099年06月,國外,出港,高雄港,菲律賓,0
099年06月,國外,出港,高雄港,俄羅斯,0
099年06月,國外,出港,高雄港,沙烏地阿拉伯,0
099年06月,國外,出港,高雄港,新加坡,365156
099年06月,國外,出港,高雄港,獅子山,4285
099年06月,國外,出港,高雄港,土耳其,4558
099年06月,國外,出港,高雄港,吐瓦魯,3020
099年06月,國內,出港,高雄港,台灣，中華民國,428704
099年06月,國外,出港,高雄港,美國,1087
099年06月,國外,出港,高雄港,聖文森,11830
099年06月,國外,出港,高雄港,越南,24154
099年06月,國外,出港,高雄港,萬那杜,305
099年07月,國外,進港,高雄港,安地卡及巴布達,39255
099年07月,國外,進港,高雄港,比利時,99328
099年07月,國外,進港,高雄港,百慕達,61843
099年07月,國外,進港,高雄港,汶萊,2034
099年07月,國外,進港,高雄港,巴哈馬,122395
099年07月,國外,進港,高雄港,貝里斯,10231
099年07月,國外,進港,高雄港,中國大陸,35088
099年07月,國外,進港,高雄港,賽普勒斯,235067
099年07月,國外,進港,高雄港,德國,113675
099年07月,國外,進港,高雄港,丹麥,10869
099年07月,國外,進港,高雄港,多米尼克,944
099年07月,國外,進港,高雄港,英國,139999
099年07月,國外,進港,高雄港,喬治亞,0
099年07月,國外,進港,高雄港,希臘,212532
099年07月,國外,進港,高雄港,香港,858825
099年07月,國外,進港,高雄港,印尼,0
099年07月,國外,進港,高雄港,印度,0
099年07月,國外,進港,高雄港,義大利,102009
099年07月,國外,進港,高雄港,日本,0
099年07月,國外,進港,高雄港,高棉,31283
099年07月,國外,進港,高雄港,吉里巴斯,5040
099年07月,國外,進港,高雄港,北韓,555
099年07月,國外,進港,高雄港,韓國,139147
099年07月,國外,進港,高雄港,開曼群島,999
099年07月,國外,進港,高雄港,賴比瑞亞,1249984
099年07月,國外,進港,高雄港,立陶宛,0
099年07月,國外,進港,高雄港,馬紹爾群島,394208
099年07月,國外,進港,高雄港,蒙古,0
099年07月,國外,進港,高雄港,馬爾他,120369
099年07月,國外,進港,高雄港,馬來西亞,23717
099年07月,國外,進港,高雄港,荷蘭,17353
099年07月,國外,進港,高雄港,挪威,28434
099年07月,國外,進港,高雄港,巴拿馬,1607560
099年07月,國外,進港,高雄港,菲律賓,38749
099年07月,國外,進港,高雄港,沙烏地阿拉伯,33155
099年07月,國外,進港,高雄港,新加坡,886875
099年07月,國內,進港,高雄港,台灣，中華民國,1028561
099年07月,國外,進港,高雄港,美國,0
099年07月,國外,進港,高雄港,聖文森,6652
099年07月,國外,進港,高雄港,越南,40925
099年07月,國外,進港,高雄港,萬那杜,4
099年07月,國外,出港,高雄港,安地卡及巴布達,19267
099年07月,國外,出港,高雄港,比利時,0
099年07月,國外,出港,高雄港,百慕達,0
099年07月,國外,出港,高雄港,汶萊,0
099年07月,國外,出港,高雄港,巴哈馬,5738
099年07月,國外,出港,高雄港,貝里斯,8499
099年07月,國外,出港,高雄港,中國大陸,41237
099年07月,國外,出港,高雄港,賽普勒斯,29344
099年07月,國外,出港,高雄港,德國,68018
099年07月,國外,出港,高雄港,丹麥,14364
099年07月,國外,出港,高雄港,多米尼克,0
099年07月,國外,出港,高雄港,英國,77915
099年07月,國外,出港,高雄港,喬治亞,6005
099年07月,國外,出港,高雄港,希臘,41542
099年07月,國外,出港,高雄港,香港,436758
099年07月,國外,出港,高雄港,印尼,4833
099年07月,國外,出港,高雄港,印度,1521
099年07月,國外,出港,高雄港,義大利,15491
099年07月,國外,出港,高雄港,日本,117
099年07月,國外,出港,高雄港,高棉,7944
099年07月,國外,出港,高雄港,吉里巴斯,1850
099年07月,國外,出港,高雄港,北韓,0
099年07月,國外,出港,高雄港,韓國,53619
099年07月,國外,出港,高雄港,開曼群島,2272
099年07月,國外,出港,高雄港,賴比瑞亞,328450
099年07月,國外,出港,高雄港,立陶宛,14672
099年07月,國外,出港,高雄港,馬紹爾群島,117520
099年07月,國外,出港,高雄港,蒙古,2800
099年07月,國外,出港,高雄港,馬爾他,18427
099年07月,國外,出港,高雄港,馬來西亞,1079
099年07月,國外,出港,高雄港,荷蘭,6897
099年07月,國外,出港,高雄港,挪威,0
099年07月,國外,出港,高雄港,巴拿馬,709339
099年07月,國外,出港,高雄港,菲律賓,0
099年07月,國外,出港,高雄港,沙烏地阿拉伯,0
099年07月,國外,出港,高雄港,新加坡,321440
099年07月,國內,出港,高雄港,台灣，中華民國,537907
099年07月,國外,出港,高雄港,美國,837
099年07月,國外,出港,高雄港,聖文森,13628
099年07月,國外,出港,高雄港,越南,37464
099年07月,國外,出港,高雄港,萬那杜,106
099年08月,國外,進港,高雄港,安地卡及巴布達,62090
099年08月,國外,進港,高雄港,巴哈馬,74542
099年08月,國外,進港,高雄港,貝里斯,5045
099年08月,國外,進港,高雄港,中國大陸,42917
099年08月,國外,進港,高雄港,賽普勒斯,101356
099年08月,國外,進港,高雄港,德國,114379
099年08月,國外,進港,高雄港,丹麥,17945
099年08月,國外,進港,高雄港,英國,99718
099年08月,國外,進港,高雄港,喬治亞,0
099年08月,國外,進港,高雄港,希臘,599012
099年08月,國外,進港,高雄港,香港,619061
099年08月,國外,進港,高雄港,印尼,33517
099年08月,國外,進港,高雄港,印度,0
099年08月,國外,進港,高雄港,義大利,109911
099年08月,國外,進港,高雄港,日本,0
099年08月,國外,進港,高雄港,高棉,11457
099年08月,國外,進港,高雄港,吉里巴斯,4503
099年08月,國外,進港,高雄港,韓國,120357
099年08月,國外,進港,高雄港,開曼群島,5693
099年08月,國外,進港,高雄港,賴比瑞亞,536723
099年08月,國外,進港,高雄港,馬紹爾群島,630307
099年08月,國外,進港,高雄港,蒙古,0
099年08月,國外,進港,高雄港,馬爾他,145292
099年08月,國外,進港,高雄港,馬來西亞,8510
099年08月,國外,進港,高雄港,荷蘭,11989
099年08月,國外,進港,高雄港,挪威,43294
099年08月,國外,進港,高雄港,巴拿馬,2831107
099年08月,國外,進港,高雄港,菲律賓,252
099年08月,國外,進港,高雄港,沙烏地阿拉伯,15638
099年08月,國外,進港,高雄港,新加坡,221906
099年08月,國外,進港,高雄港,泰國,19183
099年08月,國外,進港,高雄港,土耳其,45722
099年08月,國外,進港,高雄港,吐瓦魯,0
099年08月,國內,進港,高雄港,台灣，中華民國,889317
