時間,國內/國外,進港/出港,臺灣港口,國籍,重量(公噸)
097年01月,國外,進港,蘇澳港,俄羅斯,11720
097年01月,國外,進港,蘇澳港,吐瓦魯,0
097年01月,國內,進港,蘇澳港,台灣，中華民國,34595
097年01月,國外,進港,蘇澳港,越南,7200
097年01月,國外,出港,蘇澳港,香港,35800
097年01月,國外,出港,蘇澳港,高棉,7500
097年01月,國外,出港,蘇澳港,北韓,0
097年01月,國外,出港,蘇澳港,韓國,0
097年01月,國外,出港,蘇澳港,賴比瑞亞,0
097年01月,國外,出港,蘇澳港,巴拿馬,38855
097年01月,國外,出港,蘇澳港,俄羅斯,0
097年01月,國外,出港,蘇澳港,吐瓦魯,11500
097年01月,國內,出港,蘇澳港,台灣，中華民國,60790
097年01月,國外,出港,蘇澳港,越南,0
097年02月,國外,進港,蘇澳港,巴哈馬,6500
097年02月,國外,進港,蘇澳港,貝里斯,3740
097年02月,國外,進港,蘇澳港,賽普勒斯,14300
097年02月,國外,進港,蘇澳港,香港,16546
097年02月,國外,進港,蘇澳港,高棉,1923
097年02月,國外,進港,蘇澳港,韓國,9521
097年02月,國外,進港,蘇澳港,賴比瑞亞,0
097年02月,國外,進港,蘇澳港,馬爾他,21121
097年02月,國外,進港,蘇澳港,巴拿馬,199265
097年02月,國外,進港,蘇澳港,俄羅斯,11738
097年02月,國外,進港,蘇澳港,新加坡,3500
097年02月,國外,進港,蘇澳港,吐瓦魯,8209
097年02月,國內,進港,蘇澳港,台灣，中華民國,62672
097年02月,國外,出港,蘇澳港,巴哈馬,0
097年02月,國外,出港,蘇澳港,貝里斯,0
097年02月,國外,出港,蘇澳港,賽普勒斯,0
097年02月,國外,出港,蘇澳港,香港,3900
097年02月,國外,出港,蘇澳港,高棉,4400
097年02月,國外,出港,蘇澳港,韓國,0
097年02月,國外,出港,蘇澳港,賴比瑞亞,34000
097年02月,國外,出港,蘇澳港,馬爾他,0
097年02月,國外,出港,蘇澳港,巴拿馬,5500
097年02月,國外,出港,蘇澳港,俄羅斯,0
097年02月,國外,出港,蘇澳港,新加坡,0
097年02月,國外,出港,蘇澳港,吐瓦魯,5500
097年02月,國內,出港,蘇澳港,台灣，中華民國,57139
097年03月,國外,進港,蘇澳港,貝里斯,3586
097年03月,國外,進港,蘇澳港,高棉,3252
097年03月,國外,進港,蘇澳港,北韓,2750
097年03月,國外,進港,蘇澳港,韓國,5054
097年03月,國外,進港,蘇澳港,賴比瑞亞,0
097年03月,國外,進港,蘇澳港,馬紹爾群島,0
097年03月,國外,進港,蘇澳港,巴拿馬,110725
097年03月,國外,進港,蘇澳港,吐瓦魯,0
097年03月,國內,進港,蘇澳港,台灣，中華民國,70728
097年03月,國外,出港,蘇澳港,貝里斯,21500
097年03月,國外,出港,蘇澳港,高棉,7650
097年03月,國外,出港,蘇澳港,北韓,4000
097年03月,國外,出港,蘇澳港,韓國,0
097年03月,國外,出港,蘇澳港,賴比瑞亞,38400
097年03月,國外,出港,蘇澳港,馬紹爾群島,94500
097年03月,國外,出港,蘇澳港,巴拿馬,43650
097年03月,國外,出港,蘇澳港,吐瓦魯,11700
097年03月,國內,出港,蘇澳港,台灣，中華民國,29411
097年04月,國外,進港,蘇澳港,安地卡及巴布達,14990
097年04月,國外,進港,蘇澳港,貝里斯,19774
097年04月,國外,進港,蘇澳港,高棉,13473
097年04月,國外,進港,蘇澳港,北韓,10687
097年04月,國外,進港,蘇澳港,韓國,14481
097年04月,國外,進港,蘇澳港,馬爾他,8944
097年04月,國外,進港,蘇澳港,巴拿馬,226949
097年04月,國外,進港,蘇澳港,俄羅斯,23291
097年04月,國外,進港,蘇澳港,新加坡,10200
097年04月,國外,進港,蘇澳港,土耳其,0
097年04月,國內,進港,蘇澳港,台灣，中華民國,59191
097年04月,國外,出港,蘇澳港,安地卡及巴布達,0
097年04月,國外,出港,蘇澳港,貝里斯,2000
097年04月,國外,出港,蘇澳港,高棉,5500
097年04月,國外,出港,蘇澳港,北韓,2000
097年04月,國外,出港,蘇澳港,韓國,6000
097年04月,國外,出港,蘇澳港,馬爾他,5000
097年04月,國外,出港,蘇澳港,巴拿馬,0
097年04月,國外,出港,蘇澳港,俄羅斯,0
097年04月,國外,出港,蘇澳港,新加坡,0
097年04月,國外,出港,蘇澳港,土耳其,49350
097年04月,國內,出港,蘇澳港,台灣，中華民國,53748
097年05月,國外,進港,蘇澳港,貝里斯,0
097年05月,國外,進港,蘇澳港,香港,0
097年05月,國外,進港,蘇澳港,高棉,3089
097年05月,國外,進港,蘇澳港,巴拿馬,51813
097年05月,國外,進港,蘇澳港,吐瓦魯,0
097年05月,國內,進港,蘇澳港,台灣，中華民國,57172
097年05月,國外,出港,蘇澳港,貝里斯,3000
097年05月,國外,出港,蘇澳港,香港,49370
097年05月,國外,出港,蘇澳港,高棉,3000
097年05月,國外,出港,蘇澳港,巴拿馬,3248
097年05月,國外,出港,蘇澳港,吐瓦魯,5000
097年05月,國內,出港,蘇澳港,台灣，中華民國,31563
097年06月,國外,進港,蘇澳港,貝里斯,3500
097年06月,國外,進港,蘇澳港,賽普勒斯,11700
097年06月,國外,進港,蘇澳港,高棉,0
097年06月,國外,進港,蘇澳港,北韓,1544
097年06月,國外,進港,蘇澳港,馬紹爾群島,4600
097年06月,國外,進港,蘇澳港,巴拿馬,171679
097年06月,國外,進港,蘇澳港,吐瓦魯,0
097年06月,國內,進港,蘇澳港,台灣，中華民國,49022
097年06月,國外,出港,蘇澳港,貝里斯,0
097年06月,國外,出港,蘇澳港,賽普勒斯,0
097年06月,國外,出港,蘇澳港,高棉,13400
097年06月,國外,出港,蘇澳港,北韓,0
097年06月,國外,出港,蘇澳港,馬紹爾群島,0
097年06月,國外,出港,蘇澳港,巴拿馬,56500
097年06月,國外,出港,蘇澳港,吐瓦魯,5000
097年06月,國內,出港,蘇澳港,台灣，中華民國,22937
097年07月,國外,進港,蘇澳港,香港,9900
097年07月,國外,進港,蘇澳港,高棉,7616
097年07月,國外,進港,蘇澳港,吉里巴斯,2400
097年07月,國外,進港,蘇澳港,北韓,5134
097年07月,國外,進港,蘇澳港,韓國,10642
097年07月,國外,進港,蘇澳港,賴比瑞亞,5158
097年07月,國外,進港,蘇澳港,馬達加斯加,0
097年07月,國外,進港,蘇澳港,馬紹爾群島,4650
097年07月,國外,進港,蘇澳港,馬爾他,5066
097年07月,國外,進港,蘇澳港,巴拿馬,185158
097年07月,國外,進港,蘇澳港,新加坡,5218
097年07月,國外,進港,蘇澳港,吐瓦魯,0
097年07月,國內,進港,蘇澳港,台灣，中華民國,23030
097年07月,國外,進港,蘇澳港,越南,6055
097年07月,國外,出港,蘇澳港,香港,0
097年07月,國外,出港,蘇澳港,高棉,9200
097年07月,國外,出港,蘇澳港,吉里巴斯,5500
097年07月,國外,出港,蘇澳港,北韓,0
097年07月,國外,出港,蘇澳港,韓國,0
097年07月,國外,出港,蘇澳港,賴比瑞亞,0
097年07月,國外,出港,蘇澳港,馬達加斯加,2000
097年07月,國外,出港,蘇澳港,馬紹爾群島,48720
097年07月,國外,出港,蘇澳港,馬爾他,0
097年07月,國外,出港,蘇澳港,巴拿馬,20310
097年07月,國外,出港,蘇澳港,新加坡,0
097年07月,國外,出港,蘇澳港,吐瓦魯,119
097年07月,國內,出港,蘇澳港,台灣，中華民國,65011
097年07月,國外,出港,蘇澳港,越南,0
097年08月,國外,進港,蘇澳港,希臘,0
097年08月,國外,進港,蘇澳港,香港,4702
097年08月,國外,進港,蘇澳港,吉里巴斯,0
097年08月,國外,進港,蘇澳港,巴拿馬,162826
097年08月,國外,進港,蘇澳港,新加坡,3000
097年08月,國內,進港,蘇澳港,台灣，中華民國,74081
097年08月,國外,進港,蘇澳港,越南,11700
097年08月,國外,出港,蘇澳港,希臘,49400
097年08月,國外,出港,蘇澳港,香港,0
097年08月,國外,出港,蘇澳港,吉里巴斯,3000
097年08月,國外,出港,蘇澳港,巴拿馬,57310
097年08月,國外,出港,蘇澳港,新加坡,0
097年08月,國內,出港,蘇澳港,台灣，中華民國,50883
097年08月,國外,出港,蘇澳港,越南,0
097年09月,國外,進港,蘇澳港,賽普勒斯,11700
097年09月,國外,進港,蘇澳港,高棉,1982
097年09月,國外,進港,蘇澳港,北韓,1553
097年09月,國外,進港,蘇澳港,荷蘭,11221
097年09月,國外,進港,蘇澳港,巴拿馬,106135
097年09月,國內,進港,蘇澳港,台灣，中華民國,47635
097年09月,國外,出港,蘇澳港,賽普勒斯,0
097年09月,國外,出港,蘇澳港,高棉,9800
097年09月,國外,出港,蘇澳港,北韓,0
097年09月,國外,出港,蘇澳港,荷蘭,0
097年09月,國外,出港,蘇澳港,巴拿馬,972
097年09月,國內,出港,蘇澳港,台灣，中華民國,82364
097年10月,國外,進港,蘇澳港,貝里斯,0
097年10月,國外,進港,蘇澳港,香港,0
097年10月,國外,進港,蘇澳港,高棉,5565
097年10月,國外,進港,蘇澳港,吉里巴斯,0
097年10月,國外,進港,蘇澳港,韓國,49268
097年10月,國外,進港,蘇澳港,賴比瑞亞,30000
097年10月,國外,進港,蘇澳港,巴拿馬,153768
097年10月,國外,進港,蘇澳港,吐瓦魯,0
097年10月,國內,進港,蘇澳港,台灣，中華民國,106939
097年10月,國外,進港,蘇澳港,越南,0
097年10月,國外,出港,蘇澳港,貝里斯,1500
097年10月,國外,出港,蘇澳港,香港,37680
097年10月,國外,出港,蘇澳港,高棉,5500
097年10月,國外,出港,蘇澳港,吉里巴斯,4000
097年10月,國外,出港,蘇澳港,韓國,0
097年10月,國外,出港,蘇澳港,賴比瑞亞,0
097年10月,國外,出港,蘇澳港,巴拿馬,63711
097年10月,國外,出港,蘇澳港,吐瓦魯,6000
097年10月,國內,出港,蘇澳港,台灣，中華民國,48699
097年10月,國外,出港,蘇澳港,越南,2858
097年11月,國外,進港,蘇澳港,貝里斯,3971
097年11月,國外,進港,蘇澳港,賽普勒斯,11700
097年11月,國外,進港,蘇澳港,香港,13000
097年11月,國外,進港,蘇澳港,高棉,6390
097年11月,國外,進港,蘇澳港,吉里巴斯,0
097年11月,國外,進港,蘇澳港,馬紹爾群島,0
097年11月,國外,進港,蘇澳港,荷蘭,15266
097年11月,國外,進港,蘇澳港,巴拿馬,187654
097年11月,國外,進港,蘇澳港,吐瓦魯,3605
097年11月,國內,進港,蘇澳港,台灣，中華民國,46095
097年11月,國外,出港,蘇澳港,貝里斯,0
097年11月,國外,出港,蘇澳港,賽普勒斯,0
097年11月,國外,出港,蘇澳港,香港,0
097年11月,國外,出港,蘇澳港,高棉,9000
097年11月,國外,出港,蘇澳港,吉里巴斯,7500
097年11月,國外,出港,蘇澳港,馬紹爾群島,49200
097年11月,國外,出港,蘇澳港,荷蘭,0
097年11月,國外,出港,蘇澳港,巴拿馬,15500
097年11月,國外,出港,蘇澳港,吐瓦魯,7000
097年11月,國內,出港,蘇澳港,台灣，中華民國,43850
097年12月,國外,進港,蘇澳港,貝里斯,0
097年12月,國外,進港,蘇澳港,賽普勒斯,13200
097年12月,國外,進港,蘇澳港,高棉,0
097年12月,國外,進港,蘇澳港,吉里巴斯,0
097年12月,國外,進港,蘇澳港,巴拿馬,59510
097年12月,國外,進港,蘇澳港,吐瓦魯,0
097年12月,國內,進港,蘇澳港,台灣，中華民國,49610
097年12月,國外,出港,蘇澳港,貝里斯,3000
097年12月,國外,出港,蘇澳港,賽普勒斯,0
097年12月,國外,出港,蘇澳港,高棉,13300
097年12月,國外,出港,蘇澳港,吉里巴斯,10000
097年12月,國外,出港,蘇澳港,巴拿馬,14411
097年12月,國外,出港,蘇澳港,吐瓦魯,5000
097年12月,國內,出港,蘇澳港,台灣，中華民國,74800
098年01月,國外,進港,蘇澳港,貝里斯,0
098年01月,國外,進港,蘇澳港,香港,9371
098年01月,國外,進港,蘇澳港,高棉,0
098年01月,國外,進港,蘇澳港,吉里巴斯,0
098年01月,國外,進港,蘇澳港,馬爾他,21381
098年01月,國外,進港,蘇澳港,巴拿馬,59686
098年01月,國外,進港,蘇澳港,吐瓦魯,0
098年01月,國內,進港,蘇澳港,台灣，中華民國,65154
098年01月,國外,出港,蘇澳港,貝里斯,7077
098年01月,國外,出港,蘇澳港,香港,0
098年01月,國外,出港,蘇澳港,高棉,22325
098年01月,國外,出港,蘇澳港,吉里巴斯,8175
098年01月,國外,出港,蘇澳港,馬爾他,0
098年01月,國外,出港,蘇澳港,巴拿馬,71430
098年01月,國外,出港,蘇澳港,吐瓦魯,6200
098年01月,國內,出港,蘇澳港,台灣，中華民國,100800
098年02月,國外,進港,蘇澳港,安地卡及巴布達,12782
098年02月,國外,進港,蘇澳港,貝里斯,0
098年02月,國外,進港,蘇澳港,香港,0
098年02月,國外,進港,蘇澳港,高棉,1486
098年02月,國外,進港,蘇澳港,韓國,4756
098年02月,國外,進港,蘇澳港,馬爾他,5241
098年02月,國外,進港,蘇澳港,巴拿馬,265361
098年02月,國外,進港,蘇澳港,新加坡,5243
098年02月,國外,進港,蘇澳港,吐瓦魯,0
098年02月,國內,進港,蘇澳港,台灣，中華民國,60398
098年02月,國外,進港,蘇澳港,越南,13600
098年02月,國外,出港,蘇澳港,安地卡及巴布達,0
098年02月,國外,出港,蘇澳港,貝里斯,3500
098年02月,國外,出港,蘇澳港,香港,34000
098年02月,國外,出港,蘇澳港,高棉,8000
098年02月,國外,出港,蘇澳港,韓國,0
098年02月,國外,出港,蘇澳港,馬爾他,0
098年02月,國外,出港,蘇澳港,巴拿馬,6000
098年02月,國外,出港,蘇澳港,新加坡,32000
098年02月,國外,出港,蘇澳港,吐瓦魯,3000
098年02月,國內,出港,蘇澳港,台灣，中華民國,26300
098年02月,國外,出港,蘇澳港,越南,0
098年03月,國外,進港,蘇澳港,貝里斯,3189
098年03月,國外,進港,蘇澳港,賽普勒斯,10052
098年03月,國外,進港,蘇澳港,高棉,2000
098年03月,國外,進港,蘇澳港,吉里巴斯,0
098年03月,國外,進港,蘇澳港,韓國,6830
098年03月,國外,進港,蘇澳港,巴拿馬,103031
098年03月,國外,進港,蘇澳港,泰國,21504
098年03月,國內,進港,蘇澳港,台灣，中華民國,93958
098年03月,國外,出港,蘇澳港,貝里斯,3000
098年03月,國外,出港,蘇澳港,賽普勒斯,0
098年03月,國外,出港,蘇澳港,高棉,14500
098年03月,國外,出港,蘇澳港,吉里巴斯,3000
098年03月,國外,出港,蘇澳港,韓國,0
098年03月,國外,出港,蘇澳港,巴拿馬,83536
098年03月,國外,出港,蘇澳港,泰國,0
098年03月,國內,出港,蘇澳港,台灣，中華民國,42300
098年04月,國外,進港,蘇澳港,貝里斯,0
098年04月,國外,進港,蘇澳港,香港,53942
098年04月,國外,進港,蘇澳港,高棉,0
098年04月,國外,進港,蘇澳港,吉里巴斯,0
098年04月,國外,進港,蘇澳港,馬爾他,31364
098年04月,國外,進港,蘇澳港,巴拿馬,47010
098年04月,國內,進港,蘇澳港,台灣，中華民國,35399
098年04月,國外,出港,蘇澳港,貝里斯,3000
098年04月,國外,出港,蘇澳港,香港,0
098年04月,國外,出港,蘇澳港,高棉,5000
098年04月,國外,出港,蘇澳港,吉里巴斯,3000
098年04月,國外,出港,蘇澳港,馬爾他,0
098年04月,國外,出港,蘇澳港,巴拿馬,110632
098年04月,國內,出港,蘇澳港,台灣，中華民國,25350
098年05月,國外,進港,蘇澳港,貝里斯,0
098年05月,國外,進港,蘇澳港,中國大陸,0
098年05月,國外,進港,蘇澳港,香港,35092
098年05月,國外,進港,蘇澳港,高棉,2300
098年05月,國外,進港,蘇澳港,吉里巴斯,0
098年05月,國外,進港,蘇澳港,韓國,4973
098年05月,國外,進港,蘇澳港,賴比瑞亞,30000
098年05月,國外,進港,蘇澳港,馬達加斯加,0
098年05月,國外,進港,蘇澳港,馬紹爾群島,26172
098年05月,國外,進港,蘇澳港,巴拿馬,158572
098年05月,國外,進港,蘇澳港,新加坡,0
098年05月,國內,進港,蘇澳港,台灣，中華民國,56015
098年05月,國外,出港,蘇澳港,貝里斯,5000
098年05月,國外,出港,蘇澳港,中國大陸,6000
098年05月,國外,出港,蘇澳港,香港,0
098年05月,國外,出港,蘇澳港,高棉,0
098年05月,國外,出港,蘇澳港,吉里巴斯,6000
098年05月,國外,出港,蘇澳港,韓國,0
098年05月,國外,出港,蘇澳港,賴比瑞亞,0
098年05月,國外,出港,蘇澳港,馬達加斯加,3000
098年05月,國外,出港,蘇澳港,馬紹爾群島,32400
098年05月,國外,出港,蘇澳港,巴拿馬,70210
098年05月,國外,出港,蘇澳港,新加坡,2000
098年05月,國內,出港,蘇澳港,台灣，中華民國,17800
098年06月,國外,進港,蘇澳港,巴哈馬,7002
098年06月,國外,進港,蘇澳港,中國大陸,0
098年06月,國外,進港,蘇澳港,賴比瑞亞,27862
098年06月,國外,進港,蘇澳港,馬爾他,21258
098年06月,國外,進港,蘇澳港,巴拿馬,76299
098年06月,國外,進港,蘇澳港,新加坡,4767
098年06月,國內,進港,蘇澳港,台灣，中華民國,24435
098年06月,國外,進港,蘇澳港,其他國家,0
098年06月,國外,出港,蘇澳港,巴哈馬,0
098年06月,國外,出港,蘇澳港,中國大陸,5000
098年06月,國外,出港,蘇澳港,賴比瑞亞,0
098年06月,國外,出港,蘇澳港,馬爾他,0
098年06月,國外,出港,蘇澳港,巴拿馬,52700
098年06月,國外,出港,蘇澳港,新加坡,0
098年06月,國內,出港,蘇澳港,台灣，中華民國,23050
098年06月,國外,出港,蘇澳港,其他國家,15000
098年07月,國外,進港,蘇澳港,貝里斯,0
098年07月,國外,進港,蘇澳港,中國大陸,0
098年07月,國外,進港,蘇澳港,喬治亞,0
098年07月,國外,進港,蘇澳港,日本,0
098年07月,國外,進港,蘇澳港,韓國,24729
098年07月,國外,進港,蘇澳港,馬爾他,20347
098年07月,國外,進港,蘇澳港,巴拿馬,166093
098年07月,國內,進港,蘇澳港,台灣，中華民國,61573
098年07月,國外,出港,蘇澳港,貝里斯,6000
098年07月,國外,出港,蘇澳港,中國大陸,12000
098年07月,國外,出港,蘇澳港,喬治亞,6000
098年07月,國外,出港,蘇澳港,日本,414
098年07月,國外,出港,蘇澳港,韓國,0
098年07月,國外,出港,蘇澳港,馬爾他,24490
098年07月,國外,出港,蘇澳港,巴拿馬,76090
098年07月,國內,出港,蘇澳港,台灣，中華民國,47350
098年08月,國外,進港,蘇澳港,貝里斯,3042
098年08月,國外,進港,蘇澳港,賽普勒斯,52350
098年08月,國外,進港,蘇澳港,喬治亞,6700
098年08月,國外,進港,蘇澳港,香港,21204
098年08月,國外,進港,蘇澳港,高棉,12070
098年08月,國外,進港,蘇澳港,韓國,17939
098年08月,國外,進港,蘇澳港,巴拿馬,136590
098年08月,國外,進港,蘇澳港,菲律賓,0
098年08月,國外,進港,蘇澳港,俄羅斯,9600
098年08月,國外,進港,蘇澳港,新加坡,0
098年08月,國內,進港,蘇澳港,台灣，中華民國,50390
098年08月,國外,進港,蘇澳港,越南,6054
098年08月,國外,出港,蘇澳港,貝里斯,3000
098年08月,國外,出港,蘇澳港,賽普勒斯,0
098年08月,國外,出港,蘇澳港,喬治亞,0
098年08月,國外,出港,蘇澳港,香港,8260
098年08月,國外,出港,蘇澳港,高棉,12500
098年08月,國外,出港,蘇澳港,韓國,0
098年08月,國外,出港,蘇澳港,巴拿馬,35500
098年08月,國外,出港,蘇澳港,菲律賓,37400
098年08月,國外,出港,蘇澳港,俄羅斯,0
098年08月,國外,出港,蘇澳港,新加坡,1500
098年08月,國內,出港,蘇澳港,台灣，中華民國,11300
098年08月,國外,出港,蘇澳港,越南,0
098年09月,國外,進港,蘇澳港,貝里斯,0
098年09月,國外,進港,蘇澳港,中國大陸,0
098年09月,國外,進港,蘇澳港,喬治亞,6660
098年09月,國外,進港,蘇澳港,香港,4983
098年09月,國外,進港,蘇澳港,高棉,0
098年09月,國外,進港,蘇澳港,吉里巴斯,12801
098年09月,國外,進港,蘇澳港,北韓,1550
098年09月,國外,進港,蘇澳港,韓國,11627
098年09月,國外,進港,蘇澳港,賴比瑞亞,60000
098年09月,國外,進港,蘇澳港,馬紹爾群島,13977
098年09月,國外,進港,蘇澳港,巴拿馬,157747
098年09月,國外,進港,蘇澳港,新加坡,5242
098年09月,國外,進港,蘇澳港,吐瓦魯,1100
098年09月,國內,進港,蘇澳港,台灣，中華民國,93260
098年09月,國外,出港,蘇澳港,貝里斯,3500
098年09月,國外,出港,蘇澳港,中國大陸,14000
098年09月,國外,出港,蘇澳港,喬治亞,0
098年09月,國外,出港,蘇澳港,香港,0
098年09月,國外,出港,蘇澳港,高棉,7500
098年09月,國外,出港,蘇澳港,吉里巴斯,6000
098年09月,國外,出港,蘇澳港,北韓,0
098年09月,國外,出港,蘇澳港,韓國,0
098年09月,國外,出港,蘇澳港,賴比瑞亞,0
098年09月,國外,出港,蘇澳港,馬紹爾群島,0
098年09月,國外,出港,蘇澳港,巴拿馬,95075
098年09月,國外,出港,蘇澳港,新加坡,0
098年09月,國外,出港,蘇澳港,吐瓦魯,0
098年09月,國內,出港,蘇澳港,台灣，中華民國,49100
098年10月,國外,進港,蘇澳港,中國大陸,6100
098年10月,國外,進港,蘇澳港,香港,6700
098年10月,國外,進港,蘇澳港,吉里巴斯,0
098年10月,國外,進港,蘇澳港,韓國,11783
098年10月,國外,進港,蘇澳港,賴比瑞亞,23000
098年10月,國外,進港,蘇澳港,巴拿馬,111134
098年10月,國外,進港,蘇澳港,吐瓦魯,0
098年10月,國內,進港,蘇澳港,台灣，中華民國,81259
098年10月,國外,進港,蘇澳港,越南,6100
098年10月,國外,進港,蘇澳港,其他國家,0
098年10月,國外,出港,蘇澳港,中國大陸,8500
098年10月,國外,出港,蘇澳港,香港,0
098年10月,國外,出港,蘇澳港,吉里巴斯,6500
098年10月,國外,出港,蘇澳港,韓國,0
098年10月,國外,出港,蘇澳港,賴比瑞亞,0
098年10月,國外,出港,蘇澳港,巴拿馬,53470
098年10月,國外,出港,蘇澳港,吐瓦魯,3000
098年10月,國內,出港,蘇澳港,台灣，中華民國,48900
098年10月,國外,出港,蘇澳港,越南,0
098年10月,國外,出港,蘇澳港,其他國家,16300
098年11月,國外,進港,蘇澳港,巴哈馬,0
098年11月,國外,進港,蘇澳港,貝里斯,0
098年11月,國外,進港,蘇澳港,喬治亞,6650
098年11月,國外,進港,蘇澳港,香港,7600
098年11月,國外,進港,蘇澳港,印度,10234
098年11月,國外,進港,蘇澳港,吉里巴斯,0
098年11月,國外,進港,蘇澳港,北韓,7881
098年11月,國外,進港,蘇澳港,韓國,10202
098年11月,國外,進港,蘇澳港,馬爾他,21383
098年11月,國外,進港,蘇澳港,巴拿馬,114898
098年11月,國外,進港,蘇澳港,卡達,9005
098年11月,國內,進港,蘇澳港,台灣，中華民國,28418
098年11月,國外,出港,蘇澳港,巴哈馬,38950
098年11月,國外,出港,蘇澳港,貝里斯,3000
098年11月,國外,出港,蘇澳港,喬治亞,0
098年11月,國外,出港,蘇澳港,香港,0
098年11月,國外,出港,蘇澳港,印度,0
098年11月,國外,出港,蘇澳港,吉里巴斯,9500
098年11月,國外,出港,蘇澳港,北韓,0
098年11月,國外,出港,蘇澳港,韓國,0
098年11月,國外,出港,蘇澳港,馬爾他,0
098年11月,國外,出港,蘇澳港,巴拿馬,22250
098年11月,國外,出港,蘇澳港,卡達,0
098年11月,國內,出港,蘇澳港,台灣，中華民國,81130
098年12月,國外,進港,蘇澳港,貝里斯,6088
098年12月,國外,進港,蘇澳港,中國大陸,0
098年12月,國外,進港,蘇澳港,賽普勒斯,9011
098年12月,國外,進港,蘇澳港,高棉,8839
098年12月,國外,進港,蘇澳港,北韓,1504
098年12月,國外,進港,蘇澳港,韓國,33341
098年12月,國外,進港,蘇澳港,巴拿馬,221736
098年12月,國外,進港,蘇澳港,新加坡,7861
098年12月,國外,進港,蘇澳港,吐瓦魯,0
098年12月,國內,進港,蘇澳港,台灣，中華民國,69397
098年12月,國外,進港,蘇澳港,其他國家,0
098年12月,國外,出港,蘇澳港,貝里斯,0
098年12月,國外,出港,蘇澳港,中國大陸,32000
098年12月,國外,出港,蘇澳港,賽普勒斯,0
098年12月,國外,出港,蘇澳港,高棉,0
098年12月,國外,出港,蘇澳港,北韓,0
098年12月,國外,出港,蘇澳港,韓國,0
098年12月,國外,出港,蘇澳港,巴拿馬,11000
098年12月,國外,出港,蘇澳港,新加坡,0
098年12月,國外,出港,蘇澳港,吐瓦魯,3000
098年12月,國內,出港,蘇澳港,台灣，中華民國,85200
098年12月,國外,出港,蘇澳港,其他國家,48900
099年01月,國外,進港,蘇澳港,貝里斯,0
099年01月,國外,進港,蘇澳港,中國大陸,0
099年01月,國外,進港,蘇澳港,香港,0
099年01月,國外,進港,蘇澳港,高棉,5903
099年01月,國外,進港,蘇澳港,北韓,5000
099年01月,國外,進港,蘇澳港,韓國,11252
099年01月,國外,進港,蘇澳港,斯里蘭卡,0
099年01月,國外,進港,蘇澳港,馬爾他,0
099年01月,國外,進港,蘇澳港,巴拿馬,119632
099年01月,國外,進港,蘇澳港,新加坡,4000
099年01月,國外,進港,蘇澳港,吐瓦魯,0
099年01月,國內,進港,蘇澳港,台灣，中華民國,72856
099年01月,國外,進港,蘇澳港,其他國家,0
099年01月,國外,出港,蘇澳港,貝里斯,8500
099年01月,國外,出港,蘇澳港,中國大陸,10000
099年01月,國外,出港,蘇澳港,香港,1754
099年01月,國外,出港,蘇澳港,高棉,1500
099年01月,國外,出港,蘇澳港,北韓,0
099年01月,國外,出港,蘇澳港,韓國,0
099年01月,國外,出港,蘇澳港,斯里蘭卡,25000
099年01月,國外,出港,蘇澳港,馬爾他,39100
099年01月,國外,出港,蘇澳港,巴拿馬,28851
099年01月,國外,出港,蘇澳港,新加坡,0
099年01月,國外,出港,蘇澳港,吐瓦魯,3000
099年01月,國內,出港,蘇澳港,台灣，中華民國,41800
099年01月,國外,出港,蘇澳港,其他國家,32600
099年02月,國外,進港,蘇澳港,貝里斯,880
099年02月,國外,進港,蘇澳港,中國大陸,0
099年02月,國外,進港,蘇澳港,香港,25115
099年02月,國外,進港,蘇澳港,高棉,0
099年02月,國外,進港,蘇澳港,韓國,11704
099年02月,國外,進港,蘇澳港,賴比瑞亞,4849
099年02月,國外,進港,蘇澳港,巴拿馬,172918
099年02月,國外,進港,蘇澳港,新加坡,9146
099年02月,國外,進港,蘇澳港,吐瓦魯,3145
099年02月,國內,進港,蘇澳港,台灣，中華民國,124259
099年02月,國外,出港,蘇澳港,貝里斯,13100
099年02月,國外,出港,蘇澳港,中國大陸,36370
099年02月,國外,出港,蘇澳港,香港,10000
099年02月,國外,出港,蘇澳港,高棉,4330
099年02月,國外,出港,蘇澳港,韓國,0
099年02月,國外,出港,蘇澳港,賴比瑞亞,0
099年02月,國外,出港,蘇澳港,巴拿馬,39176
099年02月,國外,出港,蘇澳港,新加坡,0
099年02月,國外,出港,蘇澳港,吐瓦魯,0
099年02月,國內,出港,蘇澳港,台灣，中華民國,92200
099年03月,國外,進港,蘇澳港,貝里斯,3071
099年03月,國外,進港,蘇澳港,中國大陸,0
099年03月,國外,進港,蘇澳港,香港,0
099年03月,國外,進港,蘇澳港,高棉,6734
099年03月,國外,進港,蘇澳港,韓國,6200
099年03月,國外,進港,蘇澳港,馬紹爾群島,16341
099年03月,國外,進港,蘇澳港,馬爾他,0
099年03月,國外,進港,蘇澳港,巴拿馬,257826
099年03月,國外,進港,蘇澳港,新加坡,3500
099年03月,國外,進港,蘇澳港,土耳其,0
099年03月,國內,進港,蘇澳港,台灣，中華民國,68901
099年03月,國外,進港,蘇澳港,越南,5997
099年03月,國外,進港,蘇澳港,其他國家,0
099年03月,國外,出港,蘇澳港,貝里斯,9500
099年03月,國外,出港,蘇澳港,中國大陸,21000
099年03月,國外,出港,蘇澳港,香港,34000
