時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
101年12月,墨西哥,基隆港,空櫃,20呎,298
101年12月,墨西哥,基隆港,空櫃,40呎,250
101年12月,紐西蘭,基隆港,空櫃,20呎,15
101年12月,大洋洲其他,基隆港,空櫃,20呎,6
101年12月,大洋洲其他,基隆港,空櫃,40呎,3
101年12月,秘魯,基隆港,空櫃,40呎,169
101年12月,新加坡,基隆港,空櫃,20呎,140
101年12月,美國,基隆港,空櫃,20呎,47
101年12月,美國,基隆港,空櫃,40呎,555
101年12月,美國,基隆港,空櫃,45呎,107
101年12月,越南,基隆港,空櫃,40呎,12
101年12月,南非,基隆港,空櫃,20呎,60
102年01月,亞洲其他,基隆港,實櫃,20呎,65
102年01月,亞洲其他,基隆港,實櫃,40呎,5
102年01月,阿拉伯聯合大公國,基隆港,實櫃,20呎,26
102年01月,阿拉伯聯合大公國,基隆港,實櫃,40呎,9
102年01月,阿根廷,基隆港,實櫃,20呎,13
102年01月,阿根廷,基隆港,實櫃,40呎,45
102年01月,澳洲,基隆港,實櫃,20呎,178
102年01月,澳洲,基隆港,實櫃,40呎,31
102年01月,孟加拉,基隆港,實櫃,20呎,9
102年01月,孟加拉,基隆港,實櫃,40呎,3
102年01月,比利時,基隆港,實櫃,20呎,51
102年01月,比利時,基隆港,實櫃,40呎,27
102年01月,巴林,基隆港,實櫃,20呎,1
102年01月,巴西,基隆港,實櫃,20呎,53
102年01月,巴西,基隆港,實櫃,40呎,182
102年01月,中美洲其他,基隆港,實櫃,20呎,282
102年01月,中美洲其他,基隆港,實櫃,40呎,238
102年01月,加拿大,基隆港,實櫃,20呎,38
102年01月,加拿大,基隆港,實櫃,40呎,49
102年01月,象牙海岸,基隆港,實櫃,40呎,1
102年01月,智利,基隆港,實櫃,20呎,501
102年01月,智利,基隆港,實櫃,40呎,476
102年01月,中國大陸,基隆港,實櫃,20呎,7602
102年01月,中國大陸,基隆港,實櫃,40呎,6183
102年01月,德國,基隆港,實櫃,20呎,52
102年01月,德國,基隆港,實櫃,40呎,128
102年01月,愛沙尼亞,基隆港,實櫃,20呎,1
102年01月,愛沙尼亞,基隆港,實櫃,40呎,2
102年01月,埃及,基隆港,實櫃,20呎,1
102年01月,埃及,基隆港,實櫃,40呎,1
102年01月,西班牙,基隆港,實櫃,20呎,138
102年01月,西班牙,基隆港,實櫃,40呎,52
102年01月,非洲其他,基隆港,實櫃,20呎,12
102年01月,非洲其他,基隆港,實櫃,40呎,6
102年01月,芬蘭,基隆港,實櫃,20呎,3
102年01月,芬蘭,基隆港,實櫃,40呎,30
102年01月,法國,基隆港,實櫃,20呎,68
102年01月,法國,基隆港,實櫃,40呎,117
102年01月,英國,基隆港,實櫃,20呎,40
102年01月,英國,基隆港,實櫃,40呎,67
102年01月,香港,基隆港,實櫃,20呎,2385
102年01月,香港,基隆港,實櫃,40呎,4040
102年01月,印尼,基隆港,實櫃,20呎,116
102年01月,印尼,基隆港,實櫃,40呎,66
102年01月,印度,基隆港,實櫃,20呎,262
102年01月,印度,基隆港,實櫃,40呎,92
102年01月,伊朗,基隆港,實櫃,20呎,22
102年01月,伊朗,基隆港,實櫃,40呎,24
102年01月,義大利,基隆港,實櫃,20呎,90
102年01月,義大利,基隆港,實櫃,40呎,53
102年01月,日本,基隆港,實櫃,20呎,3014
102年01月,日本,基隆港,實櫃,40呎,3551
102年01月,韓國,基隆港,實櫃,20呎,1598
102年01月,韓國,基隆港,實櫃,40呎,1710
102年01月,科威特,基隆港,實櫃,40呎,1
102年01月,斯里蘭卡,基隆港,實櫃,20呎,21
102年01月,斯里蘭卡,基隆港,實櫃,40呎,7
102年01月,墨西哥,基隆港,實櫃,20呎,48
102年01月,墨西哥,基隆港,實櫃,40呎,176
102年01月,馬來西亞,基隆港,實櫃,20呎,340
102年01月,馬來西亞,基隆港,實櫃,40呎,235
102年01月,奈及利亞,基隆港,實櫃,20呎,1
102年01月,荷蘭,基隆港,實櫃,20呎,98
102年01月,荷蘭,基隆港,實櫃,40呎,53
102年01月,紐西蘭,基隆港,實櫃,20呎,304
102年01月,紐西蘭,基隆港,實櫃,40呎,410
102年01月,阿曼,基隆港,實櫃,20呎,6
102年01月,大洋洲其他,基隆港,實櫃,20呎,4
102年01月,秘魯,基隆港,實櫃,20呎,77
102年01月,秘魯,基隆港,實櫃,40呎,50
102年01月,菲律賓,基隆港,實櫃,20呎,9
102年01月,菲律賓,基隆港,實櫃,40呎,7
102年01月,巴基斯坦,基隆港,實櫃,20呎,27
102年01月,巴基斯坦,基隆港,實櫃,40呎,7
102年01月,卡達,基隆港,實櫃,20呎,3
102年01月,俄羅斯,基隆港,實櫃,20呎,2
102年01月,俄羅斯,基隆港,實櫃,40呎,3
102年01月,南美洲其他,基隆港,實櫃,40呎,40
102年01月,沙烏地阿拉伯,基隆港,實櫃,20呎,25
102年01月,沙烏地阿拉伯,基隆港,實櫃,40呎,145
102年01月,瑞典,基隆港,實櫃,20呎,2
102年01月,瑞典,基隆港,實櫃,40呎,6
102年01月,新加坡,基隆港,實櫃,20呎,383
102年01月,新加坡,基隆港,實櫃,40呎,409
102年01月,敘利亞,基隆港,實櫃,20呎,1
102年01月,泰國,基隆港,實櫃,20呎,1114
102年01月,泰國,基隆港,實櫃,40呎,573
102年01月,土耳其,基隆港,實櫃,20呎,92
102年01月,土耳其,基隆港,實櫃,40呎,1
102年01月,歐洲其他,基隆港,實櫃,20呎,52
102年01月,歐洲其他,基隆港,實櫃,40呎,71
102年01月,烏克蘭,基隆港,實櫃,20呎,5
102年01月,烏克蘭,基隆港,實櫃,40呎,2
102年01月,美國,基隆港,實櫃,20呎,678
102年01月,美國,基隆港,實櫃,40呎,1562
102年01月,美國,基隆港,實櫃,45呎,25
102年01月,越南,基隆港,實櫃,20呎,873
102年01月,越南,基隆港,實櫃,40呎,528
102年01月,葉門,基隆港,實櫃,20呎,30
102年01月,南非,基隆港,實櫃,20呎,151
102年01月,南非,基隆港,實櫃,40呎,68
102年01月,亞洲其他,基隆港,空櫃,20呎,14
102年01月,阿拉伯聯合大公國,基隆港,空櫃,40呎,57
102年01月,智利,基隆港,空櫃,20呎,617
102年01月,智利,基隆港,空櫃,40呎,368
102年01月,中國大陸,基隆港,空櫃,20呎,123
102年01月,中國大陸,基隆港,空櫃,40呎,82
102年01月,香港,基隆港,空櫃,20呎,123
102年01月,香港,基隆港,空櫃,40呎,111
102年01月,日本,基隆港,空櫃,20呎,782
102年01月,日本,基隆港,空櫃,40呎,336
102年01月,韓國,基隆港,空櫃,20呎,81
102年01月,韓國,基隆港,空櫃,40呎,80
102年01月,韓國,基隆港,空櫃,45呎,6
102年01月,墨西哥,基隆港,空櫃,20呎,910
102年01月,墨西哥,基隆港,空櫃,40呎,61
102年01月,馬來西亞,基隆港,空櫃,20呎,2
102年01月,紐西蘭,基隆港,空櫃,20呎,5
102年01月,大洋洲其他,基隆港,空櫃,20呎,24
102年01月,大洋洲其他,基隆港,空櫃,40呎,9
102年01月,秘魯,基隆港,空櫃,20呎,184
102年01月,秘魯,基隆港,空櫃,40呎,12
102年01月,南美洲其他,基隆港,空櫃,20呎,205
102年01月,新加坡,基隆港,空櫃,20呎,70
102年01月,泰國,基隆港,空櫃,20呎,2
102年01月,美國,基隆港,空櫃,20呎,107
102年01月,美國,基隆港,空櫃,40呎,594
102年01月,美國,基隆港,空櫃,45呎,126
102年01月,越南,基隆港,空櫃,20呎,1
102年01月,越南,基隆港,空櫃,40呎,11
102年01月,南非,基隆港,空櫃,20呎,38
102年01月,南非,基隆港,空櫃,40呎,58
102年02月,亞洲其他,基隆港,實櫃,20呎,60
102年02月,亞洲其他,基隆港,實櫃,40呎,5
102年02月,阿拉伯聯合大公國,基隆港,實櫃,20呎,4
102年02月,阿拉伯聯合大公國,基隆港,實櫃,40呎,5
102年02月,阿根廷,基隆港,實櫃,20呎,5
102年02月,阿根廷,基隆港,實櫃,40呎,5
102年02月,澳洲,基隆港,實櫃,20呎,93
102年02月,澳洲,基隆港,實櫃,40呎,15
102年02月,孟加拉,基隆港,實櫃,20呎,3
102年02月,孟加拉,基隆港,實櫃,40呎,1
102年02月,比利時,基隆港,實櫃,20呎,46
102年02月,比利時,基隆港,實櫃,40呎,21
102年02月,巴西,基隆港,實櫃,20呎,42
102年02月,巴西,基隆港,實櫃,40呎,120
102年02月,中美洲其他,基隆港,實櫃,20呎,166
102年02月,中美洲其他,基隆港,實櫃,40呎,176
102年02月,加拿大,基隆港,實櫃,20呎,12
102年02月,加拿大,基隆港,實櫃,40呎,2
102年02月,智利,基隆港,實櫃,20呎,291
102年02月,智利,基隆港,實櫃,40呎,355
102年02月,中國大陸,基隆港,實櫃,20呎,3427
102年02月,中國大陸,基隆港,實櫃,40呎,3066
102年02月,德國,基隆港,實櫃,20呎,13
102年02月,德國,基隆港,實櫃,40呎,37
102年02月,愛沙尼亞,基隆港,實櫃,40呎,2
102年02月,埃及,基隆港,實櫃,20呎,13
102年02月,西班牙,基隆港,實櫃,20呎,38
102年02月,西班牙,基隆港,實櫃,40呎,10
102年02月,非洲其他,基隆港,實櫃,20呎,1
102年02月,芬蘭,基隆港,實櫃,40呎,28
102年02月,法國,基隆港,實櫃,20呎,22
102年02月,法國,基隆港,實櫃,40呎,22
102年02月,英國,基隆港,實櫃,20呎,32
102年02月,英國,基隆港,實櫃,40呎,64
102年02月,香港,基隆港,實櫃,20呎,943
102年02月,香港,基隆港,實櫃,40呎,1443
102年02月,印尼,基隆港,實櫃,20呎,85
102年02月,印尼,基隆港,實櫃,40呎,58
102年02月,印度,基隆港,實櫃,20呎,185
102年02月,印度,基隆港,實櫃,40呎,77
102年02月,伊朗,基隆港,實櫃,20呎,14
102年02月,伊朗,基隆港,實櫃,40呎,38
102年02月,義大利,基隆港,實櫃,20呎,98
102年02月,義大利,基隆港,實櫃,40呎,38
102年02月,義大利,基隆港,實櫃,45呎,4
102年02月,日本,基隆港,實櫃,20呎,2479
102年02月,日本,基隆港,實櫃,40呎,2501
102年02月,韓國,基隆港,實櫃,20呎,1057
102年02月,韓國,基隆港,實櫃,40呎,903
102年02月,斯里蘭卡,基隆港,實櫃,20呎,12
102年02月,斯里蘭卡,基隆港,實櫃,40呎,4
102年02月,墨西哥,基隆港,實櫃,20呎,8
102年02月,墨西哥,基隆港,實櫃,40呎,111
102年02月,馬來西亞,基隆港,實櫃,20呎,126
102年02月,馬來西亞,基隆港,實櫃,40呎,89
102年02月,奈及利亞,基隆港,實櫃,20呎,5
102年02月,荷蘭,基隆港,實櫃,20呎,19
102年02月,荷蘭,基隆港,實櫃,40呎,31
102年02月,紐西蘭,基隆港,實櫃,20呎,260
102年02月,紐西蘭,基隆港,實櫃,40呎,218
102年02月,秘魯,基隆港,實櫃,20呎,37
102年02月,秘魯,基隆港,實櫃,40呎,29
102年02月,菲律賓,基隆港,實櫃,20呎,10
102年02月,菲律賓,基隆港,實櫃,40呎,12
102年02月,巴基斯坦,基隆港,實櫃,20呎,10
102年02月,巴基斯坦,基隆港,實櫃,40呎,6
102年02月,俄羅斯,基隆港,實櫃,20呎,1
102年02月,俄羅斯,基隆港,實櫃,40呎,6
102年02月,南美洲其他,基隆港,實櫃,20呎,3
102年02月,南美洲其他,基隆港,實櫃,40呎,10
102年02月,沙烏地阿拉伯,基隆港,實櫃,20呎,1
102年02月,沙烏地阿拉伯,基隆港,實櫃,40呎,35
102年02月,瑞典,基隆港,實櫃,20呎,2
102年02月,瑞典,基隆港,實櫃,40呎,4
102年02月,新加坡,基隆港,實櫃,20呎,161
102年02月,新加坡,基隆港,實櫃,40呎,280
102年02月,泰國,基隆港,實櫃,20呎,661
102年02月,泰國,基隆港,實櫃,40呎,338
102年02月,土耳其,基隆港,實櫃,20呎,61
102年02月,土耳其,基隆港,實櫃,40呎,3
102年02月,歐洲其他,基隆港,實櫃,20呎,18
102年02月,歐洲其他,基隆港,實櫃,40呎,27
102年02月,美國,基隆港,實櫃,20呎,363
102年02月,美國,基隆港,實櫃,40呎,776
102年02月,美國,基隆港,實櫃,45呎,12
102年02月,委內瑞拉,基隆港,實櫃,20呎,1
102年02月,越南,基隆港,實櫃,20呎,389
102年02月,越南,基隆港,實櫃,40呎,201
102年02月,南非,基隆港,實櫃,20呎,83
102年02月,南非,基隆港,實櫃,40呎,14
102年02月,亞洲其他,基隆港,空櫃,20呎,40
102年02月,亞洲其他,基隆港,空櫃,40呎,5
102年02月,智利,基隆港,空櫃,20呎,321
102年02月,智利,基隆港,空櫃,40呎,311
102年02月,中國大陸,基隆港,空櫃,20呎,82
102年02月,中國大陸,基隆港,空櫃,40呎,20
102年02月,香港,基隆港,空櫃,20呎,4
102年02月,香港,基隆港,空櫃,40呎,148
102年02月,日本,基隆港,空櫃,20呎,615
102年02月,日本,基隆港,空櫃,40呎,368
102年02月,韓國,基隆港,空櫃,20呎,25
102年02月,韓國,基隆港,空櫃,40呎,56
102年02月,韓國,基隆港,空櫃,45呎,5
102年02月,墨西哥,基隆港,空櫃,20呎,96
102年02月,墨西哥,基隆港,空櫃,40呎,2
102年02月,馬來西亞,基隆港,空櫃,40呎,1
102年02月,秘魯,基隆港,空櫃,20呎,202
102年02月,秘魯,基隆港,空櫃,40呎,56
102年02月,南美洲其他,基隆港,空櫃,20呎,245
102年02月,新加坡,基隆港,空櫃,20呎,77
102年02月,新加坡,基隆港,空櫃,40呎,28
102年02月,泰國,基隆港,空櫃,20呎,4
102年02月,美國,基隆港,空櫃,20呎,74
102年02月,美國,基隆港,空櫃,40呎,783
102年02月,美國,基隆港,空櫃,45呎,117
102年03月,亞洲其他,基隆港,實櫃,20呎,64
102年03月,亞洲其他,基隆港,實櫃,40呎,14
102年03月,阿拉伯聯合大公國,基隆港,實櫃,20呎,7
102年03月,阿拉伯聯合大公國,基隆港,實櫃,40呎,108
102年03月,阿根廷,基隆港,實櫃,20呎,9
102年03月,阿根廷,基隆港,實櫃,40呎,8
102年03月,澳洲,基隆港,實櫃,20呎,335
102年03月,澳洲,基隆港,實櫃,40呎,6
102年03月,孟加拉,基隆港,實櫃,20呎,3
102年03月,孟加拉,基隆港,實櫃,40呎,4
102年03月,比利時,基隆港,實櫃,20呎,50
102年03月,比利時,基隆港,實櫃,40呎,35
102年03月,巴西,基隆港,實櫃,20呎,110
102年03月,巴西,基隆港,實櫃,40呎,60
102年03月,中美洲其他,基隆港,實櫃,20呎,341
102年03月,中美洲其他,基隆港,實櫃,40呎,184
102年03月,加拿大,基隆港,實櫃,20呎,36
102年03月,加拿大,基隆港,實櫃,40呎,21
102年03月,象牙海岸,基隆港,實櫃,20呎,3
102年03月,象牙海岸,基隆港,實櫃,40呎,13
102年03月,智利,基隆港,實櫃,20呎,678
102年03月,智利,基隆港,實櫃,40呎,511
102年03月,中國大陸,基隆港,實櫃,20呎,6905
102年03月,中國大陸,基隆港,實櫃,40呎,5072
102年03月,德國,基隆港,實櫃,20呎,43
102年03月,德國,基隆港,實櫃,40呎,104
102年03月,愛沙尼亞,基隆港,實櫃,40呎,3
102年03月,西班牙,基隆港,實櫃,20呎,41
102年03月,西班牙,基隆港,實櫃,40呎,27
102年03月,非洲其他,基隆港,實櫃,20呎,16
102年03月,非洲其他,基隆港,實櫃,40呎,44
102年03月,芬蘭,基隆港,實櫃,20呎,1
102年03月,芬蘭,基隆港,實櫃,40呎,20
102年03月,法國,基隆港,實櫃,20呎,55
102年03月,法國,基隆港,實櫃,40呎,69
102年03月,英國,基隆港,實櫃,20呎,30
102年03月,英國,基隆港,實櫃,40呎,119
102年03月,香港,基隆港,實櫃,20呎,1985
102年03月,香港,基隆港,實櫃,40呎,2509
102年03月,印尼,基隆港,實櫃,20呎,104
102年03月,印尼,基隆港,實櫃,40呎,48
102年03月,印度,基隆港,實櫃,20呎,289
102年03月,印度,基隆港,實櫃,40呎,135
102年03月,伊朗,基隆港,實櫃,20呎,26
102年03月,伊朗,基隆港,實櫃,40呎,16
102年03月,義大利,基隆港,實櫃,20呎,58
102年03月,義大利,基隆港,實櫃,40呎,50
102年03月,約旦,基隆港,實櫃,20呎,1
102年03月,日本,基隆港,實櫃,20呎,3336
102年03月,日本,基隆港,實櫃,40呎,3068
102年03月,韓國,基隆港,實櫃,20呎,1451
102年03月,韓國,基隆港,實櫃,40呎,1622
102年03月,科威特,基隆港,實櫃,40呎,1
102年03月,斯里蘭卡,基隆港,實櫃,20呎,8
102年03月,斯里蘭卡,基隆港,實櫃,40呎,2
102年03月,墨西哥,基隆港,實櫃,20呎,61
102年03月,墨西哥,基隆港,實櫃,40呎,86
102年03月,馬來西亞,基隆港,實櫃,20呎,322
102年03月,馬來西亞,基隆港,實櫃,40呎,187
102年03月,荷蘭,基隆港,實櫃,20呎,79
102年03月,荷蘭,基隆港,實櫃,40呎,53
102年03月,紐西蘭,基隆港,實櫃,20呎,248
102年03月,紐西蘭,基隆港,實櫃,40呎,230
102年03月,阿曼,基隆港,實櫃,20呎,6
102年03月,秘魯,基隆港,實櫃,20呎,57
102年03月,秘魯,基隆港,實櫃,40呎,37
102年03月,菲律賓,基隆港,實櫃,20呎,28
102年03月,菲律賓,基隆港,實櫃,40呎,26
102年03月,巴基斯坦,基隆港,實櫃,20呎,50
102年03月,巴基斯坦,基隆港,實櫃,40呎,12
102年03月,卡達,基隆港,實櫃,20呎,32
102年03月,俄羅斯,基隆港,實櫃,40呎,14
102年03月,南美洲其他,基隆港,實櫃,20呎,2
102年03月,南美洲其他,基隆港,實櫃,40呎,11
102年03月,沙烏地阿拉伯,基隆港,實櫃,20呎,5
102年03月,沙烏地阿拉伯,基隆港,實櫃,40呎,73
102年03月,瑞典,基隆港,實櫃,20呎,5
102年03月,瑞典,基隆港,實櫃,40呎,11
102年03月,新加坡,基隆港,實櫃,20呎,417
102年03月,新加坡,基隆港,實櫃,40呎,368
102年03月,泰國,基隆港,實櫃,20呎,1003
102年03月,泰國,基隆港,實櫃,40呎,417
102年03月,土耳其,基隆港,實櫃,20呎,112
102年03月,土耳其,基隆港,實櫃,40呎,10
102年03月,歐洲其他,基隆港,實櫃,20呎,40
102年03月,歐洲其他,基隆港,實櫃,40呎,64
102年03月,烏克蘭,基隆港,實櫃,20呎,5
102年03月,烏克蘭,基隆港,實櫃,40呎,60
102年03月,美國,基隆港,實櫃,20呎,675
102年03月,美國,基隆港,實櫃,40呎,1410
102年03月,美國,基隆港,實櫃,45呎,8
102年03月,越南,基隆港,實櫃,20呎,707
102年03月,越南,基隆港,實櫃,40呎,493
102年03月,南非,基隆港,實櫃,20呎,124
102年03月,南非,基隆港,實櫃,40呎,47
102年03月,亞洲其他,基隆港,空櫃,20呎,16
102年03月,澳洲,基隆港,空櫃,20呎,2
102年03月,智利,基隆港,空櫃,20呎,499
102年03月,智利,基隆港,空櫃,40呎,198
102年03月,中國大陸,基隆港,空櫃,20呎,51
102年03月,中國大陸,基隆港,空櫃,40呎,42
102年03月,香港,基隆港,空櫃,20呎,29
102年03月,香港,基隆港,空櫃,40呎,91
102年03月,香港,基隆港,空櫃,45呎,50
102年03月,日本,基隆港,空櫃,20呎,313
102年03月,日本,基隆港,空櫃,40呎,288
102年03月,韓國,基隆港,空櫃,20呎,6
102年03月,韓國,基隆港,空櫃,40呎,37
102年03月,韓國,基隆港,空櫃,45呎,5
102年03月,墨西哥,基隆港,空櫃,20呎,290
102年03月,墨西哥,基隆港,空櫃,40呎,20
102年03月,大洋洲其他,基隆港,空櫃,40呎,2
102年03月,秘魯,基隆港,空櫃,20呎,154
102年03月,秘魯,基隆港,空櫃,40呎,50
102年03月,南美洲其他,基隆港,空櫃,20呎,345
102年03月,新加坡,基隆港,空櫃,20呎,56
102年03月,新加坡,基隆港,空櫃,40呎,2
102年03月,美國,基隆港,空櫃,20呎,16
102年03月,美國,基隆港,空櫃,40呎,917
102年03月,美國,基隆港,空櫃,45呎,77
102年03月,越南,基隆港,空櫃,40呎,85
102年04月,亞洲其他,基隆港,實櫃,20呎,103
102年04月,亞洲其他,基隆港,實櫃,40呎,20
102年04月,阿拉伯聯合大公國,基隆港,實櫃,20呎,22
102年04月,阿拉伯聯合大公國,基隆港,實櫃,40呎,62
102年04月,阿根廷,基隆港,實櫃,20呎,13
102年04月,阿根廷,基隆港,實櫃,40呎,6
102年04月,澳洲,基隆港,實櫃,20呎,132
102年04月,澳洲,基隆港,實櫃,40呎,38
102年04月,孟加拉,基隆港,實櫃,20呎,5
102年04月,孟加拉,基隆港,實櫃,40呎,2
102年04月,比利時,基隆港,實櫃,20呎,39
102年04月,比利時,基隆港,實櫃,40呎,14
102年04月,巴西,基隆港,實櫃,20呎,73
102年04月,巴西,基隆港,實櫃,40呎,40
102年04月,中美洲其他,基隆港,實櫃,20呎,345
102年04月,中美洲其他,基隆港,實櫃,40呎,153
102年04月,加拿大,基隆港,實櫃,20呎,22
102年04月,加拿大,基隆港,實櫃,40呎,25
102年04月,智利,基隆港,實櫃,20呎,436
102年04月,智利,基隆港,實櫃,40呎,455
102年04月,中國大陸,基隆港,實櫃,20呎,7212
102年04月,中國大陸,基隆港,實櫃,40呎,5384
102年04月,德國,基隆港,實櫃,20呎,36
102年04月,德國,基隆港,實櫃,40呎,82
102年04月,西班牙,基隆港,實櫃,20呎,71
102年04月,西班牙,基隆港,實櫃,40呎,29
102年04月,非洲其他,基隆港,實櫃,20呎,27
102年04月,非洲其他,基隆港,實櫃,40呎,21
102年04月,芬蘭,基隆港,實櫃,20呎,6
