時間,地區別,臺灣港口,空實櫃別,貨櫃尺寸,貨櫃量
107年01月,美國,高雄港,實櫃,45呎,34
107年01月,委內瑞拉,高雄港,實櫃,20呎,6
107年01月,委內瑞拉,高雄港,實櫃,40呎,3
107年01月,越南,高雄港,實櫃,20呎,2786
107年01月,越南,高雄港,實櫃,40呎,2164
107年01月,葉門,高雄港,實櫃,20呎,1
107年01月,葉門,高雄港,實櫃,40呎,1
107年01月,南非,高雄港,實櫃,20呎,786
107年01月,南非,高雄港,實櫃,40呎,178
107年02月,亞洲其他,高雄港,實櫃,20呎,136
107年02月,亞洲其他,高雄港,實櫃,40呎,30
107年02月,阿拉伯聯合大公國,高雄港,實櫃,20呎,576
107年02月,阿拉伯聯合大公國,高雄港,實櫃,40呎,106
107年02月,安哥拉,高雄港,實櫃,20呎,5
107年02月,阿根廷,高雄港,實櫃,20呎,67
107年02月,阿根廷,高雄港,實櫃,40呎,74
107年02月,澳洲,高雄港,實櫃,20呎,2121
107年02月,澳洲,高雄港,實櫃,40呎,811
107年02月,孟加拉,高雄港,實櫃,20呎,45
107年02月,孟加拉,高雄港,實櫃,40呎,12
107年02月,比利時,高雄港,實櫃,20呎,418
107年02月,比利時,高雄港,實櫃,40呎,380
107年02月,巴林,高雄港,實櫃,20呎,41
107年02月,巴林,高雄港,實櫃,40呎,2
107年02月,巴西,高雄港,實櫃,20呎,149
107年02月,巴西,高雄港,實櫃,40呎,105
107年02月,巴哈馬,高雄港,實櫃,40呎,5
107年02月,中美洲其他,高雄港,實櫃,20呎,114
107年02月,中美洲其他,高雄港,實櫃,40呎,631
107年02月,加拿大,高雄港,實櫃,20呎,438
107年02月,加拿大,高雄港,實櫃,40呎,1817
107年02月,加拿大,高雄港,實櫃,45呎,12
107年02月,智利,高雄港,實櫃,20呎,169
107年02月,智利,高雄港,實櫃,40呎,386
107年02月,中國大陸,高雄港,實櫃,20呎,5097
107年02月,中國大陸,高雄港,實櫃,40呎,2852
107年02月,德國,高雄港,實櫃,20呎,477
107年02月,德國,高雄港,實櫃,40呎,849
107年02月,多明尼加,高雄港,實櫃,40呎,468
107年02月,愛沙尼亞,高雄港,實櫃,20呎,3
107年02月,愛沙尼亞,高雄港,實櫃,40呎,8
107年02月,埃及,高雄港,實櫃,20呎,17
107年02月,埃及,高雄港,實櫃,40呎,3
107年02月,西班牙,高雄港,實櫃,20呎,171
107年02月,西班牙,高雄港,實櫃,40呎,268
107年02月,非洲其他,高雄港,實櫃,20呎,77
107年02月,非洲其他,高雄港,實櫃,40呎,53
107年02月,芬蘭,高雄港,實櫃,20呎,51
107年02月,芬蘭,高雄港,實櫃,40呎,412
107年02月,法國,高雄港,實櫃,20呎,171
107年02月,法國,高雄港,實櫃,40呎,235
107年02月,英國,高雄港,實櫃,20呎,193
107年02月,英國,高雄港,實櫃,40呎,554
107年02月,香港,高雄港,實櫃,20呎,719
107年02月,香港,高雄港,實櫃,40呎,704
107年02月,印尼,高雄港,實櫃,20呎,512
107年02月,印尼,高雄港,實櫃,40呎,1154
107年02月,印度,高雄港,實櫃,20呎,1563
107年02月,印度,高雄港,實櫃,40呎,273
107年02月,伊朗,高雄港,實櫃,20呎,120
107年02月,伊朗,高雄港,實櫃,40呎,40
107年02月,義大利,高雄港,實櫃,20呎,347
107年02月,義大利,高雄港,實櫃,40呎,377
107年02月,義大利,高雄港,實櫃,45呎,5
107年02月,約旦,高雄港,實櫃,20呎,3
107年02月,日本,高雄港,實櫃,20呎,2377
107年02月,日本,高雄港,實櫃,40呎,2362
107年02月,高棉,高雄港,實櫃,20呎,12
107年02月,高棉,高雄港,實櫃,40呎,3
107年02月,韓國,高雄港,實櫃,20呎,1057
107年02月,韓國,高雄港,實櫃,40呎,717
107年02月,韓國,高雄港,實櫃,45呎,9
107年02月,斯里蘭卡,高雄港,實櫃,20呎,33
107年02月,斯里蘭卡,高雄港,實櫃,40呎,28
107年02月,馬紹爾群島,高雄港,實櫃,20呎,2
107年02月,緬甸,高雄港,實櫃,20呎,55
107年02月,緬甸,高雄港,實櫃,40呎,5
107年02月,墨西哥,高雄港,實櫃,20呎,42
107年02月,墨西哥,高雄港,實櫃,40呎,255
107年02月,馬來西亞,高雄港,實櫃,20呎,1071
107年02月,馬來西亞,高雄港,實櫃,40呎,740
107年02月,奈及利亞,高雄港,實櫃,20呎,35
107年02月,奈及利亞,高雄港,實櫃,40呎,1
107年02月,荷蘭,高雄港,實櫃,20呎,749
107年02月,荷蘭,高雄港,實櫃,40呎,643
107年02月,紐西蘭,高雄港,實櫃,20呎,230
107年02月,紐西蘭,高雄港,實櫃,40呎,309
107年02月,阿曼,高雄港,實櫃,20呎,274
107年02月,阿曼,高雄港,實櫃,40呎,12
107年02月,大洋洲其他,高雄港,實櫃,20呎,156
107年02月,大洋洲其他,高雄港,實櫃,40呎,11
107年02月,巴拿馬,高雄港,實櫃,20呎,3
107年02月,巴拿馬,高雄港,實櫃,40呎,90
107年02月,秘魯,高雄港,實櫃,20呎,8
107年02月,秘魯,高雄港,實櫃,40呎,80
107年02月,菲律賓,高雄港,實櫃,20呎,502
107年02月,菲律賓,高雄港,實櫃,40呎,396
107年02月,巴基斯坦,高雄港,實櫃,20呎,121
107年02月,巴基斯坦,高雄港,實櫃,40呎,32
107年02月,波多黎各,高雄港,實櫃,20呎,1
107年02月,波多黎各,高雄港,實櫃,40呎,131
107年02月,卡達,高雄港,實櫃,20呎,41
107年02月,卡達,高雄港,實櫃,40呎,57
107年02月,俄羅斯,高雄港,實櫃,20呎,278
107年02月,俄羅斯,高雄港,實櫃,40呎,253
107年02月,南美洲其他,高雄港,實櫃,20呎,66
107年02月,南美洲其他,高雄港,實櫃,40呎,308
107年02月,沙烏地阿拉伯,高雄港,實櫃,20呎,351
107年02月,沙烏地阿拉伯,高雄港,實櫃,40呎,140
107年02月,瑞典,高雄港,實櫃,20呎,56
107年02月,瑞典,高雄港,實櫃,40呎,69
107年02月,新加坡,高雄港,實櫃,20呎,552
107年02月,新加坡,高雄港,實櫃,40呎,516
107年02月,泰國,高雄港,實櫃,20呎,2677
107年02月,泰國,高雄港,實櫃,40呎,1263
107年02月,土耳其,高雄港,實櫃,20呎,505
107年02月,土耳其,高雄港,實櫃,40呎,184
107年02月,歐洲其他,高雄港,實櫃,20呎,130
107年02月,歐洲其他,高雄港,實櫃,40呎,468
107年02月,烏克蘭,高雄港,實櫃,20呎,79
107年02月,烏克蘭,高雄港,實櫃,40呎,64
107年02月,美國,高雄港,實櫃,20呎,4699
107年02月,美國,高雄港,實櫃,40呎,13878
107年02月,美國,高雄港,實櫃,45呎,36
107年02月,委內瑞拉,高雄港,實櫃,20呎,12
107年02月,越南,高雄港,實櫃,20呎,1934
107年02月,越南,高雄港,實櫃,40呎,1241
107年02月,葉門,高雄港,實櫃,40呎,1
107年02月,南非,高雄港,實櫃,20呎,130
107年02月,南非,高雄港,實櫃,40呎,79
107年03月,亞洲其他,高雄港,實櫃,20呎,148
107年03月,亞洲其他,高雄港,實櫃,40呎,75
107年03月,阿拉伯聯合大公國,高雄港,實櫃,20呎,812
107年03月,阿拉伯聯合大公國,高雄港,實櫃,40呎,120
107年03月,安哥拉,高雄港,實櫃,20呎,5
107年03月,阿根廷,高雄港,實櫃,20呎,57
107年03月,阿根廷,高雄港,實櫃,40呎,35
107年03月,澳洲,高雄港,實櫃,20呎,2742
107年03月,澳洲,高雄港,實櫃,40呎,1122
107年03月,孟加拉,高雄港,實櫃,20呎,20
107年03月,孟加拉,高雄港,實櫃,40呎,10
107年03月,比利時,高雄港,實櫃,20呎,636
107年03月,比利時,高雄港,實櫃,40呎,604
107年03月,巴林,高雄港,實櫃,20呎,50
107年03月,巴林,高雄港,實櫃,40呎,5
107年03月,巴西,高雄港,實櫃,20呎,190
107年03月,巴西,高雄港,實櫃,40呎,157
107年03月,巴哈馬,高雄港,實櫃,40呎,7
107年03月,中美洲其他,高雄港,實櫃,20呎,425
107年03月,中美洲其他,高雄港,實櫃,40呎,868
107年03月,加拿大,高雄港,實櫃,20呎,670
107年03月,加拿大,高雄港,實櫃,40呎,2670
107年03月,加拿大,高雄港,實櫃,45呎,24
107年03月,智利,高雄港,實櫃,20呎,350
107年03月,智利,高雄港,實櫃,40呎,711
107年03月,中國大陸,高雄港,實櫃,20呎,6133
107年03月,中國大陸,高雄港,實櫃,40呎,3192
107年03月,德國,高雄港,實櫃,20呎,742
107年03月,德國,高雄港,實櫃,40呎,1314
107年03月,多明尼加,高雄港,實櫃,20呎,86
107年03月,多明尼加,高雄港,實櫃,40呎,521
107年03月,愛沙尼亞,高雄港,實櫃,20呎,1
107年03月,愛沙尼亞,高雄港,實櫃,40呎,18
107年03月,埃及,高雄港,實櫃,20呎,25
107年03月,埃及,高雄港,實櫃,40呎,6
107年03月,西班牙,高雄港,實櫃,20呎,354
107年03月,西班牙,高雄港,實櫃,40呎,427
107年03月,非洲其他,高雄港,實櫃,20呎,240
107年03月,非洲其他,高雄港,實櫃,40呎,85
107年03月,芬蘭,高雄港,實櫃,20呎,53
107年03月,芬蘭,高雄港,實櫃,40呎,553
107年03月,法國,高雄港,實櫃,20呎,210
107年03月,法國,高雄港,實櫃,40呎,286
107年03月,英國,高雄港,實櫃,20呎,348
107年03月,英國,高雄港,實櫃,40呎,704
107年03月,香港,高雄港,實櫃,20呎,681
107年03月,香港,高雄港,實櫃,40呎,637
107年03月,印尼,高雄港,實櫃,20呎,675
107年03月,印尼,高雄港,實櫃,40呎,1388
107年03月,印度,高雄港,實櫃,20呎,2112
107年03月,印度,高雄港,實櫃,40呎,314
107年03月,伊朗,高雄港,實櫃,20呎,605
107年03月,伊朗,高雄港,實櫃,40呎,21
107年03月,義大利,高雄港,實櫃,20呎,510
107年03月,義大利,高雄港,實櫃,40呎,444
107年03月,約旦,高雄港,實櫃,20呎,3
107年03月,約旦,高雄港,實櫃,40呎,1
107年03月,日本,高雄港,實櫃,20呎,2677
107年03月,日本,高雄港,實櫃,40呎,2850
107年03月,高棉,高雄港,實櫃,20呎,3
107年03月,高棉,高雄港,實櫃,40呎,3
107年03月,韓國,高雄港,實櫃,20呎,1383
107年03月,韓國,高雄港,實櫃,40呎,977
107年03月,科威特,高雄港,實櫃,20呎,137
107年03月,科威特,高雄港,實櫃,40呎,2
107年03月,斯里蘭卡,高雄港,實櫃,20呎,38
107年03月,斯里蘭卡,高雄港,實櫃,40呎,44
107年03月,緬甸,高雄港,實櫃,20呎,28
107年03月,緬甸,高雄港,實櫃,40呎,11
107年03月,墨西哥,高雄港,實櫃,20呎,39
107年03月,墨西哥,高雄港,實櫃,40呎,253
107年03月,馬來西亞,高雄港,實櫃,20呎,1619
107年03月,馬來西亞,高雄港,實櫃,40呎,872
107年03月,奈及利亞,高雄港,實櫃,20呎,22
107年03月,奈及利亞,高雄港,實櫃,40呎,4
107年03月,荷蘭,高雄港,實櫃,20呎,1104
107年03月,荷蘭,高雄港,實櫃,40呎,1196
107年03月,荷蘭,高雄港,實櫃,45呎,2
107年03月,紐西蘭,高雄港,實櫃,20呎,249
107年03月,紐西蘭,高雄港,實櫃,40呎,374
107年03月,阿曼,高雄港,實櫃,20呎,52
107年03月,阿曼,高雄港,實櫃,40呎,4
107年03月,大洋洲其他,高雄港,實櫃,20呎,213
107年03月,大洋洲其他,高雄港,實櫃,40呎,15
107年03月,巴拿馬,高雄港,實櫃,20呎,3
107年03月,巴拿馬,高雄港,實櫃,40呎,89
107年03月,秘魯,高雄港,實櫃,20呎,35
107年03月,秘魯,高雄港,實櫃,40呎,81
107年03月,菲律賓,高雄港,實櫃,20呎,650
107年03月,菲律賓,高雄港,實櫃,40呎,536
107年03月,巴基斯坦,高雄港,實櫃,20呎,868
107年03月,巴基斯坦,高雄港,實櫃,40呎,47
107年03月,波多黎各,高雄港,實櫃,40呎,184
107年03月,卡達,高雄港,實櫃,20呎,121
107年03月,卡達,高雄港,實櫃,40呎,103
107年03月,俄羅斯,高雄港,實櫃,20呎,413
107年03月,俄羅斯,高雄港,實櫃,40呎,368
107年03月,南美洲其他,高雄港,實櫃,20呎,103
107年03月,南美洲其他,高雄港,實櫃,40呎,230
107年03月,沙烏地阿拉伯,高雄港,實櫃,20呎,308
107年03月,沙烏地阿拉伯,高雄港,實櫃,40呎,319
107年03月,瑞典,高雄港,實櫃,20呎,89
107年03月,瑞典,高雄港,實櫃,40呎,178
107年03月,新加坡,高雄港,實櫃,20呎,789
107年03月,新加坡,高雄港,實櫃,40呎,946
107年03月,新加坡,高雄港,實櫃,45呎,4
107年03月,泰國,高雄港,實櫃,20呎,3407
107年03月,泰國,高雄港,實櫃,40呎,1720
107年03月,土耳其,高雄港,實櫃,20呎,498
107年03月,土耳其,高雄港,實櫃,40呎,178
107年03月,歐洲其他,高雄港,實櫃,20呎,315
107年03月,歐洲其他,高雄港,實櫃,40呎,492
107年03月,烏克蘭,高雄港,實櫃,20呎,60
107年03月,烏克蘭,高雄港,實櫃,40呎,62
107年03月,美國,高雄港,實櫃,20呎,5756
107年03月,美國,高雄港,實櫃,40呎,19443
107年03月,美國,高雄港,實櫃,45呎,53
107年03月,委內瑞拉,高雄港,實櫃,20呎,5
107年03月,委內瑞拉,高雄港,實櫃,40呎,1
107年03月,越南,高雄港,實櫃,20呎,2614
107年03月,越南,高雄港,實櫃,40呎,1633
107年03月,葉門,高雄港,實櫃,20呎,1
107年03月,南非,高雄港,實櫃,20呎,557
107年03月,南非,高雄港,實櫃,40呎,185
107年04月,亞洲其他,高雄港,實櫃,20呎,116
107年04月,亞洲其他,高雄港,實櫃,40呎,41
107年04月,阿拉伯聯合大公國,高雄港,實櫃,20呎,544
107年04月,阿拉伯聯合大公國,高雄港,實櫃,40呎,139
107年04月,安哥拉,高雄港,實櫃,20呎,63
107年04月,阿根廷,高雄港,實櫃,20呎,78
107年04月,阿根廷,高雄港,實櫃,40呎,31
107年04月,澳洲,高雄港,實櫃,20呎,2717
107年04月,澳洲,高雄港,實櫃,40呎,991
107年04月,孟加拉,高雄港,實櫃,20呎,14
107年04月,孟加拉,高雄港,實櫃,40呎,3
107年04月,比利時,高雄港,實櫃,20呎,494
107年04月,比利時,高雄港,實櫃,40呎,480
107年04月,巴林,高雄港,實櫃,20呎,71
107年04月,巴西,高雄港,實櫃,20呎,162
107年04月,巴西,高雄港,實櫃,40呎,164
107年04月,巴哈馬,高雄港,實櫃,20呎,1
107年04月,巴哈馬,高雄港,實櫃,40呎,15
107年04月,中美洲其他,高雄港,實櫃,20呎,487
107年04月,中美洲其他,高雄港,實櫃,40呎,452
107年04月,加拿大,高雄港,實櫃,20呎,726
107年04月,加拿大,高雄港,實櫃,40呎,2748
107年04月,加拿大,高雄港,實櫃,45呎,18
107年04月,智利,高雄港,實櫃,20呎,107
107年04月,智利,高雄港,實櫃,40呎,248
107年04月,中國大陸,高雄港,實櫃,20呎,6852
107年04月,中國大陸,高雄港,實櫃,40呎,3815
107年04月,德國,高雄港,實櫃,20呎,478
107年04月,德國,高雄港,實櫃,40呎,1044
107年04月,多明尼加,高雄港,實櫃,20呎,86
107年04月,多明尼加,高雄港,實櫃,40呎,345
107年04月,愛沙尼亞,高雄港,實櫃,40呎,20
107年04月,埃及,高雄港,實櫃,20呎,3
107年04月,埃及,高雄港,實櫃,40呎,4
107年04月,西班牙,高雄港,實櫃,20呎,220
107年04月,西班牙,高雄港,實櫃,40呎,236
107年04月,非洲其他,高雄港,實櫃,20呎,131
107年04月,非洲其他,高雄港,實櫃,40呎,41
107年04月,芬蘭,高雄港,實櫃,20呎,54
107年04月,芬蘭,高雄港,實櫃,40呎,303
107年04月,法國,高雄港,實櫃,20呎,190
107年04月,法國,高雄港,實櫃,40呎,209
107年04月,英國,高雄港,實櫃,20呎,174
107年04月,英國,高雄港,實櫃,40呎,759
107年04月,香港,高雄港,實櫃,20呎,718
107年04月,香港,高雄港,實櫃,40呎,918
107年04月,印尼,高雄港,實櫃,20呎,857
107年04月,印尼,高雄港,實櫃,40呎,1307
107年04月,印度,高雄港,實櫃,20呎,2139
107年04月,印度,高雄港,實櫃,40呎,406
107年04月,伊朗,高雄港,實櫃,20呎,503
107年04月,伊朗,高雄港,實櫃,40呎,6
107年04月,義大利,高雄港,實櫃,20呎,356
107年04月,義大利,高雄港,實櫃,40呎,352
107年04月,義大利,高雄港,實櫃,45呎,1
107年04月,約旦,高雄港,實櫃,20呎,11
107年04月,約旦,高雄港,實櫃,40呎,1
107年04月,日本,高雄港,實櫃,20呎,2572
107年04月,日本,高雄港,實櫃,40呎,2720
107年04月,高棉,高雄港,實櫃,20呎,2
107年04月,高棉,高雄港,實櫃,40呎,1
107年04月,韓國,高雄港,實櫃,20呎,1130
107年04月,韓國,高雄港,實櫃,40呎,912
107年04月,韓國,高雄港,實櫃,45呎,9
107年04月,科威特,高雄港,實櫃,40呎,26
107年04月,斯里蘭卡,高雄港,實櫃,20呎,30
107年04月,斯里蘭卡,高雄港,實櫃,40呎,30
107年04月,馬紹爾群島,高雄港,實櫃,20呎,2
107年04月,緬甸,高雄港,實櫃,20呎,104
107年04月,緬甸,高雄港,實櫃,40呎,12
107年04月,墨西哥,高雄港,實櫃,20呎,22
107年04月,墨西哥,高雄港,實櫃,40呎,408
107年04月,馬來西亞,高雄港,實櫃,20呎,1189
107年04月,馬來西亞,高雄港,實櫃,40呎,931
107年04月,奈及利亞,高雄港,實櫃,20呎,15
107年04月,奈及利亞,高雄港,實櫃,40呎,2
107年04月,荷蘭,高雄港,實櫃,20呎,818
107年04月,荷蘭,高雄港,實櫃,40呎,682
107年04月,紐西蘭,高雄港,實櫃,20呎,251
107年04月,紐西蘭,高雄港,實櫃,40呎,361
107年04月,阿曼,高雄港,實櫃,20呎,65
107年04月,阿曼,高雄港,實櫃,40呎,6
107年04月,大洋洲其他,高雄港,實櫃,20呎,317
107年04月,大洋洲其他,高雄港,實櫃,40呎,22
107年04月,巴拿馬,高雄港,實櫃,20呎,2
107年04月,巴拿馬,高雄港,實櫃,40呎,148
107年04月,秘魯,高雄港,實櫃,20呎,65
107年04月,秘魯,高雄港,實櫃,40呎,69
107年04月,菲律賓,高雄港,實櫃,20呎,561
107年04月,菲律賓,高雄港,實櫃,40呎,351
107年04月,巴基斯坦,高雄港,實櫃,20呎,276
107年04月,巴基斯坦,高雄港,實櫃,40呎,26
107年04月,波多黎各,高雄港,實櫃,20呎,1
107年04月,波多黎各,高雄港,實櫃,40呎,59
107年04月,卡達,高雄港,實櫃,20呎,133
107年04月,卡達,高雄港,實櫃,40呎,126
107年04月,俄羅斯,高雄港,實櫃,20呎,231
107年04月,俄羅斯,高雄港,實櫃,40呎,234
107年04月,南美洲其他,高雄港,實櫃,20呎,95
107年04月,南美洲其他,高雄港,實櫃,40呎,154
107年04月,沙烏地阿拉伯,高雄港,實櫃,20呎,227
107年04月,沙烏地阿拉伯,高雄港,實櫃,40呎,114
107年04月,瑞典,高雄港,實櫃,20呎,57
107年04月,瑞典,高雄港,實櫃,40呎,149
107年04月,新加坡,高雄港,實櫃,20呎,664
107年04月,新加坡,高雄港,實櫃,40呎,737
107年04月,泰國,高雄港,實櫃,20呎,3821
107年04月,泰國,高雄港,實櫃,40呎,1451
107年04月,土耳其,高雄港,實櫃,20呎,264
107年04月,土耳其,高雄港,實櫃,40呎,383
107年04月,歐洲其他,高雄港,實櫃,20呎,291
107年04月,歐洲其他,高雄港,實櫃,40呎,393
107年04月,歐洲其他,高雄港,實櫃,45呎,1
107年04月,烏克蘭,高雄港,實櫃,20呎,104
107年04月,烏克蘭,高雄港,實櫃,40呎,92
107年04月,美國,高雄港,實櫃,20呎,5162
107年04月,美國,高雄港,實櫃,40呎,18415
107年04月,美國,高雄港,實櫃,45呎,39
107年04月,委內瑞拉,高雄港,實櫃,20呎,1
107年04月,委內瑞拉,高雄港,實櫃,40呎,3
107年04月,越南,高雄港,實櫃,20呎,2798
107年04月,越南,高雄港,實櫃,40呎,1807
107年04月,葉門,高雄港,實櫃,20呎,2
107年04月,葉門,高雄港,實櫃,40呎,1
107年04月,南非,高雄港,實櫃,20呎,477
107年04月,南非,高雄港,實櫃,40呎,85
107年05月,亞洲其他,高雄港,實櫃,20呎,140
107年05月,亞洲其他,高雄港,實櫃,40呎,71
107年05月,阿拉伯聯合大公國,高雄港,實櫃,20呎,602
107年05月,阿拉伯聯合大公國,高雄港,實櫃,40呎,145
107年05月,安哥拉,高雄港,實櫃,20呎,9
107年05月,阿根廷,高雄港,實櫃,20呎,112
107年05月,阿根廷,高雄港,實櫃,40呎,31
107年05月,澳洲,高雄港,實櫃,20呎,2567
107年05月,澳洲,高雄港,實櫃,40呎,1271
107年05月,孟加拉,高雄港,實櫃,20呎,24
107年05月,孟加拉,高雄港,實櫃,40呎,13
107年05月,比利時,高雄港,實櫃,20呎,787
107年05月,比利時,高雄港,實櫃,40呎,843
107年05月,巴林,高雄港,實櫃,20呎,51
107年05月,巴林,高雄港,實櫃,40呎,9
107年05月,巴西,高雄港,實櫃,20呎,216
107年05月,巴西,高雄港,實櫃,40呎,169
107年05月,巴哈馬,高雄港,實櫃,40呎,13
107年05月,中美洲其他,高雄港,實櫃,20呎,390
107年05月,中美洲其他,高雄港,實櫃,40呎,1034
107年05月,加拿大,高雄港,實櫃,20呎,731
107年05月,加拿大,高雄港,實櫃,40呎,3503
107年05月,加拿大,高雄港,實櫃,45呎,37
107年05月,智利,高雄港,實櫃,20呎,120
107年05月,智利,高雄港,實櫃,40呎,451
107年05月,智利,高雄港,實櫃,45呎,1
107年05月,中國大陸,高雄港,實櫃,20呎,7661
107年05月,中國大陸,高雄港,實櫃,40呎,4620
107年05月,德國,高雄港,實櫃,20呎,813
107年05月,德國,高雄港,實櫃,40呎,1630
107年05月,德國,高雄港,實櫃,45呎,1
107年05月,多明尼加,高雄港,實櫃,20呎,4
107年05月,多明尼加,高雄港,實櫃,40呎,553
107年05月,愛沙尼亞,高雄港,實櫃,20呎,1
107年05月,愛沙尼亞,高雄港,實櫃,40呎,16
107年05月,埃及,高雄港,實櫃,20呎,25
107年05月,埃及,高雄港,實櫃,40呎,8
107年05月,西班牙,高雄港,實櫃,20呎,227
107年05月,西班牙,高雄港,實櫃,40呎,183
107年05月,西班牙,高雄港,實櫃,45呎,1
107年05月,非洲其他,高雄港,實櫃,20呎,105
107年05月,非洲其他,高雄港,實櫃,40呎,51
107年05月,芬蘭,高雄港,實櫃,20呎,64
107年05月,芬蘭,高雄港,實櫃,40呎,556
107年05月,法國,高雄港,實櫃,20呎,259
107年05月,法國,高雄港,實櫃,40呎,275
107年05月,英國,高雄港,實櫃,20呎,320
107年05月,英國,高雄港,實櫃,40呎,738
107年05月,香港,高雄港,實櫃,20呎,643
107年05月,香港,高雄港,實櫃,40呎,897
107年05月,印尼,高雄港,實櫃,20呎,838
107年05月,印尼,高雄港,實櫃,40呎,1548
107年05月,印度,高雄港,實櫃,20呎,1958
107年05月,印度,高雄港,實櫃,40呎,439
107年05月,伊朗,高雄港,實櫃,20呎,918
107年05月,伊朗,高雄港,實櫃,40呎,9
107年05月,義大利,高雄港,實櫃,20呎,469
107年05月,義大利,高雄港,實櫃,40呎,488
107年05月,約旦,高雄港,實櫃,20呎,37
107年05月,約旦,高雄港,實櫃,40呎,1
107年05月,日本,高雄港,實櫃,20呎,2793
107年05月,日本,高雄港,實櫃,40呎,2329
107年05月,高棉,高雄港,實櫃,20呎,2
107年05月,韓國,高雄港,實櫃,20呎,1257
107年05月,韓國,高雄港,實櫃,40呎,924
107年05月,韓國,高雄港,實櫃,45呎,2
107年05月,科威特,高雄港,實櫃,40呎,8
107年05月,斯里蘭卡,高雄港,實櫃,20呎,47
107年05月,斯里蘭卡,高雄港,實櫃,40呎,43
107年05月,緬甸,高雄港,實櫃,20呎,59
107年05月,緬甸,高雄港,實櫃,40呎,6
107年05月,墨西哥,高雄港,實櫃,20呎,75
107年05月,墨西哥,高雄港,實櫃,40呎,265
107年05月,馬來西亞,高雄港,實櫃,20呎,1425
107年05月,馬來西亞,高雄港,實櫃,40呎,878
107年05月,奈及利亞,高雄港,實櫃,20呎,43
107年05月,奈及利亞,高雄港,實櫃,40呎,1
107年05月,荷蘭,高雄港,實櫃,20呎,1337
107年05月,荷蘭,高雄港,實櫃,40呎,1190
107年05月,紐西蘭,高雄港,實櫃,20呎,327
107年05月,紐西蘭,高雄港,實櫃,40呎,701
107年05月,阿曼,高雄港,實櫃,20呎,108
107年05月,阿曼,高雄港,實櫃,40呎,10
107年05月,大洋洲其他,高雄港,實櫃,20呎,94
107年05月,大洋洲其他,高雄港,實櫃,40呎,66
107年05月,巴拿馬,高雄港,實櫃,20呎,3
107年05月,巴拿馬,高雄港,實櫃,40呎,230
107年05月,秘魯,高雄港,實櫃,20呎,103
107年05月,秘魯,高雄港,實櫃,40呎,106
107年05月,菲律賓,高雄港,實櫃,20呎,735
107年05月,菲律賓,高雄港,實櫃,40呎,558
107年05月,巴基斯坦,高雄港,實櫃,20呎,308
107年05月,巴基斯坦,高雄港,實櫃,40呎,33
107年05月,波多黎各,高雄港,實櫃,40呎,138
107年05月,卡達,高雄港,實櫃,20呎,234
107年05月,卡達,高雄港,實櫃,40呎,227
107年05月,俄羅斯,高雄港,實櫃,20呎,236
107年05月,俄羅斯,高雄港,實櫃,40呎,361
107年05月,南美洲其他,高雄港,實櫃,20呎,172
107年05月,南美洲其他,高雄港,實櫃,40呎,195
107年05月,沙烏地阿拉伯,高雄港,實櫃,20呎,358
107年05月,沙烏地阿拉伯,高雄港,實櫃,40呎,189
107年05月,瑞典,高雄港,實櫃,20呎,154
107年05月,瑞典,高雄港,實櫃,40呎,166
107年05月,新加坡,高雄港,實櫃,20呎,718
107年05月,新加坡,高雄港,實櫃,40呎,877
107年05月,泰國,高雄港,實櫃,20呎,4086
107年05月,泰國,高雄港,實櫃,40呎,2014
107年05月,土耳其,高雄港,實櫃,20呎,442
107年05月,土耳其,高雄港,實櫃,40呎,258
107年05月,歐洲其他,高雄港,實櫃,20呎,499
107年05月,歐洲其他,高雄港,實櫃,40呎,469
107年05月,歐洲其他,高雄港,實櫃,45呎,1
107年05月,烏克蘭,高雄港,實櫃,20呎,30
107年05月,烏克蘭,高雄港,實櫃,40呎,125
107年05月,美國,高雄港,實櫃,20呎,5961
107年05月,美國,高雄港,實櫃,40呎,21275
107年05月,美國,高雄港,實櫃,45呎,49
107年05月,委內瑞拉,高雄港,實櫃,20呎,4
107年05月,委內瑞拉,高雄港,實櫃,40呎,1
107年05月,越南,高雄港,實櫃,20呎,3081
107年05月,越南,高雄港,實櫃,40呎,1965
107年05月,葉門,高雄港,實櫃,20呎,1
107年05月,南非,高雄港,實櫃,20呎,629
107年05月,南非,高雄港,實櫃,40呎,117
107年06月,亞洲其他,高雄港,實櫃,20呎,103
107年06月,亞洲其他,高雄港,實櫃,40呎,55
107年06月,阿拉伯聯合大公國,高雄港,實櫃,20呎,642
107年06月,阿拉伯聯合大公國,高雄港,實櫃,40呎,220
107年06月,安哥拉,高雄港,實櫃,20呎,10
107年06月,阿根廷,高雄港,實櫃,20呎,67
107年06月,阿根廷,高雄港,實櫃,40呎,11
107年06月,澳洲,高雄港,實櫃,20呎,2464
107年06月,澳洲,高雄港,實櫃,40呎,1176
107年06月,孟加拉,高雄港,實櫃,20呎,43
107年06月,孟加拉,高雄港,實櫃,40呎,21
107年06月,比利時,高雄港,實櫃,20呎,637
107年06月,比利時,高雄港,實櫃,40呎,548
107年06月,巴林,高雄港,實櫃,20呎,137
107年06月,巴林,高雄港,實櫃,40呎,2
107年06月,汶萊,高雄港,實櫃,20呎,1
107年06月,巴西,高雄港,實櫃,20呎,162
107年06月,巴西,高雄港,實櫃,40呎,152
107年06月,巴哈馬,高雄港,實櫃,40呎,7
