時間,進港/出港,臺灣港口,貨物別,地區別,重量(公噸)
100年09月,出港,臺北港,礦產品,高雄港,17677
100年09月,進港,臺北港,礦產品,花蓮港,103013
100年09月,出港,臺北港,"家具玩具運動用品,雜項製品",高雄港,628
100年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,13992
100年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,8889
100年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2740
100年10月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,685
100年10月,進港,臺北港,礦產品,高雄港,22222
100年10月,出港,臺北港,礦產品,高雄港,30629
100年10月,進港,臺北港,礦產品,花蓮港,99900
100年10月,出港,臺北港,礦產品,花蓮港,4694
100年10月,進港,臺北港,礦產品,蘇澳港,32136
100年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15394
100年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,7217
100年11月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2508
100年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,836
100年11月,進港,臺北港,礦產品,臺中港,19677
100年11月,出港,臺北港,礦產品,高雄港,39871
100年11月,進港,臺北港,礦產品,花蓮港,79302
100年11月,出港,臺北港,礦產品,花蓮港,1995
100年11月,進港,臺北港,礦產品,深澳港,10828
100年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15663
100年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,8158
100年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2839
100年12月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1668
100年12月,進港,臺北港,礦產品,臺中港,4963
100年12月,出港,臺北港,礦產品,高雄港,13777
100年12月,進港,臺北港,礦產品,花蓮港,40427
100年12月,出港,臺北港,礦產品,花蓮港,16909
100年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,17924
100年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,10877
101年01月,進港,臺北港,"調製食品,飲料,煙酒類",高雄港,799
101年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2386
101年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,680
101年01月,進港,臺北港,礦產品,臺中港,29917
101年01月,進港,臺北港,礦產品,高雄港,8778
101年01月,出港,臺北港,礦產品,高雄港,19761
101年01月,進港,臺北港,礦產品,花蓮港,54512
101年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,6142
101年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,4717
101年01月,出港,臺北港,"家具玩具運動用品,雜項製品",環島其他,15
101年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2390
101年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,504
101年02月,進港,臺北港,礦產品,臺中港,18814
101年02月,出港,臺北港,礦產品,高雄港,4323
101年02月,進港,臺北港,礦產品,花蓮港,75888
101年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,14833
101年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,7636
101年02月,進港,臺北港,"家具玩具運動用品,雜項製品",環島其他,185
101年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2319
101年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1774
101年03月,進港,臺北港,礦產品,基隆港,2315
101年03月,進港,臺北港,礦產品,高雄港,19304
101年03月,出港,臺北港,礦產品,高雄港,19257
101年03月,進港,臺北港,礦產品,花蓮港,46156
101年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,18117
101年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,11646
101年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2351
101年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1641
101年04月,進港,臺北港,礦產品,基隆港,14846
101年04月,進港,臺北港,礦產品,高雄港,5280
101年04月,出港,臺北港,礦產品,高雄港,10429
101年04月,進港,臺北港,礦產品,花蓮港,68654
101年04月,出港,臺北港,礦產品,麥寮港,21800
101年04月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,11846
101年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,10138
101年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2272
101年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,2619
101年05月,進港,臺北港,礦產品,臺中港,37430
101年05月,出港,臺北港,礦產品,高雄港,25067
101年05月,進港,臺北港,礦產品,花蓮港,68817
101年05月,出港,臺北港,礦產品,環島其他,2099
101年05月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,17031
101年05月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,10794
101年06月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,79
101年06月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1977
101年06月,出港,臺北港,"調製食品,飲料,煙酒類",金門港,16126
101年06月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1346
101年06月,進港,臺北港,礦產品,高雄港,32651
101年06月,出港,臺北港,礦產品,高雄港,28465
101年06月,進港,臺北港,礦產品,花蓮港,42459
101年06月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,9161
101年07月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1884
101年07月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1512
101年07月,進港,臺北港,礦產品,臺中港,43342
101年07月,出港,臺北港,礦產品,高雄港,5757
101年07月,進港,臺北港,礦產品,花蓮港,30098
101年07月,進港,臺北港,礦產品,深澳港,9942
101年07月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,14440
101年07月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,11091
101年08月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,190
101年08月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1952
101年08月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,542
101年08月,進港,臺北港,礦產品,高雄港,24976
101年08月,出港,臺北港,礦產品,高雄港,71167
101年08月,進港,臺北港,礦產品,花蓮港,18026
101年08月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,369
101年08月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,16394
101年08月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,11135
101年09月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2183
101年09月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,866
101年09月,進港,臺北港,礦產品,高雄港,43798
101年09月,出港,臺北港,礦產品,高雄港,38885
101年09月,進港,臺北港,礦產品,花蓮港,36227
101年09月,進港,臺北港,礦產品,蘇澳港,23652
101年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15369
101年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,8758
101年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2436
101年10月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,761
101年10月,進港,臺北港,礦產品,臺中港,23869
101年10月,進港,臺北港,礦產品,高雄港,9061
101年10月,出港,臺北港,礦產品,高雄港,74541
101年10月,進港,臺北港,礦產品,花蓮港,18206
101年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,17041
101年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,6707
101年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬公港,222
101年11月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2995
101年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,1621
101年11月,進港,臺北港,礦產品,臺中港,23958
101年11月,進港,臺北港,礦產品,高雄港,4823
101年11月,出港,臺北港,礦產品,高雄港,20806
101年11月,進港,臺北港,礦產品,花蓮港,24219
101年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15656
101年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,6149
101年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,3200
101年12月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,789
101年12月,進港,臺北港,礦產品,臺中港,23732
101年12月,進港,臺北港,礦產品,高雄港,9847
101年12月,出港,臺北港,礦產品,高雄港,2993
101年12月,進港,臺北港,礦產品,花蓮港,11802
101年12月,進港,臺北港,礦產品,蘇澳港,28208
101年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,16483
101年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5833
102年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2483
102年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,899
102年01月,進港,臺北港,礦產品,基隆港,36029
102年01月,進港,臺北港,礦產品,臺中港,4983
102年01月,進港,臺北港,礦產品,高雄港,10018
102年01月,出港,臺北港,礦產品,高雄港,23959
102年01月,進港,臺北港,礦產品,花蓮港,30008
102年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,16566
102年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,3269
102年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2176
102年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,233
102年02月,出港,臺北港,礦產品,臺中港,2499
102年02月,進港,臺北港,礦產品,高雄港,14821
102年02月,進港,臺北港,礦產品,花蓮港,11933
102年02月,進港,臺北港,礦產品,蘇澳港,20343
102年02月,出港,臺北港,礦產品,麥寮港,5115
102年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,7437
102年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,2100
102年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2421
102年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,652
102年03月,進港,臺北港,礦產品,高雄港,26522
102年03月,出港,臺北港,礦產品,高雄港,2387
102年03月,進港,臺北港,礦產品,花蓮港,30120
102年03月,出港,臺北港,"家具玩具運動用品,雜項製品",臺北港,266
102年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,18180
102年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,6163
102年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2189
102年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,571
102年04月,進港,臺北港,礦產品,臺中港,10464
102年04月,進港,臺北港,礦產品,高雄港,33499
102年04月,出港,臺北港,礦產品,高雄港,27031
102年04月,進港,臺北港,礦產品,花蓮港,52541
102年04月,出港,臺北港,"家具玩具運動用品,雜項製品",臺北港,164
102年04月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15756
102年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,4788
102年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2370
102年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,389
102年05月,進港,臺北港,礦產品,臺中港,58277
102年05月,進港,臺北港,礦產品,花蓮港,55031
102年05月,進港,臺北港,礦產品,麥寮港,13395
102年05月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,133
102年05月,出港,臺北港,"家具玩具運動用品,雜項製品",臺北港,176
102年05月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,16988
102年05月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5437
102年06月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1778
102年06月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,133
102年06月,進港,臺北港,礦產品,臺中港,67052
102年06月,進港,臺北港,礦產品,花蓮港,83542
102年06月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,18352
102年06月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,4654
102年07月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1538
102年07月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,173
102年07月,進港,臺北港,礦產品,高雄港,13273
102年07月,進港,臺北港,礦產品,花蓮港,87313
102年07月,進港,臺北港,礦產品,麥寮港,26064
102年07月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,17411
102年07月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,4525
102年08月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,300
102年08月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2083
102年08月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,168
102年08月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,534
102年08月,進港,臺北港,礦產品,臺中港,13430
102年08月,進港,臺北港,礦產品,高雄港,27119
102年08月,進港,臺北港,礦產品,花蓮港,27358
102年08月,進港,臺北港,礦產品,蘇澳港,27717
102年08月,進港,臺北港,礦產品,麥寮港,6823
102年08月,出港,臺北港,"家具玩具運動用品,雜項製品",高雄港,9993
102年08月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,19110
102年08月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5438
102年09月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2269
102年09月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,147
102年09月,進港,臺北港,礦產品,高雄港,25340
102年09月,進港,臺北港,礦產品,花蓮港,78548
102年09月,進港,臺北港,礦產品,深澳港,16839
102年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,18755
102年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5222
102年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2673
102年10月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,140
102年10月,進港,臺北港,礦產品,高雄港,11816
102年10月,進港,臺北港,礦產品,花蓮港,56486
102年10月,進港,臺北港,礦產品,麥寮港,12905
102年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,19685
102年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5026
102年11月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1895
102年11月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,162
102年11月,進港,臺北港,礦產品,基隆港,6713
102年11月,進港,臺北港,礦產品,臺中港,19489
102年11月,進港,臺北港,礦產品,花蓮港,33372
102年11月,進港,臺北港,礦產品,蘇澳港,12243
102年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,24123
102年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,5290
102年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1911
102年12月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,154
102年12月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,162
102年12月,進港,臺北港,礦產品,臺中港,23800
102年12月,進港,臺北港,礦產品,高雄港,6606
102年12月,進港,臺北港,礦產品,花蓮港,36670
102年12月,進港,臺北港,礦產品,麥寮港,6702
102年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,22479
102年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,4410
103年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2343
103年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,277
103年01月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,10
103年01月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,10
103年01月,進港,臺北港,礦產品,基隆港,6413
103年01月,進港,臺北港,礦產品,高雄港,33009
103年01月,進港,臺北港,礦產品,花蓮港,37717
103年01月,進港,臺北港,礦產品,麥寮港,41639
103年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,15571
103年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,3706
103年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1643
103年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,214
103年02月,進港,臺北港,礦產品,臺中港,50049
103年02月,進港,臺北港,礦產品,高雄港,30445
103年02月,進港,臺北港,礦產品,花蓮港,7902
103年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,9751
103年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,3342
103年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1857
103年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,286
103年03月,進港,臺北港,礦產品,臺中港,47932
103年03月,進港,臺北港,礦產品,高雄港,71142
103年03月,進港,臺北港,礦產品,花蓮港,56051
103年03月,進港,臺北港,"家具玩具運動用品,雜項製品",高雄港,58
103年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,22289
103年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,3887
103年04月,進港,臺北港,"調製食品,飲料,煙酒類",高雄港,2
103年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1586
103年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,297
103年04月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,118
103年04月,進港,臺北港,礦產品,臺中港,39765
103年04月,進港,臺北港,礦產品,花蓮港,41155
103年04月,進港,臺北港,礦產品,麥寮港,43071
103年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,2613
103年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2203
103年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,246
103年05月,進港,臺北港,礦產品,臺中港,74849
103年05月,進港,臺北港,礦產品,高雄港,12800
103年05月,進港,臺北港,礦產品,花蓮港,27568
103年05月,進港,臺北港,礦產品,深澳港,16658
103年05月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,22330
103年05月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1978
103年06月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1539
103年06月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,152
103年06月,進港,臺北港,礦產品,高雄港,18932
103年06月,進港,臺北港,礦產品,花蓮港,43468
103年06月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,21156
103年06月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,312
103年07月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1865
103年07月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,286
103年07月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,89
103年07月,進港,臺北港,礦產品,高雄港,26800
103年07月,出港,臺北港,礦產品,高雄港,25194
103年07月,進港,臺北港,礦產品,花蓮港,35479
103年07月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,19731
103年07月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,165
103年08月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,439
103年08月,進港,臺北港,"調製食品,飲料,煙酒類",高雄港,28
103年08月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2227
103年08月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,214
103年08月,出港,臺北港,礦產品,高雄港,6006
103年08月,進港,臺北港,礦產品,花蓮港,51178
103年08月,進港,臺北港,礦產品,麥寮港,36687
103年08月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,19102
103年08月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,338
103年09月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,143
103年09月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1658
103年09月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,49
103年09月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,170
103年09月,進港,臺北港,礦產品,基隆港,5785
103年09月,進港,臺北港,礦產品,高雄港,28300
103年09月,進港,臺北港,礦產品,花蓮港,25764
103年09月,出港,臺北港,"家具玩具運動用品,雜項製品",高雄港,3184
103年09月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,16836
103年09月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,190
103年10月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2061
103年10月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,182
103年10月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,249
103年10月,進港,臺北港,礦產品,高雄港,33592
103年10月,進港,臺北港,礦產品,花蓮港,17744
103年10月,進港,臺北港,礦產品,麥寮港,22828
103年10月,出港,臺北港,礦產品,麥寮港,4601
103年10月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,18820
103年10月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,280
103年11月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,175
103年11月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,201
103年11月,進港,臺北港,礦產品,高雄港,33195
103年11月,進港,臺北港,礦產品,花蓮港,11662
103年11月,出港,臺北港,礦產品,馬祖港,1495
103年11月,進港,臺北港,礦產品,深澳港,15119
103年11月,進港,臺北港,礦產品,麥寮港,50576
103年11月,進港,臺北港,"家具玩具運動用品,雜項製品",金門港,2397
103年11月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,19594
103年11月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,660
103年12月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2700
103年12月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,174
103年12月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,235
103年12月,進港,臺北港,礦產品,高雄港,35563
103年12月,進港,臺北港,礦產品,花蓮港,39399
103年12月,進港,臺北港,礦產品,深澳港,14803
103年12月,進港,臺北港,礦產品,麥寮港,24682
103年12月,出港,臺北港,礦產品,麥寮港,26911
103年12月,出港,臺北港,"家具玩具運動用品,雜項製品",高雄港,278
103年12月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,13660
103年12月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1337
104年01月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,3041
104年01月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,255
104年01月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,199
104年01月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,282
104年01月,進港,臺北港,礦產品,高雄港,41789
104年01月,進港,臺北港,礦產品,花蓮港,45634
104年01月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,11463
104年01月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,2125
104年02月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2300
104年02月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,180
104年02月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,145
104年02月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,44
104年02月,進港,臺北港,礦產品,高雄港,15841
104年02月,進港,臺北港,礦產品,花蓮港,59053
104年02月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,4840
104年02月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,563
104年03月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2251
104年03月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,85
104年03月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,716
104年03月,進港,臺北港,礦產品,高雄港,57784
104年03月,出港,臺北港,礦產品,高雄港,19778
104年03月,進港,臺北港,礦產品,花蓮港,61481
104年03月,出港,臺北港,礦產品,金門港,2007
104年03月,出港,臺北港,礦產品,馬祖港,1683
104年03月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,675
104年03月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,5724
104年03月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1623
104年04月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,48
104年04月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,861
104年04月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,928
104年04月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,261
104年04月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,60
104年04月,出港,臺北港,"調製食品,飲料,煙酒類",環島其他,1330
104年04月,進港,臺北港,礦產品,高雄港,39420
104年04月,出港,臺北港,礦產品,高雄港,18851
104年04月,進港,臺北港,礦產品,花蓮港,28572
104年04月,進港,臺北港,礦產品,麥寮港,17269
104年04月,出港,臺北港,"家具玩具運動用品,雜項製品",花蓮港,660
104年04月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,6324
104年04月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1587
104年05月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,2131
104年05月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,47
104年05月,進港,臺北港,礦產品,基隆港,5141
104年05月,進港,臺北港,礦產品,高雄港,87804
104年05月,進港,臺北港,礦產品,花蓮港,34238
104年05月,出港,臺北港,礦產品,金門港,804
104年05月,出港,臺北港,礦產品,馬祖港,1454
104年05月,進港,臺北港,礦產品,環島其他,13827
104年05月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,6316
104年05月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,2504
104年06月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1391
104年06月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,150
104年06月,進港,臺北港,礦產品,臺中港,4134
104年06月,進港,臺北港,礦產品,高雄港,26523
104年06月,出港,臺北港,礦產品,高雄港,6060
104年06月,進港,臺北港,礦產品,花蓮港,44052
104年06月,進港,臺北港,礦產品,蘇澳港,5498
104年06月,出港,臺北港,"家具玩具運動用品,雜項製品",花蓮港,42
104年06月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,5983
104年06月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,2011
104年07月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1688
104年07月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,140
104年07月,進港,臺北港,"調製食品,飲料,煙酒類",環島其他,15
104年07月,進港,臺北港,礦產品,基隆港,19617
104年07月,進港,臺北港,礦產品,高雄港,30706
104年07月,出港,臺北港,礦產品,金門港,1997
104年07月,出港,臺北港,礦產品,馬祖港,1596
104年07月,進港,臺北港,卑金屬及其製品,臺中港,10927
104年07月,出港,臺北港,"家具玩具運動用品,雜項製品",基隆港,480
104年07月,出港,臺北港,"家具玩具運動用品,雜項製品",花蓮港,34
104年07月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,7387
104年07月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1633
104年08月,進港,臺北港,"調製食品,飲料,煙酒類",基隆港,65
104年08月,進港,臺北港,"調製食品,飲料,煙酒類",臺中港,76
104年08月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1749
104年08月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,65
104年08月,進港,臺北港,礦產品,臺中港,3458
104年08月,進港,臺北港,礦產品,高雄港,26947
104年08月,進港,臺北港,礦產品,花蓮港,17245
104年08月,出港,臺北港,礦產品,蘇澳港,13952
104年08月,出港,臺北港,礦產品,金門港,3990
104年08月,出港,臺北港,礦產品,馬祖港,1596
104年08月,進港,臺北港,礦產品,麥寮港,62108
104年08月,出港,臺北港,"家具玩具運動用品,雜項製品",花蓮港,68
104年08月,出港,臺北港,"家具玩具運動用品,雜項製品",金門港,8117
104年08月,出港,臺北港,"家具玩具運動用品,雜項製品",馬祖港,1060
104年08月,出港,臺北港,"家具玩具運動用品,雜項製品",環島其他,585
104年09月,進港,臺北港,"調製食品,飲料,煙酒類",金門港,1471
104年09月,進港,臺北港,"調製食品,飲料,煙酒類",馬祖港,112
104年09月,進港,臺北港,礦產品,高雄港,25639
104年09月,出港,臺北港,礦產品,高雄港,28326
104年09月,進港,臺北港,礦產品,花蓮港,21056
104年09月,進港,臺北港,礦產品,蘇澳港,15899
104年09月,進港,臺北港,礦產品,麥寮港,31773
