時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2015/11/13 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,1
2015/11/6 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,1
2015/12/11 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,1
2015/12/24 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,巴拿馬,1
2020/2/11 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,巴拿馬,1
2018/11/10 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,煙台,高雄港,全貨櫃船,巴拿馬,1
2019/1/20 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2017/2/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2020/2/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2015/11/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2015/11/9 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2015/10/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2015/12/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2019/2/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2019/10/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,巴拿馬,1
2015/10/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,舟山,高雄港,全貨櫃船,巴拿馬,1
2015/9/17 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,葡萄牙,1
2015/11/24 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),中國大陸,廈門,高雄港,全貨櫃船,葡萄牙,1
2019/11/26 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,廈門,高雄港,全貨櫃船,葡萄牙,1
2020/2/5 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,廈門,高雄港,全貨櫃船,葡萄牙,1
2018/2/13 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,1
2017/8/13 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,1
2017/10/30 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,1
2019/2/6 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,新加坡,1
2019/4/17 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,新加坡,1
2020/3/29 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,新加坡,1
2019/6/23 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,新加坡,1
2019/9/2 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,新加坡,1
