時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,艘次
2020/5/28 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2019/12/18 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2020/1/8 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2020/8/5 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2020/10/13 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2020/11/7 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2021/1/14 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,英國,1
2016/6/26 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,1
2018/1/19 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,1
2017/11/11 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,1
2016/7/12 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,1
2016/7/17 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,舟山,高雄港,全貨櫃船,英國,1
2020/3/28 上午 12:00:00,遠洋航線,進港,裝貨,D624南美西岸航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,英國,1
2017/3/2 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2016/1/14 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/6/17 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/5/8 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/7/8 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/6/25 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/7/16 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/9/3 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/9/26 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2017/12/10 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/2/20 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/1/28 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/4/9 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/7/21 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,香港,1
2018/8/28 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,香港,1
2018/9/19 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,香港,1
2018/10/2 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,香港,1
2018/11/12 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,寧波,高雄港,全貨櫃船,香港,1
2017/11/19 上午 12:00:00,遠洋航線,進港,裝貨,A904東地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,1
2018/7/31 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/6/7 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/8/12 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/10/3 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/12/4 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/2/23 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/8/1 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/6/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/6 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/2/11 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/26 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/3/24 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/6/4 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,深圳港,高雄港,全貨櫃船,香港,1
2017/3/1 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,1
2017/2/21 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,1
2020/5/24 上午 12:00:00,遠洋航線,進港,裝貨,C004非洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,1
2018/6/22 上午 12:00:00,遠洋航線,進港,裝貨,D004美洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,1
2016/4/13 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,1
2017/5/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2017/8/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2017/10/22 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2019/4/30 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2017/12/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2019/7/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2019/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2019/9/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/4/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/6/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2018/2/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,1
2020/4/8 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/3/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/4/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/3/31 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/3/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/4/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/3/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/2/22 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/3/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/3/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/4/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/4/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/4/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/2/19 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2020/2/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/3/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/4/5 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/8 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/31 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/18 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/19 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/4/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/6/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/7/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/10 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/6/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/5/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/6/21 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/9/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/30 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/21 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/7 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/8/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/22 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/9/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/6/21 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/7/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/9/23 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/7/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/31 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/7/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/7/31 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/11/8 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/8/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/8/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/8/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/2/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/7/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/10/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/11/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/8/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/11/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/11/14 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/1/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/11/22 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/8/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/2/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/12/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/12/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/12/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/14 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/2/24 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/2/29 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2018/12/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/8 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/3/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/9 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/10 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/3/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/16 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/17 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/9/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/1/26 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/9 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/11 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/4 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/3/30 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/4/5 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/4/6 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/9 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/19 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/10/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/4/12 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2017/11/1 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/4/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/20 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/27 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/2/28 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2016/6/8 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2019/4/25 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,鹽田,高雄港,全貨櫃船,香港,1
2015/11/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,化學液體船,中國大陸,1
2015/11/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,高雄港,化學液體船,中國大陸,1
2015/6/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,化學液體船,中國大陸,1
2015/5/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,化學液體船,中國大陸,1
2015/6/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,化學液體船,中國大陸,1
2015/4/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,高雄港,化學液體船,中國大陸,1
2015/3/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,化學液體船,中國大陸,1
2015/11/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,鎮江,高雄港,化學液體船,中國大陸,1
2015/2/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,化學液體船,香港,1
2015/5/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,化學液體船,香港,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,張家港,高雄港,化學液體船,香港,1
