時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,船舶運能,艘次
2016/9/21 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/9/10 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,6000~10000TEU,1
2016/5/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,浙江寧波,高雄港,全貨櫃船,中國大陸,3000TEU以下,1
2016/5/16 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/7/14 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2016/6/12 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/8/17 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,3000TEU以下,1
2021/5/10 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2021/5/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,蛇口,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2021/7/4 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2021/7/29 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000~6000TEU,1
2021/7/4 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2021/7/31 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000~6000TEU,1
2021/7/16 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/7/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/7/5 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,英國,3000TEU以下,1
2021/7/2 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2021/7/28 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/6/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2021/7/14 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000~6000TEU,1
2021/4/3 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000TEU以下,1
2021/6/24 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2021/6/8 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/6 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2021/5/6 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,馬紹爾群島共和國,3000~6000TEU,1
2021/5/17 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,大韓民國（南韓）,3000~6000TEU,1
2021/2/22 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,大韓民國（南韓）,3000TEU以下,1
2021/4/3 上午 12:00:00,近洋航線,進港,裝貨,A104東北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,大韓民國（南韓）,3000TEU以下,1
2019/9/27 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000TEU以下,1
2019/11/14 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,香港,3000TEU以下,1
2020/1/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2020/1/20 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2020/1/31 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2019/12/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,馬爾他,3000TEU以下,1
2016/11/14 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/12/10 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/9/29 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2015/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,散裝船,中國大陸,6000~10000TEU,1
2016/11/15 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/11/24 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/12/4 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/10/14 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,德意志（德國）,3000~6000TEU,1
2016/11/4 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2016/11/2 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2016/12/8 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/11/7 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,6000~10000TEU,1
2016/12/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/12/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/11/19 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2017/1/22 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/9/28 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/8/19 上午 12:00:00,近洋航線,進港,裝貨,A814印度洋航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,馬爾他,3000TEU以下,1
2016/9/12 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,馬爾他,3000~6000TEU,1
2016/12/8 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000TEU以下,1
2016/11/11 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,香港,3000~6000TEU,1
2016/5/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2016/7/25 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/7/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2016/11/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000TEU以下,1
2016/10/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2017/1/14 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000TEU以下,1
2016/12/30 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000TEU以下,1
2017/1/2 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,高雄港,全貨櫃船,中華民國,3000~6000TEU,1
2016/11/28 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/11/26 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2016/12/1 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,英國,3000TEU以下,1
2019/1/17 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2018/11/17 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2018/10/23 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2015/6/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,多用途船,賴比瑞亞,6000~10000TEU,1
2018/10/6 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2018/9/27 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2018/7/3 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,香港,6000~10000TEU,1
2018/11/17 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2018/11/10 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2018/11/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,德意志（德國）,6000~10000TEU,1
2018/10/26 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2018/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2018/8/9 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/9/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/7/29 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/9/13 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,6000~10000TEU,1
2018/8/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/7/8 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2020/5/19 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2020/7/3 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2020/7/16 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2020/5/26 上午 12:00:00,遠洋航線,進港,裝貨,D104北美洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000~6000TEU,1
2021/4/14 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,3000TEU以下,1
2021/2/24 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2021/3/13 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,3000TEU以下,1
2021/3/6 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,6000~10000TEU,1
2020/12/30 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,3000TEU以下,1
2021/4/10 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,6000~10000TEU,1
2021/1/19 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,香港,6000~10000TEU,1
2021/4/15 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,14000TEU以上,1
2021/3/30 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,1
2021/6/12 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,6000~10000TEU,1
2021/5/19 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2021/7/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/5/31 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),中國大陸,Xiamen,高雄港,全貨櫃船,巴拿馬,10000~14000TEU,1
2016/6/17 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,香港,6000~10000TEU,1
2016/5/8 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2016/7/22 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/7/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,浙江寧波,高雄港,全貨櫃船,中國大陸,3000TEU以下,2
2016/7/16 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/6/15 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2016/7/9 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/7/10 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/7/24 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/8/8 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,10000~14000TEU,1
2016/8/9 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/9/30 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/9/30 上午 12:00:00,遠洋航線,進港,裝貨,B504中歐航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2016/8/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,浙江寧波,高雄港,全貨櫃船,中國大陸,3000TEU以下,1
2016/9/3 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/8/28 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/9/21 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2016/7/9 上午 12:00:00,遠洋航線,進港,裝貨,A834紅海航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,馬爾他,6000~10000TEU,1
2016/6/15 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,3000TEU以下,1
2016/8/3 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,3000TEU以下,1
2016/7/12 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,3000~6000TEU,1
2016/8/24 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,3000TEU以下,1
2016/7/27 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,浙江寧波,高雄港,全貨櫃船,英國,3000TEU以下,1
2019/10/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2019/9/16 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,義大利,3000~6000TEU,1
2019/12/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2019/10/7 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2019/9/24 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,新加坡,3000~6000TEU,1
2019/11/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2019/10/17 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,馬爾他,3000TEU以下,1
2019/11/8 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,馬爾他,3000TEU以下,1
2020/1/26 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/10/31 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/11/1 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/12/27 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/12/19 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/8/22 上午 12:00:00,近洋航線,進港,裝貨,E004紐澳航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2019/11/30 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2019/11/15 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000~6000TEU,2
2019/11/15 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2019/10/19 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2019/10/11 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,賽普勒斯,3000TEU以下,1
2019/8/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2019/9/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,蛇口,高雄港,全貨櫃船,安地卡,3000TEU以下,1
2018/5/21 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2018/6/22 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,日本,6000~10000TEU,1
2017/10/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,新加坡,新加坡港,高雄港,雜貨船,挪威,3000TEU以下,1
2018/3/25 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2018/3/11 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,3000TEU以下,1
2018/3/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,土耳其,3000TEU以下,1
2018/6/14 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2018/6/28 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,新加坡,3000TEU以下,1
2017/11/16 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2018/1/25 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,葡萄牙,3000TEU以下,1
2017/12/17 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,伊朗,3000TEU以下,1
2018/3/14 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),新加坡,新加坡港,高雄港,全貨櫃船,土耳其,3000TEU以下,1
2017/2/3 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
2016/12/24 上午 12:00:00,遠洋航線,進港,裝貨,D504中南美洲航(含大陸),中國大陸,上海,高雄港,全貨櫃船,德意志（德國）,3000~6000TEU,1
2017/1/5 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,賴比瑞亞,3000TEU以下,1
2017/1/23 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),中國大陸,上海,高雄港,全貨櫃船,巴拿馬,3000TEU以下,1
