時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
103年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",743031,289
103年10月,金門港,中國大陸,車輛航空器船舶運輸設備,115929,58
103年10月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",97868,175
103年10月,金門港,中國大陸,植物產品,36151,628
103年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",42915,28
103年10月,金門港,中國大陸,"調製食品,飲料,煙酒類",306312,1444
103年10月,金門港,中國大陸,礦產品,292,2
103年10月,金門港,中國大陸,化學或有關工業產品,130194,275
103年10月,金門港,中國大陸,塑膠橡膠及其製品,393352,795
103年10月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",97269,130
103年11月,金門港,中國大陸,動物產品,117780,5432
103年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",19636,43
103年11月,金門港,中國大陸,紡織品及其製品,214457,461
103年11月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",6518,9
103年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",77133,123
103年11月,金門港,中國大陸,卑金屬及其製品,142635,121
103年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",511906,243
103年11月,金門港,中國大陸,車輛航空器船舶運輸設備,99096,41
103年11月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",77936,160
103年11月,金門港,中國大陸,植物產品,50617,835
103年11月,金門港,中國大陸,"家具玩具運動用品,雜項製品",28850,22
103年11月,金門港,中國大陸,"調製食品,飲料,煙酒類",284121,1227
103年11月,金門港,中國大陸,礦產品,442,3
103年11月,金門港,中國大陸,化學或有關工業產品,118356,259
103年11月,金門港,中國大陸,塑膠橡膠及其製品,341870,685
103年11月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",83825,95
103年12月,金門港,中國大陸,動物產品,127324,5400
103年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",13964,22
103年12月,金門港,中國大陸,紡織品及其製品,113170,240
103年12月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4611,6
103年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",41202,39
103年12月,金門港,中國大陸,卑金屬及其製品,71599,76
103年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",236838,96
103年12月,金門港,中國大陸,車輛航空器船舶運輸設備,43722,35
103年12月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",33496,56
103年12月,金門港,中國大陸,植物產品,70861,1169
103年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",10413,12
103年12月,金門港,中國大陸,"調製食品,飲料,煙酒類",351160,1204
103年12月,金門港,中國大陸,化學或有關工業產品,61093,98
103年12月,金門港,中國大陸,塑膠橡膠及其製品,162195,273
103年12月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",29508,44
104年01月,金門港,中國大陸,動物產品,41190,832
104年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",1103,4
104年01月,金門港,中國大陸,紡織品及其製品,26058,53
104年01月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4583,11
104年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1493,1
104年01月,金門港,中國大陸,卑金屬及其製品,29535,44
104年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",137017,23
104年01月,金門港,中國大陸,車輛航空器船舶運輸設備,11897,19
104年01月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",5855,5
104年01月,金門港,中國大陸,植物產品,103490,1477
104年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",2389,3
104年01月,金門港,中國大陸,動植物油脂及其分解物,222,1
104年01月,金門港,中國大陸,"調製食品,飲料,煙酒類",314315,1344
104年01月,金門港,中國大陸,礦產品,1113,3
104年01月,金門港,中國大陸,化學或有關工業產品,15696,35
104年01月,金門港,中國大陸,塑膠橡膠及其製品,30301,53
104年02月,金門港,中國大陸,動物產品,32679,665
104年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",772,2
104年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",4675,4
104年02月,金門港,中國大陸,車輛航空器船舶運輸設備,1569,1
104年02月,金門港,中國大陸,植物產品,118816,1967
104年02月,金門港,中國大陸,"調製食品,飲料,煙酒類",48405,184
104年02月,金門港,中國大陸,礦產品,876,2
104年02月,金門港,中國大陸,化學或有關工業產品,1066,2
104年02月,金門港,中國大陸,塑膠橡膠及其製品,4022,20
104年03月,金門港,中國大陸,動物產品,42945,960
104年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",105,1
104年03月,金門港,中國大陸,紡織品及其製品,8752,20
104年03月,金門港,中國大陸,卑金屬及其製品,14434,24
104年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",22617,19
104年03月,金門港,中國大陸,車輛航空器船舶運輸設備,4402,8
104年03月,金門港,中國大陸,植物產品,158072,3724
104年03月,金門港,中國大陸,"調製食品,飲料,煙酒類",12097,96
104年03月,金門港,中國大陸,化學或有關工業產品,6724,13
104年03月,金門港,中國大陸,塑膠橡膠及其製品,24449,62
104年04月,金門港,中國大陸,動物產品,57289,1329
104年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",5397,7
104年04月,金門港,中國大陸,紡織品及其製品,20374,22
104年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",270,1
104年04月,金門港,中國大陸,卑金屬及其製品,9565,9
104年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",31911,29
104年04月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",6343,5
104年04月,金門港,中國大陸,植物產品,275691,7505
104年04月,金門港,中國大陸,"調製食品,飲料,煙酒類",2776,10
104年04月,金門港,中國大陸,化學或有關工業產品,19184,39
104年04月,金門港,中國大陸,塑膠橡膠及其製品,17603,32
104年04月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",448,1
104年05月,金門港,中國大陸,動物產品,64929,2032
104年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3775,8
104年05月,金門港,中國大陸,紡織品及其製品,30700,55
104年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",2194,1
104年05月,金門港,中國大陸,卑金屬及其製品,17844,26
104年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",114254,45
104年05月,金門港,中國大陸,車輛航空器船舶運輸設備,12066,6
104年05月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10339,6
104年05月,金門港,中國大陸,植物產品,216729,5562
104年05月,金門港,中國大陸,"調製食品,飲料,煙酒類",6419,44
104年05月,金門港,中國大陸,化學或有關工業產品,15421,26
104年05月,金門港,中國大陸,塑膠橡膠及其製品,29415,46
104年05月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",347,1
104年06月,金門港,中國大陸,動物產品,139512,5062
104年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",5008,12
104年06月,金門港,中國大陸,紡織品及其製品,68342,122
104年06月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1480,2
104年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1045,2
104年06月,金門港,中國大陸,卑金屬及其製品,21280,33
104年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",310117,114
104年06月,金門港,中國大陸,車輛航空器船舶運輸設備,18035,9
104年06月,金門港,中國大陸,植物產品,149621,3141
104年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",5264,3
104年06月,金門港,中國大陸,"調製食品,飲料,煙酒類",37626,170
104年06月,金門港,中國大陸,礦產品,156,21
104年06月,金門港,中國大陸,化學或有關工業產品,23433,85
104年06月,金門港,中國大陸,塑膠橡膠及其製品,31894,65
104年06月,金門港,中國大陸,"木及木製品,軟木及軟木製品",2400,1
104年07月,金門港,中國大陸,動物產品,155172,5521
104年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",5796,17
104年07月,金門港,中國大陸,紡織品及其製品,79249,142
104年07月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2729,11
104年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4589,12
104年07月,金門港,中國大陸,卑金屬及其製品,43404,84
104年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",417455,161
104年07月,金門港,中國大陸,車輛航空器船舶運輸設備,27779,12
104年07月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",11893,3
104年07月,金門港,中國大陸,植物產品,173302,3551
104年07月,金門港,中國大陸,"家具玩具運動用品,雜項製品",11505,5
104年07月,金門港,中國大陸,動植物油脂及其分解物,542,4
104年07月,金門港,中國大陸,"調製食品,飲料,煙酒類",70396,665
104年07月,金門港,中國大陸,化學或有關工業產品,47258,131
104年07月,金門港,中國大陸,塑膠橡膠及其製品,45484,97
104年07月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",3116,4
104年08月,金門港,中國大陸,動物產品,70035,1680
104年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",7692,22
104年08月,金門港,中國大陸,紡織品及其製品,53454,107
104年08月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2660,7
104年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",8907,16
104年08月,金門港,中國大陸,卑金屬及其製品,36916,59
104年08月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",497989,116
104年08月,金門港,中國大陸,車輛航空器船舶運輸設備,23412,6
104年08月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10967,3
104年08月,金門港,中國大陸,植物產品,119716,2420
104年08月,金門港,中國大陸,"家具玩具運動用品,雜項製品",11172,4
104年08月,金門港,中國大陸,動植物油脂及其分解物,522,6
104年08月,金門港,中國大陸,"調製食品,飲料,煙酒類",128047,970
104年08月,金門港,中國大陸,礦產品,294,2
104年08月,金門港,中國大陸,化學或有關工業產品,59524,215
104年08月,金門港,中國大陸,塑膠橡膠及其製品,48055,83
104年08月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",4014,6
104年09月,金門港,中國大陸,動物產品,101134,3005
104年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3983,11
104年09月,金門港,中國大陸,紡織品及其製品,66611,180
104年09月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2261,17
104年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6898,25
104年09月,金門港,中國大陸,卑金屬及其製品,30498,52
104年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",492859,181
104年09月,金門港,中國大陸,車輛航空器船舶運輸設備,21762,8
104年09月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",13512,9
104年09月,金門港,中國大陸,植物產品,104579,2123
104年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",16643,18
104年09月,金門港,中國大陸,動植物油脂及其分解物,2063,32
104年09月,金門港,中國大陸,"調製食品,飲料,煙酒類",171239,928
104年09月,金門港,中國大陸,化學或有關工業產品,60030,226
104年09月,金門港,中國大陸,塑膠橡膠及其製品,53873,113
104年09月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",6951,16
104年10月,金門港,中國大陸,動物產品,166370,6176
104年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",4978,15
104年10月,金門港,中國大陸,紡織品及其製品,101354,286
104年10月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4636,35
104年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",17763,38
104年10月,金門港,中國大陸,卑金屬及其製品,39779,71
104年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",450811,190
104年10月,金門港,中國大陸,車輛航空器船舶運輸設備,21209,7
104年10月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",14001,4
104年10月,金門港,中國大陸,植物產品,42355,696
104年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",11062,9
104年10月,金門港,中國大陸,動植物油脂及其分解物,5368,82
104年10月,金門港,中國大陸,"調製食品,飲料,煙酒類",268067,1970
104年10月,金門港,中國大陸,礦產品,68,1
104年10月,金門港,中國大陸,化學或有關工業產品,64455,243
104年10月,金門港,中國大陸,塑膠橡膠及其製品,63358,147
104年10月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1536,2
104年11月,金門港,中國大陸,動物產品,115105,4001
104年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",7880,20
104年11月,金門港,中國大陸,紡織品及其製品,109271,313
104年11月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",5475,41
104年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",17343,24
104年11月,金門港,中國大陸,"珍珠寶石貴金屬,仿首飾",403,1
104年11月,金門港,中國大陸,卑金屬及其製品,41273,68
104年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",536210,203
104年11月,金門港,中國大陸,車輛航空器船舶運輸設備,28496,7
104年11月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",15559,2
104年11月,金門港,中國大陸,植物產品,90831,1268
104年11月,金門港,中國大陸,"家具玩具運動用品,雜項製品",29596,17
104年11月,金門港,中國大陸,動植物油脂及其分解物,2873,40
104年11月,金門港,中國大陸,"調製食品,飲料,煙酒類",371040,2211
104年11月,金門港,中國大陸,化學或有關工業產品,55298,223
104年11月,金門港,中國大陸,塑膠橡膠及其製品,64692,354
104年11月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1746,3
104年12月,金門港,中國大陸,動物產品,66546,1942
104年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",6789,17
104年12月,金門港,中國大陸,紡織品及其製品,72683,237
104年12月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",4494,31
104年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",14407,12
104年12月,金門港,中國大陸,"珍珠寶石貴金屬,仿首飾",99,1
104年12月,金門港,中國大陸,卑金屬及其製品,58774,88
104年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",748743,263
104年12月,金門港,中國大陸,車輛航空器船舶運輸設備,24121,8
104年12月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",19115,1
104年12月,金門港,中國大陸,植物產品,117623,1448
104年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",16450,27
104年12月,金門港,中國大陸,動植物油脂及其分解物,8154,130
104年12月,金門港,中國大陸,"調製食品,飲料,煙酒類",378021,2075
104年12月,金門港,中國大陸,礦產品,205,1
104年12月,金門港,中國大陸,化學或有關工業產品,79893,239
104年12月,金門港,中國大陸,塑膠橡膠及其製品,80190,193
104年12月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2204,7
105年01月,金門港,中國大陸,動物產品,66908,1615
105年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",9551,26
105年01月,金門港,中國大陸,紡織品及其製品,58022,172
105年01月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",3118,24
105年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",24085,31
105年01月,金門港,中國大陸,卑金屬及其製品,44054,97
105年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",413120,204
105年01月,金門港,中國大陸,車輛航空器船舶運輸設備,34731,101
105年01月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10933,3
105年01月,金門港,中國大陸,植物產品,187687,2513
105年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",10398,9
105年01月,金門港,中國大陸,動植物油脂及其分解物,4662,90
105年01月,金門港,香港,"調製食品,飲料,煙酒類",910,3
105年01月,金門港,中國大陸,"調製食品,飲料,煙酒類",404740,2905
105年01月,金門港,中國大陸,化學或有關工業產品,64311,281
105年01月,金門港,中國大陸,塑膠橡膠及其製品,77856,198
105年01月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2587,5
105年01月,金門港,中國大陸,"木及木製品,軟木及軟木製品",3847,2
105年02月,金門港,中國大陸,動物產品,86926,2735
105年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",8827,21
105年02月,金門港,中國大陸,紡織品及其製品,27395,83
105年02月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1724,13
105年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4453,4
105年02月,金門港,中國大陸,卑金屬及其製品,22673,30
105年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",172431,93
105年02月,金門港,中國大陸,車輛航空器船舶運輸設備,21029,37
105年02月,金門港,中國大陸,植物產品,165543,2885
105年02月,金門港,中國大陸,"家具玩具運動用品,雜項製品",6291,6
105年02月,金門港,香港,"調製食品,飲料,煙酒類",499,1
105年02月,金門港,中國大陸,"調製食品,飲料,煙酒類",159899,2224
105年02月,金門港,中國大陸,礦產品,65,1
105年02月,金門港,中國大陸,化學或有關工業產品,50232,126
105年02月,金門港,中國大陸,塑膠橡膠及其製品,44785,119
105年02月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2463,5
105年03月,金門港,中國大陸,動物產品,165799,5810
105年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",17095,24
105年03月,金門港,中國大陸,紡織品及其製品,68535,190
105年03月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",5790,48
105年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",11425,14
105年03月,金門港,中國大陸,卑金屬及其製品,44164,92
105年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",480715,177
105年03月,金門港,中國大陸,車輛航空器船舶運輸設備,49303,103
105年03月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10551,4
105年03月,金門港,中國大陸,植物產品,343849,6398
105年03月,金門港,中國大陸,"家具玩具運動用品,雜項製品",18039,28
105年03月,金門港,中國大陸,動植物油脂及其分解物,1779,26
105年03月,金門港,香港,"調製食品,飲料,煙酒類",1392,4
105年03月,金門港,中國大陸,"調製食品,飲料,煙酒類",360834,3366
105年03月,金門港,中國大陸,礦產品,275,1
105年03月,金門港,中國大陸,化學或有關工業產品,114882,349
105年03月,金門港,中國大陸,塑膠橡膠及其製品,74204,212
105年03月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2604,3
105年04月,金門港,中國大陸,動物產品,93735,2593
105年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",21292,25
105年04月,金門港,中國大陸,紡織品及其製品,86025,219
105年04月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",3691,21
105年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",18112,29
105年04月,金門港,中國大陸,卑金屬及其製品,47193,94
105年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",519426,268
105年04月,金門港,中國大陸,車輛航空器船舶運輸設備,38086,122
105年04月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",11549,4
105年04月,金門港,中國大陸,植物產品,397392,7850
105年04月,金門港,中國大陸,"家具玩具運動用品,雜項製品",20076,23
105年04月,金門港,中國大陸,動植物油脂及其分解物,2438,38
105年04月,金門港,香港,"調製食品,飲料,煙酒類",1043,3
105年04月,金門港,中國大陸,"調製食品,飲料,煙酒類",326720,3260
105年04月,金門港,中國大陸,礦產品,390,2
105年04月,金門港,中國大陸,化學或有關工業產品,88415,253
105年04月,金門港,中國大陸,塑膠橡膠及其製品,86951,247
105年04月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1833,5
105年04月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1574,1
105年05月,金門港,中國大陸,動物產品,85540,1813
105年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",23389,30
105年05月,金門港,中國大陸,紡織品及其製品,76310,224
105年05月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",6467,51
105年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",11345,16
105年05月,金門港,中國大陸,卑金屬及其製品,48531,96
105年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",460579,166
105年05月,金門港,中國大陸,車輛航空器船舶運輸設備,27345,92
105年05月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",14251,3
105年05月,金門港,中國大陸,植物產品,343685,6924
105年05月,金門港,中國大陸,"家具玩具運動用品,雜項製品",23466,26
105年05月,金門港,中國大陸,動植物油脂及其分解物,1729,27
105年05月,金門港,中國大陸,"調製食品,飲料,煙酒類",346644,3656
105年05月,金門港,中國大陸,礦產品,184,1
105年05月,金門港,中國大陸,化學或有關工業產品,75515,324
105年05月,金門港,中國大陸,塑膠橡膠及其製品,57951,197
105年05月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",2608,5
105年06月,金門港,中國大陸,動物產品,81176,2071
105年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",4004,5
105年06月,金門港,中國大陸,紡織品及其製品,62239,210
105年06月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1840,16
105年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",3704,9
105年06月,金門港,中國大陸,卑金屬及其製品,29046,55
105年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",406969,119
105年06月,金門港,中國大陸,車輛航空器船舶運輸設備,26063,60
105年06月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",7266,1
105年06月,金門港,中國大陸,植物產品,150032,2459
105年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",16135,16
105年06月,金門港,中國大陸,動植物油脂及其分解物,1397,26
105年06月,金門港,中國大陸,"調製食品,飲料,煙酒類",197530,1829
105年06月,金門港,中國大陸,化學或有關工業產品,62292,134
105年06月,金門港,中國大陸,塑膠橡膠及其製品,44431,131
105年06月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",3378,7
105年07月,金門港,中國大陸,動物產品,99900,2996
105年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",7079,27
105年07月,金門港,中國大陸,紡織品及其製品,106695,355
105年07月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2349,21
105年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10339,11
105年07月,金門港,中國大陸,卑金屬及其製品,50939,88
105年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",581944,195
105年07月,金門港,中國大陸,車輛航空器船舶運輸設備,42000,90
105年07月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",14115,7
105年07月,金門港,中國大陸,植物產品,96569,1493
105年07月,金門港,中國大陸,"家具玩具運動用品,雜項製品",21921,12
105年07月,金門港,中國大陸,動植物油脂及其分解物,502,7
105年07月,金門港,中國大陸,"調製食品,飲料,煙酒類",268624,2450
105年07月,金門港,中國大陸,化學或有關工業產品,81643,209
105年07月,金門港,中國大陸,塑膠橡膠及其製品,61472,189
105年07月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1927,3
105年07月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1832,1
105年08月,金門港,中國大陸,動物產品,52106,1166
105年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3522,11
105年08月,金門港,中國大陸,紡織品及其製品,100753,284
105年08月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2223,6
105年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",15450,17
105年08月,金門港,中國大陸,卑金屬及其製品,53890,69
105年08月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",270461,149
105年08月,金門港,中國大陸,車輛航空器船舶運輸設備,38620,172
105年08月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",16158,7
105年08月,金門港,中國大陸,植物產品,87156,1658
105年08月,金門港,中國大陸,"家具玩具運動用品,雜項製品",7880,2
105年08月,金門港,中國大陸,動植物油脂及其分解物,415,4
105年08月,金門港,中國大陸,"調製食品,飲料,煙酒類",265348,2156
105年08月,金門港,中國大陸,化學或有關工業產品,72883,151
105年08月,金門港,中國大陸,塑膠橡膠及其製品,59941,147
105年08月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1841,3
105年08月,金門港,中國大陸,"木及木製品,軟木及軟木製品",2165,2
105年09月,金門港,中國大陸,動物產品,79844,2213
105年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",4895,11
105年09月,金門港,中國大陸,紡織品及其製品,103197,283
105年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9563,15
105年09月,金門港,中國大陸,卑金屬及其製品,32593,49
105年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",141035,192
105年09月,金門港,中國大陸,車輛航空器船舶運輸設備,27204,81
105年09月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",7472,1
105年09月,金門港,中國大陸,植物產品,98059,1704
105年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",11354,7
105年09月,金門港,中國大陸,動植物油脂及其分解物,570,4
105年09月,金門港,中國大陸,"調製食品,飲料,煙酒類",239432,1899
105年09月,金門港,中國大陸,化學或有關工業產品,57506,141
105年09月,金門港,中國大陸,塑膠橡膠及其製品,67468,195
105年09月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1485,3
105年10月,金門港,中國大陸,動物產品,117652,3808
105年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",6540,22
105年10月,金門港,中國大陸,紡織品及其製品,143212,385
105年10月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2989,4
105年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",14743,14
105年10月,金門港,中國大陸,卑金屬及其製品,48958,114
105年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",320157,193
105年10月,金門港,中國大陸,車輛航空器船舶運輸設備,38933,153
105年10月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",6995,2
105年10月,金門港,中國大陸,植物產品,70111,927
105年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",15342,20
105年10月,金門港,中國大陸,動植物油脂及其分解物,6521,94
105年10月,金門港,中國大陸,"調製食品,飲料,煙酒類",299536,2267
105年10月,金門港,中國大陸,化學或有關工業產品,108480,211
105年10月,金門港,中國大陸,塑膠橡膠及其製品,94432,323
105年10月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",1820,2
105年10月,金門港,中國大陸,"木及木製品,軟木及軟木製品",2055,1
105年11月,金門港,中國大陸,動物產品,136215,4406
105年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",6736,16
105年11月,金門港,中國大陸,紡織品及其製品,109429,303
105年11月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",1009,1
105年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",11561,6
105年11月,金門港,中國大陸,卑金屬及其製品,49386,107
105年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",425479,190
105年11月,金門港,中國大陸,車輛航空器船舶運輸設備,32609,167
105年11月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",10685,1
105年11月,金門港,中國大陸,植物產品,63310,708
105年11月,金門港,中國大陸,"家具玩具運動用品,雜項製品",14054,24
105年11月,金門港,中國大陸,動植物油脂及其分解物,2332,43
