時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
109年09月,麥寮港,美國,化學或有關工業產品,118064,27200
109年09月,麥寮港,加拿大,化學或有關工業產品,131286,43600
109年09月,麥寮港,澳洲,化學或有關工業產品,138857,41000
109年10月,麥寮港,中國大陸,卑金屬及其製品,345624,1798
109年10月,麥寮港,韓國,礦產品,1712197,174594
109年10月,麥寮港,中國大陸,礦產品,614794,81621
109年10月,麥寮港,越南,礦產品,96064,10915
109年10月,麥寮港,馬來西亞,礦產品,561700,59412
109年10月,麥寮港,新加坡,礦產品,1017052,99351
109年10月,麥寮港,菲律賓,礦產品,664404,69241
109年10月,麥寮港,印尼,礦產品,14080,964
109年10月,麥寮港,印度,礦產品,138431,9596
109年10月,麥寮港,秘魯,礦產品,190764,26126
109年10月,麥寮港,澳洲,礦產品,60021,6715
109年10月,麥寮港,大洋洲其他地區,礦產品,50435,5458
109年10月,麥寮港,日本,化學或有關工業產品,54822,2002
109年10月,麥寮港,韓國,化學或有關工業產品,396948,24555
109年10月,麥寮港,香港,化學或有關工業產品,53676,3000
109年10月,麥寮港,中國大陸,化學或有關工業產品,5543093,334139
109年10月,麥寮港,越南,化學或有關工業產品,184373,11790
109年10月,麥寮港,泰國,化學或有關工業產品,17587,1000
109年10月,麥寮港,馬來西亞,化學或有關工業產品,56094,4764
109年10月,麥寮港,新加坡,化學或有關工業產品,317612,30261
109年10月,麥寮港,印尼,化學或有關工業產品,43889,2249
109年10月,麥寮港,印度,化學或有關工業產品,369624,32942
109年10月,麥寮港,阿拉伯聯合大公國,化學或有關工業產品,41765,1400
109年10月,麥寮港,美國,化學或有關工業產品,44821,16600
109年10月,麥寮港,加拿大,化學或有關工業產品,43741,16200
109年10月,麥寮港,澳洲,化學或有關工業產品,530407,166800
109年11月,麥寮港,韓國,礦產品,2119729,224584
109年11月,麥寮港,中國大陸,礦產品,520011,93061
109年11月,麥寮港,越南,礦產品,177307,22310
109年11月,麥寮港,泰國,礦產品,25437,2885
109年11月,麥寮港,馬來西亞,礦產品,1393504,153313
109年11月,麥寮港,新加坡,礦產品,955548,101461
109年11月,麥寮港,菲律賓,礦產品,1007639,106904
109年11月,麥寮港,印尼,礦產品,40883,2577
109年11月,麥寮港,印度,礦產品,42871,2862
109年11月,麥寮港,阿拉伯聯合大公國,礦產品,76260,5529
109年11月,麥寮港,亞洲其他地區,礦產品,90135,9717
109年11月,麥寮港,南美洲其他地區,礦產品,361477,35549
109年11月,麥寮港,日本,化學或有關工業產品,52404,2000
109年11月,麥寮港,韓國,化學或有關工業產品,1209985,54732
109年11月,麥寮港,香港,化學或有關工業產品,61710,3000
109年11月,麥寮港,中國大陸,化學或有關工業產品,6539282,361114
109年11月,麥寮港,越南,化學或有關工業產品,388320,22329
109年11月,麥寮港,泰國,化學或有關工業產品,134289,11497
109年11月,麥寮港,馬來西亞,化學或有關工業產品,56207,5240
109年11月,麥寮港,新加坡,化學或有關工業產品,226478,22627
109年11月,麥寮港,印度,化學或有關工業產品,218330,12702
109年11月,麥寮港,沙烏地阿拉伯,化學或有關工業產品,55795,20400
109年11月,麥寮港,土耳其,化學或有關工業產品,21458,987
109年11月,麥寮港,美國,化學或有關工業產品,59051,23400
109年11月,麥寮港,加拿大,化學或有關工業產品,84267,33400
109年11月,麥寮港,澳洲,化學或有關工業產品,162268,54000
109年12月,麥寮港,中國大陸,卑金屬及其製品,1840,24
109年12月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",176196,773
109年12月,麥寮港,韓國,礦產品,1545036,149948
109年12月,麥寮港,香港,礦產品,202341,19929
109年12月,麥寮港,中國大陸,礦產品,242982,43322
109年12月,麥寮港,泰國,礦產品,320685,28278
109年12月,麥寮港,馬來西亞,礦產品,1786288,159578
109年12月,麥寮港,新加坡,礦產品,444148,48445
109年12月,麥寮港,菲律賓,礦產品,1308626,121480
109年12月,麥寮港,印尼,礦產品,70603,3815
109年12月,麥寮港,印度,礦產品,132959,8137
109年12月,麥寮港,日本,化學或有關工業產品,264860,14135
109年12月,麥寮港,韓國,化學或有關工業產品,1165656,62631
109年12月,麥寮港,香港,化學或有關工業產品,85875,2870
109年12月,麥寮港,中國大陸,化學或有關工業產品,6665857,327738
109年12月,麥寮港,越南,化學或有關工業產品,229739,10530
109年12月,麥寮港,泰國,化學或有關工業產品,24387,1393
109年12月,麥寮港,馬來西亞,化學或有關工業產品,63248,2760
109年12月,麥寮港,新加坡,化學或有關工業產品,246544,17913
109年12月,麥寮港,菲律賓,化學或有關工業產品,108287,4510
109年12月,麥寮港,印尼,化學或有關工業產品,16454,980
109年12月,麥寮港,印度,化學或有關工業產品,99029,6300
109年12月,麥寮港,巴基斯坦,化學或有關工業產品,91129,3500
109年12月,麥寮港,阿拉伯聯合大公國,化學或有關工業產品,62100,2000
109年12月,麥寮港,美國,化學或有關工業產品,89898,28030
109年12月,麥寮港,加拿大,化學或有關工業產品,54283,21200
109年12月,麥寮港,比利時,化學或有關工業產品,24111,1500
110年01月,麥寮港,韓國,礦產品,3255263,286210
110年01月,麥寮港,香港,礦產品,484783,40076
110年01月,麥寮港,中國大陸,礦產品,590895,31469
110年01月,麥寮港,馬來西亞,礦產品,497175,50422
110年01月,麥寮港,新加坡,礦產品,639017,66157
110年01月,麥寮港,菲律賓,礦產品,974089,86949
110年01月,麥寮港,印度,礦產品,207022,10465
110年01月,麥寮港,阿拉伯聯合大公國,礦產品,1318342,94302
110年01月,麥寮港,亞洲其他地區,礦產品,143092,11363
110年01月,麥寮港,日本,化學或有關工業產品,86913,4991
110年01月,麥寮港,韓國,化學或有關工業產品,1075316,59311
110年01月,麥寮港,香港,化學或有關工業產品,77978,3000
110年01月,麥寮港,中國大陸,化學或有關工業產品,7475737,360508
110年01月,麥寮港,越南,化學或有關工業產品,628033,33830
110年01月,麥寮港,泰國,化學或有關工業產品,45908,2995
110年01月,麥寮港,馬來西亞,化學或有關工業產品,193257,14394
110年01月,麥寮港,新加坡,化學或有關工業產品,200464,14049
110年01月,麥寮港,菲律賓,化學或有關工業產品,22629,1250
110年01月,麥寮港,印度,化學或有關工業產品,170097,4500
110年01月,麥寮港,阿拉伯聯合大公國,化學或有關工業產品,35872,1000
110年01月,麥寮港,土耳其,化學或有關工業產品,48105,3000
110年01月,麥寮港,美國,化學或有關工業產品,156897,22600
110年01月,麥寮港,墨西哥,化學或有關工業產品,731300,25599
110年01月,麥寮港,巴拿馬,化學或有關工業產品,56508,20400
110年01月,麥寮港,澳洲,化學或有關工業產品,286533,96600
110年01月,麥寮港,比利時,化學或有關工業產品,167512,7049
110年02月,麥寮港,中國大陸,卑金屬及其製品,6076,15
110年02月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",813108,3237
110年02月,麥寮港,韓國,礦產品,837741,65211
110年02月,麥寮港,中國大陸,礦產品,538251,44718
110年02月,麥寮港,越南,礦產品,61621,6555
110年02月,麥寮港,馬來西亞,礦產品,1833740,151677
110年02月,麥寮港,新加坡,礦產品,1756717,149367
110年02月,麥寮港,菲律賓,礦產品,1451629,110534
110年02月,麥寮港,印尼,礦產品,70450,3412
110年02月,麥寮港,印度,礦產品,90034,4071
110年02月,麥寮港,阿拉伯聯合大公國,礦產品,845553,59744
110年02月,麥寮港,美國,礦產品,400733,38693
110年02月,麥寮港,澳洲,礦產品,1368902,108543
110年02月,麥寮港,馬紹爾群島,礦產品,50466,3540
110年02月,麥寮港,日本,化學或有關工業產品,113142,5047
110年02月,麥寮港,韓國,化學或有關工業產品,503512,24977
110年02月,麥寮港,香港,化學或有關工業產品,75269,3000
110年02月,麥寮港,中國大陸,化學或有關工業產品,8004448,371796
110年02月,麥寮港,越南,化學或有關工業產品,251691,12910
110年02月,麥寮港,泰國,化學或有關工業產品,195228,11900
110年02月,麥寮港,馬來西亞,化學或有關工業產品,156573,9823
110年02月,麥寮港,新加坡,化學或有關工業產品,503148,38998
110年02月,麥寮港,印度,化學或有關工業產品,218200,8400
110年02月,麥寮港,土耳其,化學或有關工業產品,14915,1000
110年02月,麥寮港,埃及,化學或有關工業產品,42171,1490
110年02月,麥寮港,美國,化學或有關工業產品,199277,25500
110年02月,麥寮港,加拿大,化學或有關工業產品,135718,48600
110年02月,麥寮港,墨西哥,化學或有關工業產品,388793,12600
110年02月,麥寮港,澳洲,化學或有關工業產品,386574,123800
110年02月,麥寮港,比利時,化學或有關工業產品,47954,1986
110年03月,麥寮港,中國大陸,卑金屬及其製品,37303,95
110年03月,麥寮港,中國大陸,"機械用具電機設備,電視影像錄音機",21149,33
110年03月,麥寮港,韓國,礦產品,1414486,103656
110年03月,麥寮港,中國大陸,礦產品,862120,70277
110年03月,麥寮港,越南,礦產品,68653,7020
110年03月,麥寮港,泰國,礦產品,87185,8630
110年03月,麥寮港,馬來西亞,礦產品,438570,29497
110年03月,麥寮港,新加坡,礦產品,2114112,150800
110年03月,麥寮港,菲律賓,礦產品,1002746,65812
110年03月,麥寮港,印度,礦產品,140107,5878
110年03月,麥寮港,阿拉伯聯合大公國,礦產品,358880,17938
110年03月,麥寮港,亞洲其他地區,礦產品,88573,6647
110年03月,麥寮港,澳洲,礦產品,576388,50396
110年03月,麥寮港,馬紹爾群島,礦產品,148633,12952
110年03月,麥寮港,日本,化學或有關工業產品,172345,6852
110年03月,麥寮港,韓國,化學或有關工業產品,1513250,49721
110年03月,麥寮港,中國大陸,化學或有關工業產品,9917473,378546
110年03月,麥寮港,越南,化學或有關工業產品,457827,19960
110年03月,麥寮港,泰國,化學或有關工業產品,96382,4350
110年03月,麥寮港,新加坡,化學或有關工業產品,531547,27701
110年03月,麥寮港,菲律賓,化學或有關工業產品,47930,1620
110年03月,麥寮港,印度,化學或有關工業產品,374804,17800
110年03月,麥寮港,土耳其,化學或有關工業產品,34833,2000
110年03月,麥寮港,美國,化學或有關工業產品,402509,36500
110年03月,麥寮港,加拿大,化學或有關工業產品,25380,10000
110年03月,麥寮港,南美洲其他地區,化學或有關工業產品,231914,6499
110年03月,麥寮港,澳洲,化學或有關工業產品,236790,57100
110年03月,麥寮港,比利時,化學或有關工業產品,148323,5019
110年03月,麥寮港,荷蘭,化學或有關工業產品,52388,1988
100年01月,和平港,中國大陸,礦產品,23639,23900
100年01月,和平港,馬來西亞,礦產品,44189,48320
100年01月,和平港,印尼,礦產品,27983,31000
100年01月,和平港,奈及利亞,礦產品,154831,154170
100年01月,和平港,非洲其他地區,礦產品,46367,44650
100年01月,和平港,澳洲,礦產品,27441,21900
100年02月,和平港,印尼,礦產品,28140,29000
100年02月,和平港,奈及利亞,礦產品,138338,138830
100年02月,和平港,非洲其他地區,礦產品,40757,40000
100年02月,和平港,澳洲,礦產品,27401,22000
100年03月,和平港,馬來西亞,礦產品,38047,39000
100年03月,和平港,孟加拉,礦產品,36028,36680
100年03月,和平港,奈及利亞,礦產品,117112,117180
100年03月,和平港,非洲其他地區,礦產品,85917,84230
100年03月,和平港,澳洲,礦產品,52514,41600
100年04月,和平港,香港,礦產品,10879,9200
100年04月,和平港,中國大陸,礦產品,35683,37370
100年04月,和平港,馬來西亞,礦產品,23414,23700
100年04月,和平港,印尼,礦產品,28403,28750
100年04月,和平港,奈及利亞,礦產品,150962,149570
100年04月,和平港,非洲其他地區,礦產品,88698,87670
100年04月,和平港,澳洲,礦產品,27526,21900
100年05月,和平港,馬來西亞,礦產品,22909,23700
100年05月,和平港,印尼,礦產品,26911,27430
100年05月,和平港,奈及利亞,礦產品,65208,65000
100年05月,和平港,非洲其他地區,礦產品,170559,168760
100年05月,和平港,澳洲,礦產品,26886,21900
100年06月,和平港,馬來西亞,礦產品,38500,40000
100年06月,和平港,印尼,礦產品,28132,28630
100年06月,和平港,奈及利亞,礦產品,40646,41800
100年06月,和平港,非洲其他地區,礦產品,167745,167720
100年07月,和平港,新加坡,礦產品,15574,15000
100年07月,和平港,印尼,礦產品,27034,27570
100年07月,和平港,奈及利亞,礦產品,77416,79245
100年07月,和平港,非洲其他地區,礦產品,94889,94550
100年07月,和平港,阿根廷,礦產品,42317,40850
100年07月,和平港,澳洲,礦產品,42469,34250
100年08月,和平港,印尼,礦產品,31073,31700
100年08月,和平港,奈及利亞,礦產品,72306,73830
100年08月,和平港,非洲其他地區,礦產品,128259,129560
100年08月,和平港,澳洲,礦產品,27339,22000
100年09月,和平港,香港,礦產品,25312,21000
100年09月,和平港,馬來西亞,礦產品,33107,31800
100年09月,和平港,印尼,礦產品,30914,31500
100年09月,和平港,奈及利亞,礦產品,37127,37830
100年09月,和平港,非洲其他地區,礦產品,125787,126510
100年09月,和平港,澳洲,礦產品,27410,22000
100年10月,和平港,香港,礦產品,8145,7140
100年10月,和平港,印尼,礦產品,30141,30000
100年10月,和平港,奈及利亞,礦產品,77266,76615
100年10月,和平港,非洲其他地區,礦產品,44987,42365
100年10月,和平港,澳洲,礦產品,57001,44500
100年11月,和平港,香港,礦產品,26714,21000
100年11月,和平港,馬來西亞,礦產品,82527,77700
100年11月,和平港,印尼,礦產品,32407,31525
100年11月,和平港,奈及利亞,礦產品,121323,117800
100年11月,和平港,非洲其他地區,礦產品,91717,87670
100年11月,和平港,澳洲,礦產品,28347,22000
100年12月,和平港,香港,礦產品,8086,7140
100年12月,和平港,馬來西亞,礦產品,34742,31800
100年12月,和平港,印尼,礦產品,26951,26300
100年12月,和平港,奈及利亞,礦產品,157354,153240
100年12月,和平港,非洲其他地區,礦產品,92802,88000
101年01月,和平港,馬來西亞,礦產品,57814,45900
101年01月,和平港,印尼,礦產品,29062,28205
101年01月,和平港,非洲其他地區,礦產品,122323,115080
101年01月,和平港,澳洲,礦產品,29866,21900
101年02月,和平港,香港,礦產品,41445,33940
101年02月,和平港,馬來西亞,礦產品,40769,31800
101年02月,和平港,印尼,礦產品,32589,26320
