時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2017/12/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,112967,1
2019/1/1 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,新加坡,40487,1
2018/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,112967,1
2018/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,112967,1
2020/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,20117,1
2020/9/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,5518,1
2020/10/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,5459,1
2018/9/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/9/1 上午 12:00:00,出港,越南,胡志明,基隆港,非貨櫃船,雜貨船,巴拿馬,9815,1
2018/9/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2018/9/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,7516,1
2018/9/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,7141,1
2018/10/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/10/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/10/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/10/1 上午 12:00:00,出港,越南,海防,台中港,非貨櫃船,雜貨船,巴拿馬,9639,1
2018/8/1 上午 12:00:00,出港,越南,海防,台中港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/8/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/6/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,7516,1
2018/7/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/7/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/7/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/5/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,3139,1
2018/5/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,2190,1
2018/5/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,5962,2
2020/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,17413,1
2021/7/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,25174,1
2021/7/1 上午 12:00:00,出港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,29768,1
2021/6/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,9430,1
2016/8/11 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,29768,1
2016/9/18 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,7675,1
2016/8/20 上午 12:00:00,出港,新加坡,新加坡港,基隆港,非貨櫃船,化學液體船,巴拿馬,25174,1
2016/7/19 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,17413,1
2016/5/18 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,29768,1
2016/4/22 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,15829,1
2016/3/31 上午 12:00:00,出港,新加坡,新加坡港,台中港,非貨櫃船,化學液體船,巴拿馬,29768,1
2016/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,化學液體船,巴拿馬,22028,1
2015/1/14 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油散礦船,巴哈馬,63515,1
2017/2/12 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,挖泥船,丹麥,5189,1
2018/3/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,挖泥船,盧森堡,8015,1
2019/3/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,70826,1
2019/3/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,62571,1
2019/2/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,44412,1
2020/4/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,34276,2
2020/4/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,68552,4
2020/11/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,新加坡,40541,1
2016/9/26 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,印度尼西亞,12405,1
2017/7/28 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2017/11/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17119,1
2017/11/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18257,1
2017/10/12 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,52581,1
2017/8/25 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,52581,1
2020/7/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,新加坡,40541,1
2020/8/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,17138,1
2020/8/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,33976,2
2020/8/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,25305,1
2020/8/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,26492,2
2015/10/20 上午 12:00:00,出港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,巴拿馬,14948,1
2015/11/14 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,巴拿馬,3782,1
2015/12/4 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2020/5/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,賴比瑞亞,9611,1
2021/4/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,賴比瑞亞,11436,1
2020/11/1 上午 12:00:00,進港,菲律賓,宿移,台中港,非貨櫃船,雜貨船,賴比瑞亞,7506,1
2018/7/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,賴比瑞亞,7506,1
2019/12/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,賴比瑞亞,9611,1
2021/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,百慕達,95753,1
2021/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,挪威,96153,1
2021/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,巴拿馬,118634,1
2020/8/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,巴拿馬,118634,1
2020/7/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,巴拿馬,118634,1
2020/7/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,巴拿馬,118634,1
2020/7/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,LNG,馬紹爾群島共和國,97491,1
2017/10/17 上午 12:00:00,出港,菲律賓,馬尼拉,基隆港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2017/3/7 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,台中港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2020/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2021/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2020/3/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2020/8/1 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2020/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,基隆港,非貨櫃船,電纜修理船,馬紹爾群島共和國,12184,1
2018/5/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,2981,1
2018/6/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9965,1
2018/6/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2018/6/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/6/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/6/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,8621,1
2018/11/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/11/1 上午 12:00:00,出港,越南,胡志明,台中港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/11/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/3/1 上午 12:00:00,進港,越南,海防,台中港,非貨櫃船,雜貨船,巴拿馬,6275,1
2018/3/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,8451,1
2018/3/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6352,1
2018/3/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,8718,1
2018/3/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,6278,2
2018/3/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,5962,2
2018/3/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,2981,1
2018/3/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,2981,1
2018/4/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,5962,2
2019/9/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,58997,1
2019/8/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,58535,1
2019/8/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,59447,1
2019/8/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,59525,1
2019/8/1 上午 12:00:00,進港,新加坡,新加坡港,基隆港,非貨櫃船,汽車船,巴拿馬,68701,1
2019/8/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,61854,1
2019/8/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,70497,1
2019/7/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,70497,1
2019/7/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,69931,1
2019/6/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,57147,1
2019/7/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,75036,1
2019/7/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,62838,1
2017/9/8 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,48039,1
2019/7/1 上午 12:00:00,進港,新加坡,新加坡港,台北港,非貨櫃船,汽車船,巴拿馬,42238,1
2016/5/6 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,36313,1
2016/3/14 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,36313,1
2018/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32839,1
2020/8/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,51414,3
2020/8/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,137104,8
2020/9/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,34276,2
2020/9/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,16988,1
2020/9/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,17138,1
2020/9/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,16988,1
2020/9/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,13246,1
2020/9/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,85690,5
2016/10/5 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,印度尼西亞,12405,1
2015/3/11 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬爾他,20239,1
2015/4/27 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,印度尼西亞,12405,1
2017/8/24 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2017/7/13 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2017/7/14 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2017/6/9 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2017/7/23 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2017/9/8 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/3/28 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬爾他,20239,1
2018/4/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,8943,3
2018/4/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,3139,1
2017/8/4 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,13448,1
2019/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,巴拿馬,32828,1
2018/12/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2018/12/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/1/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,44421,3
2019/1/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/1/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/1/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/1/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/1/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/1/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/4/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,18619,1
2019/2/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,14807,1
2019/2/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2019/2/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,29614,2
2019/2/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17887,1
2016/9/24 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32474,1
2019/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32839,1
2019/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32839,1
2019/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,36311,1
2019/7/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32474,1
2019/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32474,1
2019/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,32839,1
2019/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,挪威,64948,2
2020/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,43837,1
2020/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,44668,1
2021/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,44647,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,44647,1
2016/4/29 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,散裝船,希臘,106727,1
2016/1/28 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,31284,1
2015/10/13 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,散裝船,希臘,34456,1
2019/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,47995,1
2019/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,4224,1
2020/9/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,85690,5
2020/9/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,34276,2
2020/3/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,16988,1
2020/3/1 上午 12:00:00,進港,菲律賓,宿移,台北港,貨櫃船,全貨櫃船,新加坡,34276,2
2020/3/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,26492,2
2020/3/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,154242,9
2020/3/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,205656,12
2017/11/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,52581,1
2018/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18321,1
2018/2/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17119,1
2020/11/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,34276,2
2020/11/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,20902,1
2015/6/9 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬爾他,27051,1
2015/9/3 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬爾他,25587,1
2015/5/4 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,印度尼西亞,12405,1
2020/10/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,新加坡,40541,1
2020/10/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,17138,1
2020/10/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,33976,2
2019/2/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,34422,2
2019/2/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2019/2/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,巴拿馬,17211,1
2018/4/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,6278,2
2018/4/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,4380,2
2018/4/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,2190,1
2018/2/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,8145,1
2018/2/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,3139,1
2018/4/1 上午 12:00:00,進港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/4/1 上午 12:00:00,出港,越南,海防,高雄港,非貨櫃船,雜貨船,巴拿馬,9700,1
2018/4/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2018/4/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,12704,2
2018/1/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,9417,3
2018/1/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,15695,5
2018/1/1 上午 12:00:00,進港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,4380,2
2018/1/1 上午 12:00:00,出港,越南,順化,高雄港,非貨櫃船,雜貨船,巴拿馬,4380,2
2017/12/1 上午 12:00:00,出港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,9963,1
2017/12/1 上午 12:00:00,進港,越南,胡志明,高雄港,非貨櫃船,雜貨船,巴拿馬,6283,1
2020/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,9735,1
2020/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,3313,1
2020/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,3313,1
2017/10/29 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,9735,1
2018/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,46998,1
2020/12/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,9735,1
2021/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,5849,1
2020/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,巴拿馬,5124,1
2019/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,4508,1
2019/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,13794,1
2019/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,13794,1
2017/10/21 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,4484,1
2017/9/16 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,4484,1
2017/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,4484,1
2018/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,4484,1
2020/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,13879,1
2021/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,LPG,賴比瑞亞,45805,1
2021/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,冷藏船,巴拿馬,2596,1
2020/10/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,新加坡,26492,2
2020/10/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,17138,1
2021/5/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,香港,40541,1
2021/5/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,香港,14807,1
2021/5/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,香港,29116,1
2021/4/1 上午 12:00:00,進港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,香港,14807,1
2021/4/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,香港,44421,3
2017/3/14 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,57854,2
2017/3/31 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
2017/4/4 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,28927,1
2017/3/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賴比瑞亞,16915,1
