時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2021/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,69218,1
2017/2/26 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2017/1/18 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/10/5 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/11/10 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2016/5/6 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2016/4/7 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2016/3/6 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,27681,1
2017/2/25 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/12/17 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/10/26 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8657,1
2016/10/23 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/11/13 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,7460,1
2016/11/13 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,香港,6566,1
2016/12/2 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,新加坡,5394,1
2017/1/14 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/11/22 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/12/13 上午 12:00:00,進港,菲律賓,馬尼拉,基隆港,非貨櫃船,雜貨船,香港,7762,1
2016/10/5 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8545,1
2016/10/22 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,8011,1
2020/4/1 上午 12:00:00,進港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,9878,1
2020/1/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2020/1/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2018/1/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,新加坡,5799,1
2018/2/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,非貨櫃船,雜貨船,新加坡,5394,1
2019/8/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/8/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2016/3/15 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,27681,1
2016/1/30 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,27681,1
2015/11/27 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2015/9/14 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,23289,1
2015/11/12 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2015/12/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2015/8/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2016/1/14 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2016/2/4 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,27681,1
2015/10/27 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2015/7/30 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2015/9/4 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2015/9/27 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2015/10/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,25391,1
2018/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,36014,1
2018/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,74175,1
2019/8/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6278,1
2019/8/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8963,1
2019/10/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/10/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/10/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/10/1 上午 12:00:00,進港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,8963,1
2019/10/1 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,8963,1
2020/1/1 上午 12:00:00,出港,菲律賓,蘇比克灣,基隆港,非貨櫃船,雜貨船,香港,7508,1
2020/1/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,9878,1
2020/1/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2017/3/9 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/2/23 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/3/13 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/3/13 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/3/3 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/4/10 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/3/31 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,賽普勒斯,17068,1
2017/3/24 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,賽普勒斯,18997,1
2017/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,10308,1
2017/4/9 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2017/2/22 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,24528,1
2017/1/16 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,66199,1
2017/3/3 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,90745,1
2015/11/17 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/4/8 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/10/19 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/5/4 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/9/23 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,40465,1
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,40465,1
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,40474,1
2021/7/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,49855,1
2021/2/1 上午 12:00:00,出港,新加坡,新加坡港,台北港,貨櫃船,全貨櫃船,馬爾他,18102,1
2021/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2015/3/29 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,17887,1
2015/3/19 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,17887,1
2016/6/7 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,丹麥,27733,1
2015/10/3 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,宏都拉斯,2758,1
2017/3/17 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,安地卡,40541,1
2017/4/3 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/4/7 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/4/22 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/5/19 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/5/19 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/5/15 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2020/1/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2020/1/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8679,1
2017/11/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2018/5/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2018/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2018/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2019/11/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/11/1 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,8808,1
2021/6/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,141077,1
2021/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,49855,1
2021/4/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,108618,2
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,141077,1
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,99710,2
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,108618,2
2021/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/5/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,290272,2
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,151451,1
2021/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,69218,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,145136,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,144651,1
2019/11/1 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,6278,1
2019/11/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,13132,2
2019/11/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8963,1
2019/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/12/1 上午 12:00:00,出港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,7460,1
2018/3/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/3/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/1/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/1/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2017/8/12 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2019/11/1 上午 12:00:00,進港,菲律賓,巴丹港 PHBTN,高雄港,非貨櫃船,雜貨船,香港,8808,1
2017/12/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2017/8/3 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2017/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/7/1 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,中華民國,5394,1
2018/6/1 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,中華民國,6354,1
2018/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2016/7/11 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,中華民國,6354,1
2021/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,香港,112967,1
2020/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,新加坡,42532,1
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,49855,1
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2020/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2021/6/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,49855,1
2020/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,141077,1
2020/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,141077,1
2020/9/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2019/10/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,馬爾他,54309,1
2018/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,74175,1
2017/12/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,54851,1
2017/11/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,伊朗,27681,1
2017/4/30 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/4/3 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/9/12 上午 12:00:00,出港,新加坡,新加坡港,基隆港,貨櫃船,全貨櫃船,義大利,54152,1
2018/9/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,非貨櫃船,雜貨船,新加坡,9627,1
2016/5/18 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,中華民國,6354,1
2016/7/17 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2016/7/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2019/9/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,非貨櫃船,雜貨船,香港,6278,1
2016/6/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,中華民國,5014,1
2016/5/27 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,6354,1
2015/6/23 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,台北港,非貨櫃船,雜貨船,葡萄牙,15549,1
2016/2/20 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,中華民國,5014,1
2018/10/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,5600,1
2018/11/1 上午 12:00:00,出港,菲律賓,馬尼拉,台中港,非貨櫃船,雜貨船,香港,4441,1
2019/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,6566,1
2019/2/1 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,5600,1
2017/6/14 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/6/16 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/5/31 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/6/2 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2016/12/29 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2021/1/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,54152,1
2015/7/29 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2016/11/14 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2016/11/2 上午 12:00:00,進港,新加坡,新加坡港,台北港,貨櫃船,全貨櫃船,義大利,54152,1
2016/12/11 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/2/5 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/3/6 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2016/10/16 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/1/8 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2016/8/21 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/5/28 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2017/6/25 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,42020,1
2015/1/15 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/2/11 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2015/3/11 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,越南,20887,1
2021/3/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,54152,1
2020/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,108304,2
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,貨櫃船,全貨櫃船,義大利,54152,1
2016/12/30 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/1/27 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/3/20 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/3/22 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/1/31 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/5/7 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2017/5/6 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2017/6/26 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,安地卡,17068,1
2020/12/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,巴哈馬,5403,1
2020/10/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,巴哈馬,9443,1
2015/3/12 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,17887,1
2016/10/4 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,英國,86142,2
2016/9/11 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,英國,43071,1
2017/7/12 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,安地卡,16137,1
2019/2/1 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,非貨櫃船,雜貨船,香港,8963,1
