時間,近/遠洋,進/出港,裝/卸貨,航線名稱,新南向區域,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船型,艘次
2018/8/19 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/10/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/8 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/8/26 上午 12:00:00,近洋航線,進港,裝貨,A300東南、北亞航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/8/27 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/7/20 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/8/25 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/8/27 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/8/28 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/8/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/8/12 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/8/10 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/8/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/8/11 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/9/1 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/9/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/12/17 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2019/12/13 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2019/12/12 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/1/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2019/10/30 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2019/12/20 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2019/12/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2019/11/27 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2019/11/24 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/2/5 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/1/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2020/2/3 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/1/18 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/3/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/1/31 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/1/19 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/2/15 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/1/22 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,3
2018/9/2 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/9/2 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/9/3 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/9/22 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/9/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/9/22 上午 12:00:00,近洋航線,出港,卸貨,A104東北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/9/25 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/9/25 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/9/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/9/27 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/5/21 上午 12:00:00,遠洋航線,出港,卸貨,D504中南美洲航(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/9/29 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/9/29 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/7/29 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/7/24 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/7/24 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2020/1/8 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2019/12/25 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2019/12/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/10/29 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/9/16 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/8/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/8/12 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/9/13 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/11/12 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/11/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/11/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2020/11/7 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/10/21 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/10/21 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/9/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/10/8 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/10/10 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2018/7/27 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,臺中港,全貨櫃船,3000TEU以下,1
2018/7/27 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/7/26 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/7/21 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/7/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/11 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/10/12 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/14 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/19 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/10/18 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/16 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/29 上午 12:00:00,近洋航線,出港,卸貨,A104東北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/12/29 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/8/14 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/8/14 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/12/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/12/12 上午 12:00:00,近洋航線,進港,裝貨,A100東北亞航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/12/12 上午 12:00:00,遠洋航線,出港,卸貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/12/13 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/20 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/10/21 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/9/11 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/10/23 上午 12:00:00,近洋航線,出港,卸貨,A300東南、北亞航線,東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/23 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/10/23 上午 12:00:00,遠洋航線,進港,裝貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/10/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/28 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/10/26 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/10/26 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/10/27 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/11/4 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2020/10/11 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/12/9 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/12/6 上午 12:00:00,近洋航線,出港,卸貨,E104澳洲航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2020/11/28 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/11/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2020/8/30 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/10/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2021/1/4 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,臺中港,全貨櫃船,3000TEU以下,1
2020/11/5 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/9/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/11/20 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/12/16 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/12/21 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2021/1/12 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/8/21 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/8/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/8/6 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/8/8 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2018/11/5 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/10/30 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/11/3 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/11/3 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/11/2 上午 12:00:00,近洋航線,進港,裝貨,A204東南亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/12/4 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/12/2 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/8 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2019/1/12 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/11/17 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/11 上午 12:00:00,遠洋航線,出港,卸貨,D124北美西岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/12/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/12/7 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2019/1/9 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2019/1/10 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2020/7/15 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/9/5 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/7/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/7/30 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/6/6 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/6/10 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/9/9 上午 12:00:00,近洋航線,進港,裝貨,E104澳洲航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/9/10 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/7/23 上午 12:00:00,近洋航線,出港,卸貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/6/27 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/8/29 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/7/11 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/7/8 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/8/1 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2020/6/17 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/4/1 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,2
2020/7/19 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,菲律賓,馬尼拉,高雄港,全貨櫃船,3000TEU以下,1
2018/11/25 上午 12:00:00,近洋航線,出港,卸貨,A204東南亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/11/25 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/26 上午 12:00:00,近洋航線,進港,裝貨,A824中東/波斯灣航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/11/24 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/11/23 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/23 上午 12:00:00,遠洋航線,出港,卸貨,D204美國航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
2018/11/22 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/11/22 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/18 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU以下,1
2018/11/19 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/11/20 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,6000TEU ~ 10000TEU,1
2018/12/19 上午 12:00:00,遠洋航線,出港,卸貨,C410南非航線(含大陸),東協,新加坡,新加坡港,基隆港,全貨櫃船,3000TEU以下,1
2018/12/14 上午 12:00:00,遠洋航線,進港,裝貨,D114北美東岸航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,10000TEU ~ 14000TEU,1
2018/12/21 上午 12:00:00,近洋航線,出港,卸貨,A814印度洋航線(含大陸),東協,新加坡,新加坡港,高雄港,全貨櫃船,3000TEU ~ 6000TEU,1
