時間(年月),航務中心,船舶種類,丈量_淨噸位,丈量_總噸位,丈量_艘數,檢查_淨噸位,檢查_總噸位,檢查_艘數
10006,中部航務中心,其他,0,0,0,280,941,3
10009,中部航務中心,其他,0,0,0,328,839,3
10101,中部航務中心,其他,0,0,0,38,130,2
10102,中部航務中心,其他,0,0,0,129,433,2
10103,中部航務中心,其他,0,0,0,453,996,1
10104,中部航務中心,其他,0,0,0,21,72,1
10105,中部航務中心,其他,0,0,0,493,1132,3
10107,中部航務中心,其他,0,0,0,313,1048,4
10111,中部航務中心,其他,0,0,0,387,1038,4
10201,中部航務中心,其他,0,0,0,68,225,2
10203,中部航務中心,其他,0,0,0,220,737,4
10206,中部航務中心,其他,0,0,0,287,963,3
10207,中部航務中心,其他,0,0,0,9,30,1
10208,中部航務中心,其他,0,0,0,763,2036,5
10209,中部航務中心,其他,0,0,0,97,326,1
10210,中部航務中心,其他,0,0,0,171,567,4
10211,中部航務中心,其他,0,0,0,876,2922,6
10301,中部航務中心,其他,0,0,0,97,326,1
10304,中部航務中心,其他,0,0,0,131,437,1
10305,中部航務中心,其他,0,0,0,274,661,2
10307,中部航務中心,其他,0,0,0,295,992,3
10308,中部航務中心,其他,0,0,0,582,1430,4
10309,中部航務中心,其他,0,0,0,72,240,2
10310,中部航務中心,其他,0,0,0,632,2113,3
10311,中部航務中心,其他,0,0,0,776,2592,6
10312,中部航務中心,其他,0,0,0,276,920,4
10402,中部航務中心,其他,0,0,0,97,326,1
10403,中部航務中心,其他,0,0,0,276,933,2
10405,中部航務中心,其他,0,0,0,579,1940,5
10406,中部航務中心,其他,0,0,0,436,1461,3
10409,中部航務中心,其他,0,0,0,248,834,3
10410,中部航務中心,其他,0,0,0,190,638,3
10501,中部航務中心,其他,0,0,0,346,1160,3
10502,中部航務中心,其他,0,0,0,265,885,1
10503,中部航務中心,其他,0,0,0,117,393,1
10504,中部航務中心,其他,0,0,0,266,890,2
10506,中部航務中心,其他,0,0,0,160,537,2
10508,中部航務中心,其他,0,0,0,635,2127,5
10509,中部航務中心,其他,0,0,0,189,639,4
10510,中部航務中心,其他,0,0,0,255,854,3
10511,中部航務中心,其他,0,0,0,47,158,2
10512,中部航務中心,其他,0,0,0,814,2681,8
10601,中部航務中心,其他,0,0,0,61,207,3
10605,中部航務中心,其他,0,0,0,697,1812,4
10606,中部航務中心,其他,0,0,0,11,39,1
10607,中部航務中心,其他,0,0,0,2102,3901,4
10610,中部航務中心,其他,0,0,0,1131,3764,8
10611,中部航務中心,其他,0,0,0,481,1622,5
10612,中部航務中心,其他,0,0,0,362,1211,2
10702,中部航務中心,其他,0,0,0,9,30,1
10703,中部航務中心,其他,0,0,0,960,1649,2
10704,中部航務中心,其他,0,0,0,1235,4084,5
10706,中部航務中心,其他,0,0,0,570,1906,5
10707,中部航務中心,其他,0,0,0,704,2106,6
10708,中部航務中心,其他,0,0,0,992,2802,6
10709,中部航務中心,其他,0,0,0,752,2512,3
10710,中部航務中心,其他,0,0,0,285,953,3
10711,中部航務中心,其他,0,0,0,793,2656,6
10712,中部航務中心,其他,0,0,0,333,1114,2
10801,中部航務中心,其他,0,0,0,344,1152,4
10802,中部航務中心,其他,0,0,0,157,523,2
10803,中部航務中心,其他,0,0,0,412,1375,1
10804,中部航務中心,其他,0,0,0,1285,2738,5
10805,中部航務中心,其他,0,0,0,521,1751,6
10806,中部航務中心,其他,0,0,0,1715,5726,6
10807,中部航務中心,其他,0,0,0,579,1936,5
10808,中部航務中心,其他,0,0,0,1043,2969,8
10809,中部航務中心,其他,0,0,0,1014,3385,3
10810,中部航務中心,其他,0,0,0,640,2141,6
10811,中部航務中心,其他,0,0,0,454,1521,5
10812,中部航務中心,其他,0,0,0,156,522,2
10901,中部航務中心,其他,0,0,0,110,371,3
10903,中部航務中心,其他,0,0,0,1335,4457,6
10904,中部航務中心,其他,0,0,0,192,642,2
10905,中部航務中心,其他,0,0,0,495,1651,3
10906,中部航務中心,其他,0,0,0,316,1060,3
10907,中部航務中心,其他,0,0,0,951,2663,5
10908,中部航務中心,其他,0,0,0,583,1949,5
10909,中部航務中心,其他,0,0,0,1062,3044,8
10910,中部航務中心,其他,0,0,0,1080,3090,6
10911,中部航務中心,其他,0,0,0,401,1341,2
10912,中部航務中心,其他,0,0,0,231,775,4
11001,中部航務中心,其他,0,0,0,23,78,1
11003,中部航務中心,其他,0,0,0,49,166,1
11004,中部航務中心,其他,0,0,0,1310,3032,4
11005,中部航務中心,其他,0,0,0,31,106,2
11006,中部航務中心,其他,0,0,0,330,1110,4
10303,中部航務中心,其他,575,172,1,362,1212,3
10411,中部航務中心,其他,495,160,1,566,1853,5
