時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
101年04月,金門港,中國大陸,礦產品,16641,64616
101年04月,金門港,中國大陸,化學或有關工業產品,238,5
101年04月,金門港,中國大陸,塑膠橡膠及其製品,1076,10
101年04月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",397,1
101年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",881,16
101年05月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",106,1
101年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",5498,1254
101年05月,金門港,中國大陸,卑金屬及其製品,153,5
101年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",534,12
101年05月,金門港,中國大陸,車輛航空器船舶運輸設備,382,2
101年05月,金門港,中國大陸,植物產品,78,1
101年05月,金門港,中國大陸,"家具玩具運動用品,雜項製品",221,2
101年05月,金門港,中國大陸,礦產品,11475,45300
101年05月,金門港,中國大陸,塑膠橡膠及其製品,382,4
101年05月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1224,28
101年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",1410,22
101年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9174,2085
101年06月,金門港,中國大陸,卑金屬及其製品,395,17
101年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1257,13
101年06月,金門港,中國大陸,植物產品,1031,3
101年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",1245,1
101年06月,金門港,中國大陸,礦產品,25637,97043
101年06月,金門港,中國大陸,化學或有關工業產品,946,3
101年06月,金門港,中國大陸,塑膠橡膠及其製品,399,10
101年07月,金門港,中國大陸,動物產品,647,11
101年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",317,27
101年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10473,1992
101年07月,金門港,中國大陸,卑金屬及其製品,229,7
101年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1077,20
101年07月,金門港,中國大陸,車輛航空器船舶運輸設備,99,2
101年07月,金門港,中國大陸,"家具玩具運動用品,雜項製品",101,1
101年07月,金門港,中國大陸,礦產品,23527,87009
101年07月,金門港,中國大陸,化學或有關工業產品,73,2
101年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",33,5
101年08月,金門港,中國大陸,紡織品及其製品,127,3
101年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",2932,723
101年08月,金門港,中國大陸,卑金屬及其製品,5571,211
101年08月,金門港,中國大陸,車輛航空器船舶運輸設備,86,1
101年08月,金門港,中國大陸,礦產品,21256,81579
101年08月,金門港,中國大陸,"木及木製品,軟木及軟木製品",905,33
101年09月,金門港,中國大陸,動物產品,290,18
101年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",2953,54
101年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",8235,1186
101年09月,金門港,中國大陸,卑金屬及其製品,13532,591
101年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",68,3
101年09月,金門港,中國大陸,礦產品,23837,93933
101年09月,金門港,中國大陸,塑膠橡膠及其製品,197,1
101年09月,金門港,中國大陸,"木及木製品,軟木及軟木製品",2033,53
101年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",1856,34
101年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6670,891
101年10月,金門港,中國大陸,卑金屬及其製品,5469,262
101年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",383,1
101年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",78,3
101年10月,金門港,中國大陸,礦產品,15879,61140
101年10月,金門港,中國大陸,化學或有關工業產品,83,3
101年10月,金門港,中國大陸,塑膠橡膠及其製品,57,9
101年10月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1516,36
101年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3566,72
101年11月,金門港,中國大陸,紡織品及其製品,9,1
101年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6448,1252
101年11月,金門港,中國大陸,卑金屬及其製品,38354,1880
101年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",544,8
101年11月,金門港,中國大陸,礦產品,19556,75795
101年11月,金門港,中國大陸,塑膠橡膠及其製品,405,1
101年12月,金門港,中國大陸,動物產品,264,10
101年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",59,8
101年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4580,859
101年12月,金門港,中國大陸,卑金屬及其製品,40242,1957
101年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",182,1
101年12月,金門港,中國大陸,車輛航空器船舶運輸設備,353,1
101年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",198,5
101年12月,金門港,中國大陸,礦產品,17154,66180
101年12月,金門港,中國大陸,塑膠橡膠及其製品,54,1
101年12月,金門港,中國大陸,"木及木製品,軟木及軟木製品",165,16
102年01月,金門港,中國大陸,動物產品,113,6
102年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",2226,36
102年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",7500,1676
102年01月,金門港,中國大陸,卑金屬及其製品,853,27
102年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",3992,9
102年01月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",282,1
102年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",552,7
102年01月,金門港,中國大陸,礦產品,21431,85350
102年01月,金門港,中國大陸,化學或有關工業產品,64,3
102年01月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",126,1
102年01月,金門港,中國大陸,"木及木製品,軟木及軟木製品",511,33
102年02月,金門港,中國大陸,動物產品,653,6
102年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",288,12
102年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",5417,1046
102年02月,金門港,中國大陸,卑金屬及其製品,528,13
102年02月,金門港,中國大陸,礦產品,6987,27000
102年02月,金門港,中國大陸,塑膠橡膠及其製品,16,2
102年03月,金門港,中國大陸,動物產品,573,12
102年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",1445,8
102年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6500,995
102年03月,金門港,中國大陸,卑金屬及其製品,544,11
102年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",300,3
102年03月,金門港,中國大陸,礦產品,11961,48055
102年03月,金門港,中國大陸,化學或有關工業產品,36,1
102年03月,金門港,中國大陸,塑膠橡膠及其製品,23,2
102年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3010,27
102年04月,金門港,中國大陸,紡織品及其製品,99,1
102年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",7414,1691
102年04月,金門港,中國大陸,卑金屬及其製品,2437,27
102年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",484,1
102年04月,金門港,中國大陸,植物產品,179,2
102年04月,金門港,中國大陸,"家具玩具運動用品,雜項製品",500,6
102年04月,金門港,中國大陸,礦產品,18208,70614
102年04月,金門港,中國大陸,塑膠橡膠及其製品,701,2
102年04月,金門港,中國大陸,"木及木製品,軟木及軟木製品",658,51
102年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",3491,37
102年05月,金門港,中國大陸,紡織品及其製品,67,1
102年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",5706,1209
102年05月,金門港,中國大陸,卑金屬及其製品,109,8
102年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",90,1
102年05月,金門港,中國大陸,車輛航空器船舶運輸設備,470,1
102年05月,金門港,中國大陸,礦產品,9637,38300
102年05月,金門港,中國大陸,化學或有關工業產品,24,1
102年05月,金門港,中國大陸,塑膠橡膠及其製品,32,1
102年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",129,3
102年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6440,1464
102年06月,金門港,中國大陸,卑金屬及其製品,88,2
102年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",8140,11
102年06月,金門港,中國大陸,車輛航空器船舶運輸設備,1049,10
102年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",412,3
102年06月,金門港,中國大陸,礦產品,10169,39427
102年06月,金門港,中國大陸,塑膠橡膠及其製品,788,5
102年06月,金門港,中國大陸,"木及木製品,軟木及軟木製品",88,4
102年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",86,10
102年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6557,1441
102年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",6481,7
102年07月,金門港,中國大陸,植物產品,173,1
102年07月,金門港,中國大陸,"家具玩具運動用品,雜項製品",199,1
102年07月,金門港,中國大陸,礦產品,9959,39130
102年07月,金門港,中國大陸,塑膠橡膠及其製品,255,7
102年07月,金門港,中國大陸,"木及木製品,軟木及軟木製品",364,21
102年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",251,2
102年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6986,1372
102年08月,金門港,中國大陸,卑金屬及其製品,22,2
102年08月,金門港,中國大陸,車輛航空器船舶運輸設備,180,4
102年08月,金門港,中國大陸,礦產品,6486,25680
102年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",53,9
102年09月,金門港,中國大陸,紡織品及其製品,417,1
102年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",12062,2498
102年09月,金門港,中國大陸,卑金屬及其製品,147,5
102年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1408,6
102年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",6,1
102年09月,金門港,中國大陸,礦產品,14069,55280
102年09月,金門港,中國大陸,化學或有關工業產品,116,1
102年09月,金門港,中國大陸,塑膠橡膠及其製品,155,1
102年09月,金門港,中國大陸,"木及木製品,軟木及軟木製品",323,20
102年10月,金門港,中國大陸,動物產品,716,8
102年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",401,9
102年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9972,2072
102年10月,金門港,中國大陸,卑金屬及其製品,28,1
102年10月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",47,1
102年10月,金門港,中國大陸,車輛航空器船舶運輸設備,179,4
102年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",506,1
102年10月,金門港,中國大陸,礦產品,11844,46790
102年10月,金門港,中國大陸,化學或有關工業產品,154,7
102年10月,金門港,中國大陸,"木及木製品,軟木及軟木製品",993,41
102年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",610,16
102年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",19110,3739
102年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",5367,56
102年11月,金門港,中國大陸,礦產品,13866,55906
102年11月,金門港,中國大陸,塑膠橡膠及其製品,228,3
102年12月,金門港,中國大陸,動物產品,78,9
102年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",2053,20
102年12月,金門港,中國大陸,紡織品及其製品,23,1
102年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",7816,1443
102年12月,金門港,中國大陸,卑金屬及其製品,285,1
102年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",2483,18
102年12月,金門港,中國大陸,礦產品,10393,40465
102年12月,金門港,中國大陸,化學或有關工業產品,1289,1
103年01月,金門港,中國大陸,動物產品,1820,26
103年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",423,18
103年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",12815,2472
103年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",3860,25
103年01月,金門港,中國大陸,車輛航空器船舶運輸設備,331,4
103年01月,金門港,中國大陸,植物產品,178,6
103年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",249,1
103年01月,金門港,中國大陸,礦產品,16177,62326
103年01月,金門港,中國大陸,塑膠橡膠及其製品,509,6
103年01月,金門港,中國大陸,"木及木製品,軟木及軟木製品",139,9
103年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",427,2
103年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",2804,536
103年02月,金門港,中國大陸,卑金屬及其製品,56816,2810
103年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",231,4
103年02月,金門港,中國大陸,植物產品,812,47
103年02月,金門港,中國大陸,"家具玩具運動用品,雜項製品",71,1
103年02月,金門港,中國大陸,礦產品,4164,16569
103年02月,金門港,中國大陸,塑膠橡膠及其製品,1563,17
103年02月,金門港,中國大陸,"木及木製品,軟木及軟木製品",120,2
103年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",1240,19
103年03月,金門港,中國大陸,紡織品及其製品,52,1
103年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",3886,965
103年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",426,5
103年03月,金門港,中國大陸,"家具玩具運動用品,雜項製品",492,4
103年03月,金門港,中國大陸,礦產品,11781,43375
103年03月,金門港,中國大陸,塑膠橡膠及其製品,845,15
103年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",687,13
103年04月,金門港,中國大陸,紡織品及其製品,16,1
103年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",14334,2861
103年04月,金門港,中國大陸,卑金屬及其製品,2178,109
103年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",129,1
103年04月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",310,1
103年04月,金門港,中國大陸,"家具玩具運動用品,雜項製品",298,1
103年04月,金門港,中國大陸,礦產品,12748,49545
103年04月,金門港,中國大陸,塑膠橡膠及其製品,79,1
103年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",210,2
103年05月,金門港,中國大陸,紡織品及其製品,198,3
103年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9135,1716
103年05月,金門港,中國大陸,卑金屬及其製品,5420,235
103年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",766,21
103年05月,金門港,中國大陸,"家具玩具運動用品,雜項製品",200,1
103年05月,金門港,中國大陸,礦產品,10023,40270
103年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4341,827
103年06月,金門港,中國大陸,卑金屬及其製品,121,1
103年06月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",4367,120
103年06月,金門港,中國大陸,"家具玩具運動用品,雜項製品",136,4
103年06月,金門港,中國大陸,藝術品古董,257,2
103年06月,金門港,中國大陸,"調製食品,飲料,煙酒類",298,10
103年06月,金門港,中國大陸,礦產品,7130,27660
103年06月,金門港,中國大陸,塑膠橡膠及其製品,196,13
103年06月,金門港,中國大陸,"木及木製品,軟木及軟木製品",778,14
103年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",658,18
103年07月,金門港,中國大陸,紡織品及其製品,161,5
103年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9227,1265
103年07月,金門港,中國大陸,卑金屬及其製品,381,2
103年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",197,1
103年07月,金門港,中國大陸,礦產品,13217,51815
103年07月,金門港,中國大陸,化學或有關工業產品,100,3
103年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",198,15
103年08月,金門港,中國大陸,紡織品及其製品,90,1
103年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",12386,2073
103年08月,金門港,中國大陸,卑金屬及其製品,5196,162
103年08月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",736,17
103年08月,金門港,中國大陸,"家具玩具運動用品,雜項製品",210,1
103年08月,金門港,中國大陸,礦產品,13066,50725
103年08月,金門港,中國大陸,化學或有關工業產品,68,3
103年08月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1764,23
103年09月,金門港,中國大陸,動物產品,441,10
103年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",197,1
103年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9437,1817
103年09月,金門港,中國大陸,卑金屬及其製品,29068,1390
103年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",2835,31
103年09月,金門港,中國大陸,車輛航空器船舶運輸設備,135,3
103年09月,金門港,中國大陸,"家具玩具運動用品,雜項製品",143,1
103年09月,金門港,中國大陸,礦產品,10564,38870
103年09月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",50,1
103年09月,金門港,中國大陸,"木及木製品,軟木及軟木製品",936,6
103年10月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",210,2
103年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10624,2397
103年10月,金門港,中國大陸,卑金屬及其製品,3559,150
103年10月,金門港,中國大陸,"家具玩具運動用品,雜項製品",73,1
103年10月,金門港,中國大陸,礦產品,12914,49590
103年10月,金門港,中國大陸,"木及木製品,軟木及軟木製品",60,1
103年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",117,10
103年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",14599,3144
103年11月,金門港,中國大陸,卑金屬及其製品,3789,138
103年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",5590,28
103年11月,金門港,中國大陸,"家具玩具運動用品,雜項製品",5136,15
103年11月,金門港,中國大陸,礦產品,15556,51653
103年12月,金門港,中國大陸,動物產品,1263,7
103年12月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",515,2
103年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",9854,1922
103年12月,金門港,中國大陸,卑金屬及其製品,16580,679
103年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",314,1
103年12月,金門港,中國大陸,車輛航空器船舶運輸設備,188,3
103年12月,金門港,中國大陸,植物產品,406,13
103年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",152,2
103年12月,金門港,中國大陸,礦產品,15736,57270
104年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",783,7
104年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4723,963
104年01月,金門港,中國大陸,卑金屬及其製品,3447,146
104年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1499,23
104年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",322,1
104年01月,金門港,中國大陸,"調製食品,飲料,煙酒類",293,9
104年01月,金門港,中國大陸,礦產品,14074,52283
104年01月,金門港,中國大陸,塑膠橡膠及其製品,65,1
104年02月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",45,3
104年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",5826,1193
104年02月,金門港,中國大陸,卑金屬及其製品,20384,767
104年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",167,2
104年02月,金門港,中國大陸,車輛航空器船舶運輸設備,598,9
104年02月,金門港,中國大陸,"家具玩具運動用品,雜項製品",751,7
104年02月,金門港,中國大陸,藝術品古董,331,1
104年02月,金門港,中國大陸,礦產品,9644,31894
104年02月,金門港,中國大陸,化學或有關工業產品,62,4
104年02月,金門港,中國大陸,"木及木製品,軟木及軟木製品",346,26
104年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",645,20
104年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",3851,956
104年03月,金門港,中國大陸,卑金屬及其製品,34006,1490
104年03月,金門港,中國大陸,礦產品,13880,43130
104年04月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",551,7
104年04月,金門港,中國大陸,紡織品及其製品,94,1
104年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4864,1082
104年04月,金門港,中國大陸,卑金屬及其製品,22408,841
104年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",4648,48
104年04月,金門港,中國大陸,礦產品,28944,72608
104年04月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",998,6
104年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",75,12
104年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",8034,1276
104年05月,金門港,中國大陸,卑金屬及其製品,15727,595
104年05月,金門港,中國大陸,"調製食品,飲料,煙酒類",303,10
104年05月,金門港,中國大陸,礦產品,23906,63123
104年05月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",133,1
104年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6425,904
104年06月,金門港,中國大陸,卑金屬及其製品,28983,1277
104年06月,金門港,中國大陸,車輛航空器船舶運輸設備,185,4
104年06月,金門港,中國大陸,礦產品,20603,56681
104年07月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",72,12
104年07月,金門港,中國大陸,紡織品及其製品,102,1
104年07月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",3432,710
104年07月,金門港,中國大陸,卑金屬及其製品,24195,917
104年07月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",100,1
104年07月,金門港,中國大陸,礦產品,19878,57502
104年07月,金門港,中國大陸,"木及木製品,軟木及軟木製品",434,14
104年08月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",209,1
104年08月,金門港,中國大陸,紡織品及其製品,153,1
104年08月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",12724,906
104年08月,金門港,中國大陸,卑金屬及其製品,10184,472
104年08月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",894,16
104年08月,金門港,中國大陸,"家具玩具運動用品,雜項製品",42,1
104年08月,金門港,中國大陸,礦產品,16426,56913
104年08月,金門港,中國大陸,塑膠橡膠及其製品,927,14
104年08月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",70,1
104年08月,金門港,中國大陸,"木及木製品,軟木及軟木製品",293,4
104年09月,金門港,中國大陸,動物產品,407,4
104年09月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",216,15
104年09月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",8531,665
104年09月,金門港,中國大陸,卑金屬及其製品,29085,1131
104年09月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1755,22
104年09月,金門港,中國大陸,礦產品,14660,49086
104年09月,金門港,中國大陸,化學或有關工業產品,56,2
104年09月,金門港,中國大陸,塑膠橡膠及其製品,1991,23
104年10月,金門港,中國大陸,動物產品,295,6
104年10月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",7680,1091
104年10月,金門港,中國大陸,卑金屬及其製品,7511,266
104年10月,金門港,中國大陸,礦產品,12204,41923
104年11月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",321,15
104年11月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10393,1538
104年11月,金門港,中國大陸,卑金屬及其製品,8339,377
104年11月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1625,28
104年11月,金門港,中國大陸,植物產品,3201,145
104年11月,金門港,中國大陸,礦產品,19600,64710
104年12月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10295,1715
104年12月,金門港,中國大陸,卑金屬及其製品,5725,81
104年12月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",10120,146
104年12月,金門港,中國大陸,車輛航空器船舶運輸設備,38778,853
104年12月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",820,1
104年12月,金門港,中國大陸,植物產品,21688,980
104年12月,金門港,中國大陸,"家具玩具運動用品,雜項製品",423,2
104年12月,金門港,中國大陸,礦產品,12214,41058
104年12月,金門港,亞洲其他地區,礦產品,208,800
104年12月,金門港,中國大陸,"皮革毛衣及其製品,旅行用物品",350,4
104年12月,金門港,中國大陸,"木及木製品,軟木及軟木製品",1376,14
105年01月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",460,23
105年01月,金門港,中國大陸,紡織品及其製品,227,1
105年01月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",13682,2151
105年01月,金門港,中國大陸,卑金屬及其製品,26017,883
105年01月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",754,13
105年01月,金門港,中國大陸,車輛航空器船舶運輸設備,14748,86
105年01月,金門港,中國大陸,植物產品,15269,681
105年01月,金門港,中國大陸,"家具玩具運動用品,雜項製品",288,5
105年01月,金門港,中國大陸,"調製食品,飲料,煙酒類",302,9
105年01月,金門港,中國大陸,礦產品,16036,47620
105年01月,金門港,中國大陸,"木及木製品,軟木及軟木製品",899,17
105年02月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1374,278
105年02月,金門港,中國大陸,卑金屬及其製品,2618,171
105年02月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",310,4
105年02月,金門港,中國大陸,車輛航空器船舶運輸設備,248,31
105年02月,金門港,中國大陸,礦產品,1961,6975
105年03月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",292,18
105年03月,金門港,中國大陸,紡織品及其製品,101,1
105年03月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",7097,1183
105年03月,金門港,中國大陸,卑金屬及其製品,23366,1184
105年03月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1680,54
105年03月,金門港,中國大陸,車輛航空器船舶運輸設備,308,50
105年03月,金門港,中國大陸,植物產品,13491,1039
105年03月,金門港,中國大陸,"家具玩具運動用品,雜項製品",96,1
105年03月,金門港,中國大陸,礦產品,15265,53410
105年04月,金門港,中國大陸,動物產品,291,6
105年04月,金門港,中國大陸,紡織品及其製品,648,1
105年04月,金門港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",41,1
105年04月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4886,726
105年04月,金門港,中國大陸,卑金屬及其製品,12677,435
105年04月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",9149,254
105年04月,金門港,中國大陸,車輛航空器船舶運輸設備,292,45
105年04月,金門港,中國大陸,"光學照相電影計量檢查儀器,鐘錶樂器",140,1
105年04月,金門港,中國大陸,植物產品,6638,516
105年04月,金門港,中國大陸,礦產品,8228,28704
105年04月,金門港,中國大陸,塑膠橡膠及其製品,278,4
105年05月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",519,19
105年05月,金門港,中國大陸,紡織品及其製品,160,2
105年05月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",4710,816
105年05月,金門港,中國大陸,卑金屬及其製品,4219,210
105年05月,金門港,中國大陸,"機械用具電機設備,電視影像錄音機",1205,30
105年05月,金門港,中國大陸,車輛航空器船舶運輸設備,263,56
105年05月,金門港,中國大陸,植物產品,19234,1529
105年05月,金門港,中國大陸,礦產品,7550,28694
105年06月,金門港,中國大陸,"木漿紙漿,紙及紙板及其製品",171,18
105年06月,金門港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",6117,1136
105年06月,金門港,中國大陸,卑金屬及其製品,6722,36
105年06月,金門港,中國大陸,車輛航空器船舶運輸設備,505,99
