時間,國內港,地區別,貨物別,價值(新臺幣千元),重量(公噸)
104年11月,馬祖港,中國大陸,礦產品,4304,16538
104年11月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",97,3
104年12月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",12,12
104年12月,馬祖港,中國大陸,礦產品,4345,16618
105年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",297,281
105年01月,馬祖港,中國大陸,車輛航空器船舶運輸設備,31,3
105年01月,馬祖港,中國大陸,礦產品,3769,14169
105年02月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",366,304
105年02月,馬祖港,中國大陸,車輛航空器船舶運輸設備,12,1
105年02月,馬祖港,中國大陸,礦產品,204,772
105年03月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",16,14
105年03月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",380,2
105年03月,馬祖港,中國大陸,礦產品,2878,10908
105年04月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",115,102
105年04月,馬祖港,中國大陸,礦產品,2902,11102
105年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",655,560
105年05月,馬祖港,中國大陸,車輛航空器船舶運輸設備,62,6
105年05月,馬祖港,中國大陸,礦產品,1054,4043
105年06月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",78,68
105年06月,馬祖港,中國大陸,車輛航空器船舶運輸設備,62,6
105年06月,馬祖港,中國大陸,礦產品,615,2362
105年07月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",235,190
105年07月,馬祖港,中國大陸,車輛航空器船舶運輸設備,62,6
105年07月,馬祖港,中國大陸,礦產品,997,3861
105年08月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",261,225
105年08月,馬祖港,中國大陸,車輛航空器船舶運輸設備,124,12
105年08月,馬祖港,中國大陸,礦產品,559,2205
105年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",673,250
105年09月,馬祖港,中國大陸,車輛航空器船舶運輸設備,100,15
105年09月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",4,1
105年09月,馬祖港,中國大陸,礦產品,972,3842
105年09月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",252,12
105年10月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",819,741
105年10月,馬祖港,中國大陸,車輛航空器船舶運輸設備,31,3
105年10月,馬祖港,中國大陸,礦產品,788,3127
105年11月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1159,1042
105年11月,馬祖港,中國大陸,車輛航空器船舶運輸設備,62,6
105年11月,馬祖港,中國大陸,礦產品,1551,6115
105年12月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",37,28
105年12月,馬祖港,中國大陸,車輛航空器船舶運輸設備,31,3
105年12月,馬祖港,中國大陸,礦產品,1861,7262
106年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",126,110
106年01月,馬祖港,中國大陸,礦產品,1190,4805
106年02月,馬祖港,中國大陸,車輛航空器船舶運輸設備,14,1
106年02月,馬祖港,中國大陸,礦產品,400,1620
106年03月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",517,467
106年03月,馬祖港,中國大陸,車輛航空器船舶運輸設備,31,3
106年03月,馬祖港,中國大陸,礦產品,2696,11288
106年04月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",26,24
106年04月,馬祖港,中國大陸,礦產品,2127,9062
106年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",159,111
106年05月,馬祖港,中國大陸,礦產品,2064,9000
106年06月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",92,86
106年06月,馬祖港,亞洲其他地區,"石料水泥石棉等材料之製品,陶瓷,玻璃",71,782
106年06月,馬祖港,中國大陸,車輛航空器船舶運輸設備,36,4
106年06月,馬祖港,中國大陸,礦產品,565,2344
106年06月,馬祖港,亞洲其他地區,礦產品,180,31
106年07月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",198,185
106年07月,馬祖港,中國大陸,車輛航空器船舶運輸設備,93,9
106年07月,馬祖港,中國大陸,礦產品,927,3881
106年08月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",131,123
106年08月,馬祖港,中國大陸,車輛航空器船舶運輸設備,315,29
106年08月,馬祖港,中國大陸,礦產品,2855,11364
106年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",345,325
106年09月,馬祖港,中國大陸,車輛航空器船舶運輸設備,155,15
106年09月,馬祖港,中國大陸,礦產品,1944,7359
106年09月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",81,9
106年10月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",125,116
106年10月,馬祖港,中國大陸,車輛航空器船舶運輸設備,31,3
106年10月,馬祖港,中國大陸,礦產品,2257,8091
106年11月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",10,8
106年11月,馬祖港,中國大陸,車輛航空器船舶運輸設備,155,15
106年11月,馬祖港,中國大陸,礦產品,2302,8999
106年12月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",72,68
106年12月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",200,20
106年12月,馬祖港,中國大陸,車輛航空器船舶運輸設備,62,6
106年12月,馬祖港,中國大陸,礦產品,2206,8103
107年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",141,96
107年01月,馬祖港,中國大陸,車輛航空器船舶運輸設備,22,1
107年01月,馬祖港,中國大陸,礦產品,1055,4793
107年02月,馬祖港,中國大陸,車輛航空器船舶運輸設備,10,1
107年02月,馬祖港,中國大陸,礦產品,548,2440
107年03月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",217,212
107年03月,馬祖港,中國大陸,礦產品,494,2223
107年04月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",440,413
107年04月,馬祖港,中國大陸,礦產品,2100,4857
107年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",403,230
107年05月,馬祖港,中國大陸,"家具玩具運動用品,雜項製品",19,2
107年05月,馬祖港,中國大陸,礦產品,1252,4055
107年05月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",71,5
107年06月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",414,79
107年06月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",43,1
107年06月,馬祖港,中國大陸,車輛航空器船舶運輸設備,108,1
107年06月,馬祖港,中國大陸,礦產品,6268,23508
107年06月,馬祖港,中國大陸,塑膠橡膠及其製品,30,1
107年07月,馬祖港,中國大陸,動物產品,63,2
107年07月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",424,398
107年07月,馬祖港,中國大陸,礦產品,12957,51635
107年08月,馬祖港,中國大陸,礦產品,12657,50296
107年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",290,269
107年09月,馬祖港,中國大陸,礦產品,25376,48234
107年10月,馬祖港,中國大陸,動物產品,122,5
107年10月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",42,38
107年10月,馬祖港,中國大陸,礦產品,34419,65080
107年11月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",388,101
107年11月,馬祖港,中國大陸,車輛航空器船舶運輸設備,27,1
107年11月,馬祖港,中國大陸,礦產品,27994,50363
107年12月,馬祖港,中國大陸,礦產品,14670,26991
108年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",649,593
108年01月,馬祖港,中國大陸,礦產品,24596,45848
108年02月,馬祖港,中國大陸,車輛航空器船舶運輸設備,11,1
108年02月,馬祖港,中國大陸,礦產品,263,810
108年03月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",199,82
108年03月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",951,13
108年03月,馬祖港,中國大陸,礦產品,1685,5662
108年04月,馬祖港,中國大陸,礦產品,1090,3285
108年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",412,365
108年05月,馬祖港,中國大陸,礦產品,2401,8909
108年06月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",674,605
108年06月,馬祖港,中國大陸,礦產品,1375,4907
108年07月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",318,290
108年07月,馬祖港,中國大陸,礦產品,2990,11435
108年08月,馬祖港,中國大陸,礦產品,1459,5683
108年09月,馬祖港,中國大陸,動物產品,96558,2089
108年09月,馬祖港,中國大陸,"木漿紙漿,紙及紙板及其製品",2680,1
108年09月,馬祖港,中國大陸,紡織品及其製品,4350,4
108年09月,馬祖港,中國大陸,"鞋帽傘,羽毛及其製品,人造花",2592,13
108年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1020,514
108年09月,馬祖港,中國大陸,卑金屬及其製品,14684,1
108年09月,馬祖港,中國大陸,"機械用具電機設備,電視影像錄音機",302506,2
108年09月,馬祖港,中國大陸,車輛航空器船舶運輸設備,15911,13
108年09月,馬祖港,中國大陸,動植物油脂及其分解物,2928,47
108年09月,馬祖港,中國大陸,"調製食品,飲料,煙酒類",9749,161
108年09月,馬祖港,中國大陸,礦產品,1649,6325
108年09月,馬祖港,中國大陸,化學或有關工業產品,7308,17
108年09月,馬祖港,中國大陸,塑膠橡膠及其製品,10286,19
108年09月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",107,6
108年10月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",89,2
108年10月,馬祖港,中國大陸,礦產品,203,816
108年11月,馬祖港,中國大陸,礦產品,179,831
108年12月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",513,370
108年12月,馬祖港,中國大陸,礦產品,787,3277
108年12月,馬祖港,中國大陸,"木及木製品,軟木及軟木製品",131,9
109年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",130,107
109年01月,馬祖港,中國大陸,礦產品,1127,4811
109年04月,馬祖港,中國大陸,礦產品,1439,6886
109年05月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",1110,1038
109年05月,馬祖港,中國大陸,礦產品,586,2445
109年06月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",54,52
109年06月,馬祖港,中國大陸,礦產品,1800,7915
109年07月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",195,185
109年07月,馬祖港,中國大陸,礦產品,1754,8338
109年08月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",238,228
109年08月,馬祖港,中國大陸,礦產品,908,4402
109年09月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",91,84
109年09月,馬祖港,中國大陸,礦產品,750,3172
109年10月,馬祖港,中國大陸,動物產品,298,10
109年10月,馬祖港,中國大陸,礦產品,1635,7775
109年11月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",862,545
109年11月,馬祖港,中國大陸,礦產品,966,4555
109年12月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",87,82
109年12月,馬祖港,中國大陸,礦產品,1542,7080
110年01月,馬祖港,中國大陸,"石料水泥石棉等材料之製品,陶瓷,玻璃",161,159
110年01月,馬祖港,中國大陸,礦產品,3407,16264
110年02月,馬祖港,中國大陸,礦產品,941,4709
110年03月,馬祖港,中國大陸,礦產品,1491,7166
100年01月,興達港,印尼,礦產品,856790,305625
100年02月,興達港,印尼,礦產品,452039,153262
100年02月,興達港,澳洲,礦產品,97449,31076
100年03月,興達港,印尼,礦產品,164935,70500
100年03月,興達港,澳洲,礦產品,524651,173522
100年04月,興達港,印尼,礦產品,246356,86624
100年04月,興達港,澳洲,礦產品,727149,262151
100年05月,興達港,印尼,礦產品,270639,123235
100年05月,興達港,澳洲,礦產品,183097,88978
100年06月,興達港,俄羅斯,礦產品,227533,60000
100年06月,興達港,印尼,礦產品,350876,141585
100年06月,興達港,澳洲,礦產品,265324,85963
100年07月,興達港,印尼,礦產品,155371,83904
100年07月,興達港,澳洲,礦產品,236944,58609
100年08月,興達港,印尼,礦產品,248521,89033
100年08月,興達港,澳洲,礦產品,1016714,286956
100年09月,興達港,印尼,礦產品,231143,81473
100年09月,興達港,澳洲,礦產品,1273499,330908
100年10月,興達港,印尼,礦產品,526232,164997
100年10月,興達港,澳洲,礦產品,725458,209051
100年11月,興達港,印尼,礦產品,1002902,328021
100年11月,興達港,澳洲,礦產品,614330,157755
100年12月,興達港,印尼,礦產品,267026,82500
100年12月,興達港,澳洲,礦產品,1024706,266203
101年01月,興達港,印尼,礦產品,884677,252591
101年01月,興達港,澳洲,礦產品,384757,87991
101年02月,興達港,俄羅斯,礦產品,234012,66250
101年02月,興達港,印尼,礦產品,523815,178054
101年02月,興達港,澳洲,礦產品,340222,85520
101年03月,興達港,印尼,礦產品,216750,87505
101年03月,興達港,澳洲,礦產品,1260422,340038
101年04月,興達港,俄羅斯,礦產品,236026,66853
101年04月,興達港,印尼,礦產品,577115,198774
101年04月,興達港,澳洲,礦產品,460676,118820
101年05月,興達港,印尼,礦產品,1015168,331433
101年05月,興達港,加拿大,礦產品,210245,82339
101年05月,興達港,澳洲,礦產品,503262,129437
101年06月,興達港,印尼,礦產品,133883,45000
101年06月,興達港,澳洲,礦產品,614716,176040
101年07月,興達港,俄羅斯,礦產品,273101,77000
101年07月,興達港,印尼,礦產品,631133,240052
101年07月,興達港,澳洲,礦產品,206784,56500
101年08月,興達港,印尼,礦產品,215935,82499
101年08月,興達港,澳洲,礦產品,476077,127827
101年09月,興達港,印尼,礦產品,880375,337897
101年10月,興達港,印尼,礦產品,373146,171753
101年10月,興達港,澳洲,礦產品,770255,217303
101年11月,興達港,印尼,礦產品,560277,244305
101年11月,興達港,澳洲,礦產品,384699,113294
101年12月,興達港,印尼,礦產品,335509,156204
101年12月,興達港,澳洲,礦產品,639323,173192
102年01月,興達港,印尼,礦產品,359421,160800
102年01月,興達港,澳洲,礦產品,270160,75571
102年02月,興達港,印尼,礦產品,657299,259734
102年02月,興達港,澳洲,礦產品,652996,179149
102年03月,興達港,印尼,礦產品,537953,176949
102年03月,興達港,澳洲,礦產品,320825,87563
102年04月,興達港,印尼,礦產品,802233,400099
102年04月,興達港,澳洲,礦產品,1124518,338359
102年05月,興達港,印尼,礦產品,631937,246861
102年05月,興達港,澳洲,礦產品,807984,219537
102年06月,興達港,印尼,礦產品,337848,157646
102年06月,興達港,澳洲,礦產品,263482,86102
102年07月,興達港,印尼,礦產品,1020438,390516
102年08月,興達港,澳洲,礦產品,490689,159484
102年09月,興達港,印尼,礦產品,562067,237859
102年09月,興達港,澳洲,礦產品,491859,170769
102年10月,興達港,印尼,礦產品,686452,317423
102年10月,興達港,澳洲,礦產品,120405,45310
102年11月,興達港,印尼,礦產品,938973,386477
102年12月,興達港,印尼,礦產品,383993,167186
102年12月,興達港,澳洲,礦產品,833261,262132
103年01月,興達港,印尼,礦產品,336329,155262
103年02月,興達港,印尼,礦產品,195733,88000
103年03月,興達港,印尼,礦產品,504719,229994
103年04月,興達港,印尼,礦產品,1276746,563643
103年04月,興達港,澳洲,礦產品,287014,87998
103年05月,興達港,印尼,礦產品,1019377,426436
