時間(年月),海域位置,港口位置,港口名稱,船籍別,船舶用途名稱,船難類別,發生次數
10209,其他,其他,其他,國輪,商船,機器故障,1
10209,其他,其他,其他,國輪,商船,其他,1
10209,其他,其他,其他,國輪,商船,非常變故,1
10209,其他,其他,其他,國輪,商船,其他,1
10209,其他,其他,其他,國輪,商船,兩船碰撞,1
10209,其他,其他,其他,國輪,商船,其他,2
10209,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10209,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10209,我國海域,港區內,台北港,外輪,漁船,與其他物碰撞,1
10209,其他,其他,其他,國輪,漁船,其他,1
10209,其他,其他,其他,外輪,漁船,機器故障,1
10209,其他,其他,其他,外輪,漁船,其他,1
10209,其他,其他,其他,外輪,漁船,非常變故,1
10209,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10209,其他,其他,其他,外輪,漁船,非常變故,6
10210,其他,其他,其他,國輪,商船,兩船碰撞,1
10210,其他,其他,其他,國輪,商船,機器故障,1
10210,其他,其他,其他,國輪,商船,其他,1
10210,其他,其他,其他,國輪,商船,兩船碰撞,1
10210,其他,其他,其他,國輪,商船,其他,1
10210,其他,其他,其他,國輪,漁船,其他,1
10210,我國海域,港區內,高雄港,國輪,漁船,與其他物碰撞,1
10210,我國海域,港區內,蘇澳港,國輪,漁船,與其他物碰撞,1
10210,我國海域,港區內,高雄港,外輪,漁船,機器故障,1
10210,我國海域,港區內,臺中港,外輪,漁船,其他,1
10210,其他,其他,其他,外輪,漁船,兩船碰撞,2
10210,其他,其他,其他,外輪,漁船,傾覆,1
10210,其他,其他,其他,外輪,漁船,機器故障,1
10210,其他,其他,其他,外輪,漁船,其他,2
10210,其他,其他,其他,外輪,漁船,非常變故,1
10210,其他,其他,其他,外輪,漁船,非常變故,2
10210,我國海域,港區內,花蓮港,外輪,漁船,與其他物碰撞,1
10210,其他,其他,其他,外輪,漁船,非常變故,6
10210,我國海域,港區內,基隆港,國輪,其他,觸礁或擱淺,1
10210,我國海域,港區內,臺中港,國輪,其他,非常變故,1
10210,我國海域,港區內,臺中港,國輪,其他,其他,1
10211,我國海域,港區內,高雄港,國輪,商船,兩船碰撞,1
10211,其他,其他,其他,國輪,商船,兩船碰撞,5
10211,其他,其他,其他,國輪,商船,觸礁或擱淺,2
10211,其他,其他,其他,國輪,商船,失火,3
10211,其他,其他,其他,國輪,商船,傾覆,1
10211,其他,其他,其他,國輪,商船,非常變故,2
10211,其他,其他,其他,國輪,商船,其他,1
10211,其他,其他,其他,國輪,商船,失火,1
10211,其他,其他,其他,國輪,商船,傾覆,1
10211,其他,其他,其他,國輪,商船,機器故障,2
10211,其他,其他,其他,國輪,商船,其他,1
10211,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10211,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10211,其他,其他,其他,外輪,漁船,非常變故,11
10211,我國海域,港區內,臺中港,外輪,其他,兩船碰撞,1
10212,其他,其他,其他,國輪,商船,兩船碰撞,2
10212,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10212,其他,其他,其他,國輪,商船,機器故障,3
10212,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10212,其他,其他,其他,國輪,商船,機器故障,1
10212,其他,其他,其他,國輪,商船,其他,1
10212,其他,其他,其他,國輪,商船,兩船碰撞,1
10212,其他,其他,其他,國輪,商船,其他,1
10212,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10212,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10212,其他,其他,其他,外輪,漁船,兩船碰撞,1
10212,我國海域,港區內,台北港,外輪,漁船,與其他物碰撞,1
10212,其他,其他,其他,國輪,漁船,其他,1
10212,其他,其他,其他,外輪,漁船,其他,1
10212,其他,其他,其他,外輪,漁船,非常變故,3
10212,其他,其他,其他,國輪,漁船,非常變故,1
10212,其他,其他,其他,外輪,漁船,非常變故,12
10212,我國海域,港區內,臺中港,國輪,其他,洩漏,1
10301,其他,其他,其他,國輪,商船,失火,2
10301,其他,其他,其他,國輪,商船,傾覆,2
10301,其他,其他,其他,國輪,商船,兩船碰撞,1
10301,其他,其他,其他,國輪,商船,失火,1
10301,其他,其他,其他,國輪,商船,機器故障,1
10301,其他,其他,其他,國輪,商船,其他,1
10301,其他,其他,其他,國輪,商船,機器故障,1
10301,我國海域,港區內,基隆港,外輪,漁船,與其他物碰撞,1
10301,我國海域,港區內,臺中港,外輪,漁船,與其他物碰撞,1
10301,我國海域,港區內,臺中港,外輪,漁船,其他,2
10301,其他,其他,其他,外輪,漁船,兩船碰撞,1
10301,其他,其他,其他,外輪,漁船,其他,1
10301,其他,其他,其他,外輪,漁船,非常變故,2
10301,其他,其他,其他,外輪,漁船,其他,1
10301,其他,其他,其他,外輪,漁船,非常變故,10
10301,我國海域,港區內,臺中港,國輪,其他,兩船碰撞,1
10302,其他,其他,其他,國輪,商船,失火,5
10302,其他,其他,其他,國輪,商船,與其他物碰撞,1
10302,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10302,其他,其他,其他,國輪,商船,失火,1
10302,其他,其他,其他,國輪,商船,機器故障,3
10302,其他,其他,其他,國輪,商船,其他,1
10302,其他,其他,其他,國輪,商船,失火,1
10302,我國海域,港區內,高雄港,國輪,漁船,與其他物碰撞,1
10302,我國海域,港區內,基隆港,外輪,漁船,其他,1
10302,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10302,其他,其他,其他,外輪,漁船,非常變故,1
10302,其他,其他,其他,外輪,漁船,爆炸,1
10302,其他,其他,其他,外輪,漁船,非常變故,2
10302,其他,其他,其他,外輪,漁船,非常變故,7
10303,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10303,其他,其他,其他,國輪,商船,機器故障,5
10303,其他,其他,其他,國輪,商船,其他,2
10303,其他,其他,其他,國輪,商船,機器故障,1
10303,我國海域,港區內,基隆港,外輪,漁船,其他,1
10303,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10303,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10303,其他,其他,其他,外輪,漁船,與其他物碰撞,1
10303,其他,其他,其他,國輪,漁船,其他,1
10303,其他,其他,其他,外輪,漁船,其他,1
10303,其他,其他,其他,外輪,漁船,其他,1
10303,其他,其他,其他,外輪,漁船,非常變故,1
10303,其他,其他,其他,外輪,漁船,機器故障,1
10303,其他,其他,其他,外輪,漁船,非常變故,7
10303,我國海域,港區內,臺中港,國輪,其他,其他,1
10304,其他,其他,其他,國輪,商船,觸礁或擱淺,2
10304,其他,其他,其他,國輪,商船,其他,1
10304,其他,其他,其他,國輪,商船,機器故障,2
10304,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10304,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,6
10304,我國海域,港區內,高雄港,外輪,漁船,機器故障,1
10304,其他,其他,其他,外輪,漁船,非常變故,3
10304,其他,其他,其他,外輪,漁船,非常變故,8
10304,我國海域,港區內,高雄港,外輪,其他,兩船碰撞,1
10304,我國海域,港區內,高雄港,國輪,其他,洩漏,1
10305,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10305,其他,其他,其他,國輪,商船,其他,1
10305,其他,其他,其他,國輪,商船,傾覆,1
10305,其他,其他,其他,國輪,商船,機器故障,1
10305,其他,其他,其他,國輪,商船,失火,2
10305,其他,其他,其他,國輪,商船,機器故障,2
10305,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10305,我國海域,港區內,臺中港,外輪,漁船,失火,1
10305,其他,其他,其他,國輪,漁船,其他,1
10305,其他,其他,其他,外輪,漁船,機器故障,1
10305,其他,其他,其他,外輪,漁船,兩船碰撞,2
10305,其他,其他,其他,外輪,漁船,非常變故,2
10305,其他,其他,其他,外輪,漁船,機器故障,1
10305,其他,其他,其他,外輪,漁船,非常變故,4
10306,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10306,其他,其他,其他,國輪,商船,兩船碰撞,1
10306,其他,其他,其他,國輪,商船,失火,1
10306,其他,其他,其他,國輪,商船,機器故障,1
10306,其他,其他,其他,國輪,商船,其他,5
10306,其他,其他,其他,國輪,商船,失火,1
10306,其他,其他,其他,國輪,商船,其他,1
10306,我國海域,港區內,蘇澳港,國輪,漁船,兩船碰撞,1
10306,我國海域,港區內,高雄港,外輪,漁船,其他,1
10307,其他,其他,其他,國輪,商船,失火,1
10307,其他,其他,其他,國輪,商船,兩船碰撞,2
10307,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10307,其他,其他,其他,國輪,商船,失火,1
10307,其他,其他,其他,國輪,商船,機器故障,1
10307,其他,其他,其他,國輪,商船,非常變故,1
10307,其他,其他,其他,國輪,商船,洩漏,1
10307,其他,其他,其他,國輪,商船,其他,1
10307,其他,其他,其他,國輪,商船,兩船碰撞,1
10307,其他,其他,其他,國輪,商船,機器故障,1
10307,其他,其他,其他,國輪,商船,非常變故,1
10307,其他,其他,其他,國輪,商船,其他,2
10307,我國海域,港區內,花蓮港,國輪,漁船,兩船碰撞,3
10307,我國海域,港區內,花蓮港,國輪,漁船,其他,2
10307,我國海域,港區內,臺中港,國輪,漁船,觸礁或擱淺,1
10307,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10307,我國海域,港區內,高雄港,外輪,漁船,觸礁或擱淺,1
10307,其他,其他,其他,國輪,漁船,其他,1
10307,其他,其他,其他,外輪,漁船,非常變故,2
10307,其他,其他,其他,外輪,漁船,非常變故,6
10307,我國海域,港區內,台北港,國輪,其他,觸礁或擱淺,1
10308,其他,其他,其他,國輪,商船,兩船碰撞,1
10308,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10308,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10308,其他,其他,其他,國輪,商船,其他,1
10308,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10308,我國海域,港區內,臺中港,國輪,漁船,與其他物碰撞,1
10308,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10308,我國海域,港區內,高雄港,外輪,漁船,洩漏,1
10308,我國海域,港區內,臺中港,外輪,漁船,與其他物碰撞,1
10308,其他,其他,其他,外輪,漁船,非常變故,3
10309,其他,其他,其他,國輪,商船,失火,1
10309,其他,其他,其他,國輪,商船,兩船碰撞,1
10309,其他,其他,其他,國輪,商船,失火,1
10309,其他,其他,其他,國輪,商船,機器故障,2
10309,其他,其他,其他,國輪,商船,其他,2
10309,其他,其他,其他,國輪,商船,兩船碰撞,1
10309,其他,其他,其他,國輪,商船,機器故障,1
10309,我國海域,港區內,花蓮港,國輪,漁船,與其他物碰撞,2
10309,我國海域,港區內,臺中港,國輪,漁船,非常變故,1
10309,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10309,我國海域,港區內,臺中港,外輪,漁船,機器故障,1
10309,其他,其他,其他,外輪,漁船,非常變故,2
10309,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10309,其他,其他,其他,外輪,漁船,非常變故,6
10309,我國海域,港區內,花蓮港,外輪,其他,非常變故,1
10310,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10310,其他,其他,其他,國輪,商船,失火,1
10310,其他,其他,其他,國輪,商船,機器故障,2
10310,其他,其他,其他,國輪,商船,其他,4
10310,其他,其他,其他,國輪,商船,機器故障,2
10310,我國海域,港區內,蘇澳港,國輪,漁船,其他,1
10310,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10310,其他,其他,其他,外輪,漁船,非常變故,1
10310,其他,其他,其他,外輪,漁船,非常變故,4
10310,其他,其他,其他,外輪,漁船,非常變故,5
10310,我國海域,港區內,臺中港,國輪,其他,與其他物碰撞,1
10310,其他,其他,其他,國輪,其他,其他,2
10311,其他,其他,其他,國輪,商船,失火,1
10311,其他,其他,其他,國輪,商船,機器故障,1
10311,其他,其他,其他,國輪,商船,其他,1
10311,其他,其他,其他,國輪,商船,兩船碰撞,3
10311,我國海域,港區內,基隆港,國輪,漁船,其他,1
10311,我國海域,港區內,台北港,國輪,漁船,其他,1
10311,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10311,我國海域,港區內,臺中港,外輪,漁船,與其他物碰撞,1
10311,其他,其他,其他,外輪,漁船,非常變故,1
10311,我國海域,港區內,基隆港,外輪,漁船,非常變故,1
10311,其他,其他,其他,外輪,漁船,其他,1
10311,其他,其他,其他,外輪,漁船,非常變故,2
10311,其他,其他,其他,外輪,漁船,非常變故,5
10311,其他,其他,其他,國輪,其他,其他,1
10311,其他,其他,其他,國輪,其他,其他,1
10312,其他,其他,其他,國輪,商船,兩船碰撞,1
10312,其他,其他,其他,國輪,商船,觸礁或擱淺,3
10312,其他,其他,其他,國輪,商船,失火,1
10312,其他,其他,其他,國輪,商船,其他,2
10312,其他,其他,其他,國輪,商船,其他,1
10312,其他,其他,其他,國輪,商船,失火,2
10312,其他,其他,其他,國輪,商船,機器故障,1
10312,其他,其他,其他,國輪,商船,其他,3
10312,我國海域,港區內,高雄港,國輪,漁船,洩漏,1
10312,其他,其他,其他,國輪,漁船,其他,1
10312,其他,其他,其他,外輪,漁船,非常變故,1
10312,其他,其他,其他,國輪,漁船,非常變故,1
10312,其他,其他,其他,外輪,漁船,非常變故,6
10312,其他,其他,其他,外輪,漁船,非常變故,8
10312,我國海域,港區內,臺中港,國輪,其他,機器故障,1
10401,其他,其他,其他,國輪,商船,觸礁或擱淺,2
10401,其他,其他,其他,國輪,商船,機器故障,2
10401,其他,其他,其他,國輪,商船,其他,4
10401,其他,其他,其他,國輪,商船,非常變故,1
10401,其他,其他,其他,國輪,商船,機器故障,1
10401,其他,其他,其他,國輪,商船,兩船碰撞,1
10401,其他,其他,其他,國輪,商船,機器故障,4
10401,其他,其他,其他,國輪,商船,其他,1
10401,其他,其他,其他,國輪,漁船,失火,1
10401,其他,其他,其他,國輪,漁船,其他,1
10401,我國海域,港區內,高雄港,外輪,漁船,其他,1
10401,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10401,其他,其他,其他,外輪,漁船,機器故障,1
10401,其他,其他,其他,外輪,漁船,其他,1
10401,其他,其他,其他,外輪,漁船,非常變故,3
10401,其他,其他,其他,外輪,漁船,非常變故,2
10401,其他,其他,其他,國輪,其他,其他,1
10401,我國海域,港區內,台北港,國輪,其他,與其他物碰撞,1
10401,我國海域,港區內,安平港,外輪,其他,機器故障,1
10401,我國海域,港區內,高雄港,外輪,其他,其他,1
10402,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10402,其他,其他,其他,國輪,商船,機器故障,1
10402,我國海域,港區內,花蓮港,國輪,商船,機器故障,1
10402,其他,其他,其他,國輪,商船,其他,1
10402,其他,其他,其他,國輪,商船,機器故障,1
10402,我國海域,港區內,高雄港,國輪,商船,其他,1
10402,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10402,其他,其他,其他,外輪,漁船,機器故障,1
10402,其他,其他,其他,外輪,漁船,非常變故,1
10402,其他,其他,其他,外輪,漁船,非常變故,4
10402,我國海域,港區內,臺中港,國輪,其他,機器故障,1
10403,其他,其他,其他,國輪,商船,非常變故,1
10403,其他,其他,其他,國輪,商船,其他,1
10403,其他,其他,其他,國輪,商船,兩船碰撞,1
10403,其他,其他,其他,國輪,商船,失火,1
10403,其他,其他,其他,國輪,商船,機器故障,1
10403,其他,其他,其他,國輪,商船,其他,1
10403,其他,其他,其他,國輪,商船,其他,1
10403,其他,其他,其他,國輪,商船,兩船碰撞,1
10403,其他,其他,其他,國輪,商船,失火,1
10403,其他,其他,其他,國輪,商船,其他,1
10403,其他,其他,其他,國輪,商船,失火,1
10403,其他,其他,其他,國輪,商船,其他,1
10403,其他,其他,其他,國輪,漁船,兩船碰撞,1
10403,我國海域,港區內,花蓮港,外輪,漁船,兩船碰撞,1
10403,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10403,我國海域,港區內,高雄港,外輪,漁船,其他,1
10403,其他,其他,其他,國輪,漁船,觸礁或擱淺,1
10403,其他,其他,其他,外輪,漁船,非常變故,1
10403,其他,其他,其他,外輪,漁船,其他,1
10403,其他,其他,其他,外輪,漁船,非常變故,8
10403,我國海域,港區內,臺中港,國輪,其他,兩船碰撞,1
10403,我國海域,港區內,臺中港,國輪,其他,機器故障,1
10403,其他,其他,其他,國輪,其他,傾覆,1
10404,其他,其他,其他,國輪,商船,失火,1
10404,其他,其他,其他,國輪,商船,其他,1
10404,我國海域,港區內,高雄港,國輪,商船,兩船碰撞,1
10404,其他,其他,其他,國輪,商船,失火,1
10404,其他,其他,其他,國輪,商船,其他,1
10404,其他,其他,其他,國輪,商船,其他,1
10404,其他,其他,其他,國輪,商船,兩船碰撞,1
10404,其他,其他,其他,國輪,商船,失火,1
10404,其他,其他,其他,國輪,商船,機器故障,1
10404,其他,其他,其他,國輪,商船,失火,1
10404,其他,其他,其他,國輪,商船,機器故障,1
10404,我國海域,港區內,花蓮港,國輪,漁船,與其他物碰撞,1
10404,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10404,我國海域,港區內,花蓮港,外輪,漁船,與其他物碰撞,1
10404,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10404,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10404,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10404,其他,其他,其他,外輪,漁船,非常變故,7
10404,其他,其他,其他,外輪,漁船,非常變故,3
10405,其他,其他,其他,國輪,商船,失火,1
10405,其他,其他,其他,國輪,商船,其他,1
10405,其他,其他,其他,國輪,商船,失火,1
10405,其他,其他,其他,國輪,商船,機器故障,1
10405,其他,其他,其他,國輪,商船,機器故障,1
10405,其他,其他,其他,國輪,商船,其他,2
10405,其他,其他,其他,國輪,商船,其他,1
10405,其他,其他,其他,國輪,商船,機器故障,1
10405,我國海域,港區內,花蓮港,國輪,漁船,其他,1
10405,我國海域,港區內,花蓮港,外輪,漁船,其他,1
10405,其他,其他,其他,外輪,漁船,觸礁或擱淺,1
10405,其他,其他,其他,國輪,漁船,兩船碰撞,1
10405,其他,其他,其他,外輪,漁船,非常變故,3
10405,其他,其他,其他,外輪,漁船,非常變故,1
10405,其他,其他,其他,國輪,其他,機器故障,1
10406,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10406,其他,其他,其他,國輪,商船,傾覆,1
10406,其他,其他,其他,國輪,商船,兩船碰撞,1
10406,其他,其他,其他,國輪,商船,機器故障,3
10406,我國海域,港區內,高雄港,國輪,商船,兩船碰撞,1
10406,其他,其他,其他,國輪,商船,機器故障,1
10406,其他,其他,其他,國輪,商船,失火,1
10406,其他,其他,其他,國輪,商船,機器故障,1
10406,我國海域,港區內,台北港,國輪,漁船,與其他物碰撞,1
10406,我國海域,港區內,基隆港,外輪,漁船,兩船碰撞,1
10406,其他,其他,其他,國輪,漁船,機器故障,1
10406,其他,其他,其他,外輪,漁船,非常變故,3
10406,其他,其他,其他,外輪,漁船,非常變故,4
10407,其他,其他,其他,國輪,商船,其他,1
10407,我國海域,港區內,高雄港,外輪,商船,兩船碰撞,1
10407,其他,其他,其他,國輪,商船,其他,1
10407,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10407,其他,其他,其他,國輪,商船,機器故障,2
10407,其他,其他,其他,國輪,商船,其他,1
10407,其他,其他,其他,國輪,商船,其他,2
10407,其他,其他,其他,國輪,商船,機器故障,3
10407,我國海域,港區內,台北港,國輪,漁船,其他,1
10407,我國海域,港區內,花蓮港,外輪,漁船,其他,1
10407,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10407,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,2
10407,其他,其他,其他,外輪,漁船,非常變故,1
10407,其他,其他,其他,外輪,漁船,非常變故,7
10407,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10407,其他,其他,其他,國輪,漁船,非常變故,1
10407,其他,其他,其他,外輪,漁船,非常變故,2
10407,我國海域,港區內,高雄港,外輪,其他,與其他物碰撞,1
10407,其他,其他,其他,國輪,其他,非常變故,1
10408,其他,其他,其他,國輪,商船,傾覆,1
10408,其他,其他,其他,國輪,商船,非常變故,1
10408,其他,其他,其他,國輪,商船,其他,2
10408,其他,其他,其他,國輪,商船,失火,1
10408,其他,其他,其他,國輪,商船,機器故障,2
10408,我國海域,港區內,花蓮港,國輪,漁船,其他,1
10408,我國海域,港區內,高雄港,國輪,漁船,傾覆,1
10408,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10408,我國海域,港區內,高雄港,國輪,漁船,與其他物碰撞,2
10408,我國海域,港區內,高雄港,外輪,漁船,與其他物碰撞,1
10408,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,3
10408,其他,其他,其他,國輪,漁船,機器故障,1
10408,其他,其他,其他,外輪,漁船,非常變故,3
10408,其他,其他,其他,國輪,漁船,兩船碰撞,1
10408,其他,其他,其他,外輪,漁船,非常變故,2
10408,其他,其他,其他,外輪,漁船,非常變故,1
10408,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10408,我國海域,港區內,臺中港,國輪,其他,機器故障,4
10408,我國海域,港區內,臺中港,國輪,其他,非常變故,2
10408,其他,其他,其他,外輪,其他,非常變故,1
10409,其他,其他,其他,國輪,商船,失火,1
10409,其他,其他,其他,國輪,商船,其他,3
10409,其他,其他,其他,國輪,商船,兩船碰撞,1
10409,其他,其他,其他,國輪,商船,與其他物碰撞,2
10409,其他,其他,其他,國輪,商船,機器故障,1
10409,其他,其他,其他,國輪,商船,兩船碰撞,1
10409,我國海域,港區內,基隆港,外輪,漁船,兩船碰撞,1
10409,其他,其他,其他,國輪,漁船,兩船碰撞,1
10409,其他,其他,其他,國輪,漁船,失火,1
10409,其他,其他,其他,國輪,漁船,機器故障,1
10409,其他,其他,其他,外輪,漁船,其他,1
10409,其他,其他,其他,外輪,漁船,兩船碰撞,1
10409,其他,其他,其他,外輪,漁船,非常變故,4
10409,我國海域,港區內,臺中港,國輪,其他,其他,1
10409,其他,其他,其他,國輪,其他,其他,1
10409,其他,其他,其他,國輪,其他,兩船碰撞,1
10410,其他,其他,其他,國輪,商船,兩船碰撞,1
10410,其他,其他,其他,國輪,商船,其他,1
10410,其他,其他,其他,國輪,商船,兩船碰撞,1
10410,我國海域,港區內,高雄港,國輪,商船,傾覆,1
10410,我國海域,港區內,台北港,國輪,商船,兩船碰撞,1
10410,其他,其他,其他,國輪,商船,兩船碰撞,1
10410,其他,其他,其他,國輪,商船,其他,1
10410,其他,其他,其他,國輪,商船,其他,3
10410,其他,其他,其他,國輪,漁船,失火,1
10410,其他,其他,其他,外輪,漁船,非常變故,7
10410,其他,其他,其他,外輪,漁船,其他,1
10410,其他,其他,其他,外輪,漁船,非常變故,3
10410,其他,其他,其他,外輪,漁船,非常變故,1
10411,其他,其他,其他,國輪,商船,失火,1
10411,我國海域,港區內,高雄港,外輪,商船,其他,1
10411,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10411,其他,其他,其他,國輪,商船,機器故障,1
10411,其他,其他,其他,國輪,商船,其他,1
10411,其他,其他,其他,國輪,商船,其他,1
10411,其他,其他,其他,國輪,商船,機器故障,2
10411,我國海域,港區內,基隆港,國輪,漁船,兩船碰撞,1
10411,我國海域,港區內,基隆港,國輪,漁船,機器故障,1
10411,其他,其他,其他,外輪,漁船,非常變故,1
10411,其他,其他,其他,國輪,漁船,其他,1
10411,其他,其他,其他,外輪,漁船,其他,1
10411,其他,其他,其他,外輪,漁船,非常變故,4
10411,其他,其他,其他,外輪,漁船,非常變故,3
10411,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10412,我國海域,港區內,高雄港,國輪,商船,與其他物碰撞,1
10412,其他,其他,其他,國輪,商船,兩船碰撞,1
10412,其他,其他,其他,國輪,商船,其他,1
10412,其他,其他,其他,國輪,商船,其他,1
10412,其他,其他,其他,國輪,商船,其他,1
10412,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10412,其他,其他,其他,國輪,商船,機器故障,1
10412,其他,其他,其他,國輪,商船,其他,2
10412,其他,其他,其他,國輪,商船,失火,1
10412,其他,其他,其他,國輪,商船,機器故障,1
10412,我國海域,港區內,基隆港,外輪,漁船,機器故障,1
10412,我國海域,港區內,基隆港,外輪,漁船,其他,1
10412,我國海域,港區內,台北港,國輪,漁船,機器故障,1
10412,其他,其他,其他,外輪,漁船,非常變故,7
10412,其他,其他,其他,外輪,漁船,非常變故,2
10412,我國海域,港區內,基隆港,國輪,其他,其他,1
10501,其他,其他,其他,國輪,商船,其他,2
10501,其他,其他,其他,國輪,商船,兩船碰撞,1
10501,其他,其他,其他,國輪,商船,機器故障,2
10501,其他,其他,其他,國輪,商船,其他,1
10501,其他,其他,其他,國輪,商船,機器故障,3
10501,我國海域,港區內,基隆港,國輪,漁船,非常變故,1
10501,我國海域,港區內,基隆港,外輪,漁船,機器故障,1
10501,我國海域,港區內,基隆港,外輪,漁船,其他,2
10501,我國海域,港區內,高雄港,外輪,漁船,兩船碰撞,1
10501,我國海域,港區內,台北港,外輪,漁船,兩船碰撞,1
10501,我國海域,港區內,台北港,外輪,漁船,與其他物碰撞,1
10501,其他,其他,其他,外輪,漁船,其他,1
10501,其他,其他,其他,外輪,漁船,非常變故,2
10501,我國海域,港區內,基隆港,外輪,漁船,其他,1
10501,其他,其他,其他,外輪,漁船,非常變故,6
10501,其他,其他,其他,國輪,漁船,其他,1
10501,其他,其他,其他,外輪,漁船,其他,1
10501,其他,其他,其他,外輪,漁船,非常變故,4
10501,我國海域,港區內,高雄港,國輪,其他,其他,1
10502,其他,其他,其他,國輪,商船,機器故障,2
10502,我國海域,港區內,高雄港,國輪,漁船,兩船碰撞,1
10502,我國海域,港區內,臺中港,國輪,漁船,其他,1
10502,我國海域,港區內,高雄港,外輪,漁船,其他,1
10502,我國海域,港區內,台北港,外輪,漁船,機器故障,1
10502,其他,其他,其他,外輪,漁船,非常變故,1
10502,其他,其他,其他,外輪,漁船,非常變故,5
10502,其他,其他,其他,外輪,漁船,非常變故,2
10502,我國海域,港區內,基隆港,國輪,其他,兩船碰撞,1
10502,我國海域,港區內,基隆港,國輪,其他,其他,1
10502,我國海域,港區內,高雄港,國輪,其他,兩船碰撞,1
10502,我國海域,港區內,高雄港,國輪,其他,其他,1
10502,我國海域,港區內,臺中港,國輪,其他,兩船碰撞,1
10502,我國海域,港區內,臺中港,國輪,其他,與其他物碰撞,1
10503,我國海域,港區內,蘇澳港,國輪,商船,機器故障,1
10503,其他,其他,其他,國輪,商船,兩船碰撞,1
10503,其他,其他,其他,國輪,商船,失火,1
10503,其他,其他,其他,國輪,商船,其他,1
10503,其他,其他,其他,國輪,商船,機器故障,2
10503,其他,其他,其他,國輪,商船,其他,1
10503,其他,其他,其他,國輪,商船,其他,1
10503,其他,其他,其他,國輪,商船,失火,1
10503,我國海域,港區內,基隆港,外輪,漁船,兩船碰撞,1
10503,我國海域,港區內,臺中港,外輪,漁船,兩船碰撞,1
10503,其他,其他,其他,國輪,漁船,兩船碰撞,1
10503,其他,其他,其他,外輪,漁船,非常變故,1
10503,其他,其他,其他,外輪,漁船,非常變故,7
10503,其他,其他,其他,外輪,漁船,其他,1
10503,其他,其他,其他,外輪,漁船,非常變故,1
10503,我國海域,港區內,臺中港,國輪,其他,其他,1
10504,其他,其他,其他,國輪,商船,兩船碰撞,1
10504,其他,其他,其他,國輪,商船,兩船碰撞,1
10504,其他,其他,其他,國輪,商船,觸礁或擱淺,1
10504,其他,其他,其他,國輪,商船,失火,1
10504,其他,其他,其他,國輪,商船,機器故障,3
10504,其他,其他,其他,國輪,商船,其他,1
10504,其他,其他,其他,國輪,商船,其他,1
10504,其他,其他,其他,國輪,商船,其他,1
